t,value
1,52.77
2,52.77
3,52.77
4,47.73
5,47.25
6,47.25
7,47.25
8,47.25
9,47.25
10,47.25
11,47.25
12,47.25
13,47.25
14,47.25
15,47.25
16,57.84
17,75.09
18,75.09
19,75.09
20,75.09
21,75.08
22,75.08
23,63.01
24,55.57
25,52.77
26,52.77
27,52.77
28,47.73
29,47.25
30,47.25
31,47.25
32,47.25
33,47.25
34,47.25
35,47.25
36,47.25
37,47.25
38,47.25
39,47.25
40,57.84
41,75.09
42,75.09
43,75.09
44,75.09
45,75.08
46,75.08
47,63.01
48,55.57
49,56.48
50,56.48
51,56.48
52,56.48
53,56.48
54,56.48
55,56.48
56,116.04
57,151.91
58,154.37
59,151.91
60,152.53
61,154.37
62,157.94
63,160.05
64,160.05
65,160.05
66,160.05
67,154.37
68,154.37
69,133.61
70,129.88
71,117.69
72,112.29
73,102.51
74,102.51
75,102.51
76,102.51
77,102.51
78,102.51
79,119.47
80,133.89
81,171.23
82,171.23
83,171.23
84,154.69
85,154.37
86,171.23
87,171.23
88,171.23
89,171.23
90,171.23
91,171.23
92,171.22
93,133.96
94,133.61
95,133.61
96,127.65
97,116.04
98,116.04
99,116.04
100,116.04
101,116.04
102,116.04
103,129.99
104,138.11
105,171.23
106,171.23
107,171.23
108,157.96
109,157.96
110,171.23
111,171.23
112,171.23
113,171.23
114,171.23
115,171.23
116,171.23
117,140.96
118,133.61
119,133.61
120,133.61
121,127.65
122,117.74
123,117.74
124,117.74
125,117.74
126,118.94
127,148.21
128,148.21
129,171.23
130,171.23
131,154.36
132,138.93
133,143.29
134,154.37
135,154.37
136,154.37
137,154.36
138,154.37
139,154.37
140,138.03
141,102.51
142,102.51
143,89.36
144,89.36
145,89.36
146,89.36
147,89.36
148,89.36
149,89.36
150,89.36
151,89.36
152,120.76
153,139.52
154,129.73
155,103.25
156,103.25
157,103.25
158,103.25
159,134.07
160,154.37
161,154.37
162,154.37
163,154.37
164,154.37
165,133.61
166,133.61
167,133.61
168,129.97
169,124.59
170,122.58
171,118.72
172,118.67
173,118.67
174,118.67
175,121.35
176,133.61
177,133.61
178,133.61
179,133.61
180,133.61
181,125.32
182,125.32
183,133.61
184,133.61
185,133.61
186,133.61
187,133.61
188,117.69
189,102.51
190,102.51
191,102.51
192,57.14
193,47.73
194,47.25
195,47.25
196,47.25
197,47.25
198,47.25
199,47.25
200,47.25
201,47.25
202,47.25
203,47.25
204,47.25
205,47.25
206,47.25
207,47.25
208,47.73
209,59.62
210,85.96
211,85.96
212,85.96
213,85.96
214,85.96
215,85.96
216,85.96
217,124.45
218,124.45
219,124.45
220,124.45
221,124.46
222,128.38
223,152.55
224,165.81
225,191.69
226,191.69
227,191.69
228,191.69
229,191.58
230,191.58
231,191.69
232,191.69
233,191.69
234,189.5
235,189.5
236,187.77
237,152.55
238,150.66
239,147.47
240,128.38
241,128.38
242,128.36
243,128.36
244,128.36
245,128.36
246,128.36
247,147.47
248,152.55
249,176.25
250,176.25
251,171.23
252,148.63
253,148.63
254,148.63
255,148.63
256,171.23
257,176.25
258,184.03
259,184.03
260,184.03
261,152.08
262,146.76
263,130.46
264,128.38
265,127.09
266,122.85
267,122.85
268,122.85
269,122.85
270,122.85
271,122.85
272,136.7
273,176.25
274,178.38
275,170.38
276,170.32
277,156.71
278,158.64
279,171.23
280,176.33
281,189.5
282,189.5
283,189.5
284,189.5
285,164.02
286,157.75
287,151.48
288,137.1
289,130.14
290,128.38
291,128.38
292,128.38
293,128.38
294,128.82
295,152.48
296,162.51
297,187.76
298,175.0
299,151.69
300,141.93
301,141.93
302,141.93
303,143.88
304,176.25
305,187.77
306,187.77
307,187.77
308,187.77
309,159.32
310,152.55
311,151.21
312,147.48
313,129.7
314,128.38
315,128.38
316,128.38
317,128.38
318,128.38
319,151.21
320,164.02
321,199.74
322,199.74
323,191.58
324,195.65
325,200.42
326,200.42
327,200.42
328,200.42
329,200.42
330,200.42
331,200.42
332,200.42
333,173.47
334,165.65
335,164.02
336,164.02
337,155.64
338,152.08
339,151.21
340,141.5
341,140.08
342,140.08
343,151.21
344,155.64
345,155.64
346,155.64
347,151.21
348,131.44
349,131.44
350,131.44
351,131.44
352,147.47
353,154.59
354,154.64
355,154.59
356,154.09
357,152.48
358,148.45
359,147.47
360,139.39
361,128.82
362,128.38
363,128.38
364,128.38
365,128.38
366,128.38
367,128.38
368,133.96
369,150.04
370,154.55
371,151.21
372,151.21
373,145.72
374,141.93
375,152.74
376,164.02
377,169.83
378,170.44
379,170.44
380,170.44
381,164.3
382,164.02
383,164.02
384,155.64
385,151.21
386,150.47
387,151.21
388,150.47
389,151.21
390,155.64
391,194.7
392,208.73
393,241.16
394,241.16
395,224.95
396,197.45
397,193.68
398,193.68
399,197.15
400,241.16
401,241.16
402,241.16
403,241.16
404,241.16
405,206.64
406,193.76
407,184.36
408,165.81
409,154.47
410,154.47
411,154.47
412,154.47
413,154.47
414,154.47
415,162.52
416,206.78
417,238.91
418,238.91
419,231.76
420,212.03
421,201.14
422,201.14
423,201.14
424,224.95
425,238.91
426,238.91
427,238.91
428,238.91
429,200.6
430,192.97
431,182.51
432,162.52
433,155.09
434,155.09
435,155.09
436,155.09
437,155.09
438,155.09
439,175.18
440,219.67
441,270.8
442,270.8
443,270.8
444,270.76
445,230.17
446,230.17
447,230.18
448,270.8
449,270.8
450,270.8
451,270.8
452,270.8
