t,gas_price,power_price,chp.bin,chp.gas,chp.power,chp.heat,electrical_grid.overall_power,electrical_grid.supply_power,electrical_grid.feedin_power,battery_storage.power_balance,battery_storage.charging_power,battery_storage.discharging_power,battery_storage.energy_content,battery_storage.discharge_bin,battery_storage.charge_bin,battery_storage.switch_bin,pv.power,electrolyzer.bin,electrolyzer.hydrogen,electrolyzer.power,electrolyzer.water,electrolyzer.heat,hydrogen_grid.overall_hydrogen,hydrogen_grid.supply_hydrogen,hydrogen_grid.feedin_hydrogen,arc1_expanded.power,arc2_expanded.power,arc3_expanded.power,arc4_expanded.power,arc5_expanded.power
2366,45.335,9.96,0.0,0.0,0.0,0.0,199.22384,200.0,0.7761600000000001,-69.85,69.85,0.0,438.6419800000001,0.0,1.0,-0.0,0.7761600000000001,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.7761600000000001,0.0,69.85,130.15
2367,45.335,10.5,0.0,0.0,0.0,0.0,199.4022,200.0,0.5978,-69.85,69.85,0.0,508.4919800000001,0.0,1.0,-0.0,0.5978,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.5978,0.0,69.85,130.15
2368,45.335,126.41,1.0,300.0,120.0,160.0,79.55312,200.0,120.44688,-69.85,69.85,0.0,578.3419800000001,0.0,1.0,-0.0,0.44688,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.44688,0.0,69.85,130.15
2369,45.335,139.83,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,79.79714000000001,0.0,79.79714000000001,498.54484000000014,1.0,-0.0,1.0,0.20285999999999998,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.20285999999999998,79.79714000000001,0.0,130.15
2370,45.335,170.81,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,79.97157999999999,0.0,79.97157999999999,418.5732600000001,1.0,-0.0,-0.0,0.02842,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.02842,79.97157999999999,0.0,130.15
2371,45.335,170.82,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,80.0,0.0,80.0,338.5732600000001,1.0,-0.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,80.0,0.0,130.15
2372,45.335,135.43,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,80.0,0.0,80.0,258.5732600000001,1.0,-0.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,80.0,0.0,130.15
2373,45.335,131.69,1.0,300.0,120.0,160.0,13.105399999999605,133.1053999999996,120.0,-2.9553999999995995,2.9553999999995995,0.0,261.5286599999997,0.0,1.0,1.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,0.0,2.9553999999995995,130.15
2374,45.335,116.88,1.0,300.0,120.0,160.0,80.0,200.0,120.0,-69.85,69.85,0.0,331.37865999999974,0.0,1.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,0.0,69.85,130.15
2375,45.335,110.85,-0.0,0.0,0.0,0.0,200.0,200.0,0.0,-69.85,69.85,0.0,401.22865999999976,0.0,1.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,69.85,130.15
2376,45.335,105.29,-0.0,0.0,0.0,0.0,200.0,200.0,0.0,-69.85,69.85,0.0,471.0786599999998,0.0,1.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,69.85,130.15
2377,45.335,105.26,-0.0,0.0,0.0,0.0,200.0,200.0,0.0,-69.85,69.85,0.0,540.9286599999998,0.0,1.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,69.85,130.15
2378,45.335,105.26,-0.0,0.0,0.0,0.0,200.0,200.0,0.0,-69.85,69.85,0.0,610.7786599999998,0.0,1.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,69.85,130.15
2379,45.335,106.85,-0.0,0.0,0.0,0.0,200.0,200.0,0.0,-69.85,69.85,0.0,680.6286599999999,0.0,1.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,69.85,130.15
2380,45.335,110.81,-0.0,0.0,0.0,0.0,200.0,200.0,0.0,-69.85,69.85,0.0,750.4786599999999,0.0,1.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,69.85,130.15
2381,45.335,127.21,1.0,300.0,120.0,160.0,80.0,200.0,120.0,-69.85,69.85,0.0,820.3286599999999,0.0,1.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,0.0,69.85,130.15
2382,45.335,135.43,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,79.97550000000001,0.0,79.97550000000001,740.3531599999999,1.0,-0.0,1.0,0.0245,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0245,79.97550000000001,0.0,130.15
2383,45.335,135.43,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,79.84809999999999,0.0,79.84809999999999,660.5050599999998,1.0,-0.0,-0.0,0.1519,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.1519,79.84809999999999,0.0,130.15
2384,45.335,149.63,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,79.60506000000001,0.0,79.60506000000001,580.8999999999999,1.0,-0.0,-0.0,0.39494,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.39494,79.60506000000001,0.0,130.15
2385,45.335,129.78,1.0,300.0,120.0,160.0,79.39534,200.0,120.60466,-69.85,69.85,0.0,650.7499999999999,0.0,1.0,1.0,0.60466,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.60466,0.0,69.85,130.15
2386,45.335,126.41,1.0,300.0,120.0,160.0,79.24442,200.0,120.75558,-69.85,69.85,0.0,720.5999999999999,0.0,1.0,-0.0,0.75558,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.75558,0.0,69.85,130.15
2387,45.335,126.38,1.0,300.0,120.0,160.0,79.16994,200.0,120.83006,-69.85,69.85,0.0,790.4499999999999,0.0,1.0,-0.0,0.8300599999999999,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.8300599999999999,0.0,69.85,130.15
2388,45.335,126.38,1.0,300.0,120.0,160.0,79.13956,200.0,120.86044,-69.85,69.85,0.0,860.3,0.0,1.0,-0.0,0.86044,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.86044,0.0,69.85,130.15
2389,45.335,126.38,1.0,300.0,120.0,160.0,79.16406,200.0,120.83594,-69.85,69.85,0.0,930.15,0.0,1.0,-0.0,0.83594,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.83594,0.0,69.85,130.15
2390,45.335,126.41,1.0,300.0,120.0,160.0,79.23462,200.0,120.76538,-69.85,69.85,0.0,1000.0,0.0,1.0,-0.0,0.7653800000000001,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.7653800000000001,0.0,69.85,130.15
2391,45.335,136.14,1.0,300.0,120.0,160.0,9.513980000000004,130.15,120.63602,0.0,0.0,0.0,1000.0,1.0,-0.0,1.0,0.63602,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.63602,0.0,0.0,130.15
2392,45.335,137.49,1.0,300.0,120.0,160.0,-9.614440000000172,130.15,139.76444000000018,19.33814000000018,0.0,19.33814000000018,980.6618599999998,1.0,-0.0,-0.0,0.4263,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.4263,19.33814000000018,0.0,130.15
2393,45.335,153.24,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,79.79223999999999,0.0,79.79223999999999,900.8696199999998,1.0,-0.0,-0.0,0.20776,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.20776,79.79223999999999,0.0,130.15
2394,45.335,179.36,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,79.96961999999999,0.0,79.96961999999999,820.8999999999999,1.0,-0.0,-0.0,0.03038,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.03038,79.96961999999999,0.0,130.15
2395,45.335,179.45,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,80.0,0.0,80.0,740.8999999999999,1.0,-0.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,80.0,0.0,130.15
2396,45.335,142.28,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,80.0,0.0,80.0,660.8999999999999,1.0,-0.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,80.0,0.0,130.15
2397,45.335,142.22,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,80.0,0.0,80.0,580.8999999999999,1.0,-0.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,80.0,0.0,130.15
2398,45.335,139.4,1.0,300.0,120.0,160.0,10.150000000000006,130.15,120.0,0.0,0.0,0.0,580.8999999999999,0.0,1.0,1.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,0.0,0.0,130.15
2399,45.335,124.08,1.0,300.0,120.0,160.0,80.0,200.0,120.0,-69.85,69.85,0.0,650.7499999999999,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,0.0,69.85,130.15
2400,45.335,114.57,1.0,300.0,120.0,160.0,80.0,200.0,120.0,-69.85,69.85,0.0,720.5999999999999,0.0,1.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,0.0,69.85,130.15
2401,45.335,114.55,1.0,300.0,120.0,160.0,80.0,200.0,120.0,-69.85,69.85,0.0,790.4499999999999,0.0,1.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,0.0,69.85,130.15
2402,45.335,114.57,1.0,300.0,120.0,160.0,80.0,200.0,120.0,-69.85,69.85,0.0,860.3,0.0,1.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,0.0,69.85,130.15
2403,45.335,114.65,1.0,300.0,120.0,160.0,80.0,200.0,120.0,-69.85,69.85,0.0,930.15,0.0,1.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,0.0,69.85,130.15
2404,45.335,129.7,1.0,300.0,120.0,160.0,80.0,200.0,120.0,-69.85,69.85,0.0,1000.0,0.0,1.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,0.0,69.85,130.15
2405,45.335,142.4,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,80.0,0.0,80.0,920.0,1.0,-0.0,1.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,80.0,0.0,130.15
2406,45.335,142.92,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,79.98236,0.0,79.98236,840.01764,1.0,-0.0,-0.0,0.01764,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.01764,79.98236,0.0,130.15
2407,45.335,142.92,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,79.90199999999999,0.0,79.90199999999999,760.11564,1.0,-0.0,-0.0,0.098,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.098,79.90199999999999,0.0,130.15
2408,45.335,179.41,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,79.78538,0.0,79.78538,680.33026,1.0,-0.0,-0.0,0.21462,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.21462,79.78538,0.0,130.15
2409,45.335,156.95,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,79.59428,0.0,79.59428,600.7359799999999,1.0,-0.0,-0.0,0.40571999999999997,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.40571999999999997,79.59428,0.0,130.15
2410,45.335,140.39,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,79.42081999999999,0.0,79.42081999999999,521.3151599999999,1.0,-0.0,-0.0,0.5791799999999999,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.5791799999999999,79.42081999999999,0.0,130.15
2411,45.335,137.05,1.0,300.0,120.0,160.0,79.22776,200.0,120.77224,-69.85,69.85,0.0,591.1651599999999,0.0,1.0,1.0,0.77224,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.77224,0.0,69.85,130.15
2412,45.335,137.05,1.0,300.0,120.0,160.0,79.37574,200.0,120.62426,-69.85,69.85,0.0,661.0151599999999,0.0,1.0,-0.0,0.62426,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.62426,0.0,69.85,130.15
2413,45.335,137.05,1.0,300.0,120.0,160.0,79.62368,200.0,120.37632,-69.85,69.85,0.0,730.86516,0.0,1.0,-0.0,0.37632,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.37632,0.0,69.85,130.15
2414,45.335,139.83,1.0,300.0,120.0,160.0,-1.4099799999999618,130.15,131.55997999999997,11.280679999999961,0.0,11.280679999999961,719.58448,1.0,-0.0,1.0,0.2793,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.2793,11.280679999999961,0.0,130.15
2415,45.335,149.66,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,79.82556,0.0,79.82556,639.75892,1.0,0.0,-0.0,0.17443999999999998,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.17443999999999998,79.82556,0.0,130.15
2416,45.335,169.55,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,79.83438000000001,0.0,79.83438000000001,559.92454,1.0,-0.0,-0.0,0.16562000000000002,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.16562000000000002,79.83438000000001,0.0,130.15
2417,45.335,179.63,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,79.95590000000001,0.0,79.95590000000001,479.96864,1.0,-0.0,-0.0,0.0441,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0441,79.95590000000001,0.0,130.15
2418,45.335,183.05,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,79.96864,0.0,79.96864,400.0,1.0,-0.0,-0.0,0.03136,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.03136,79.96864,0.0,130.15
2419,45.335,183.09,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,80.0,0.0,80.0,320.0,1.0,-0.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,80.0,0.0,130.15
2420,45.335,145.15,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,80.0,0.0,80.0,240.0,1.0,-0.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,80.0,0.0,130.15
2421,45.335,145.02,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,80.0,0.0,80.0,160.0,1.0,-0.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,80.0,0.0,130.15
2422,45.335,142.4,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,80.0,0.0,80.0,80.0,1.0,-0.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,80.0,0.0,130.15
2423,45.335,141.54,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,80.0,0.0,80.0,0.0,1.0,-0.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,80.0,0.0,130.15
2424,45.335,133.02,1.0,300.0,120.0,160.0,10.150000000000006,130.15,120.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,0.0,0.0,130.15
2425,45.335,130.43,1.0,300.0,120.0,160.0,40.4187,160.4187,120.0,-30.268699999999995,30.268699999999995,0.0,30.268699999999995,0.0,1.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,0.0,30.268699999999995,130.15
2426,45.335,122.9,1.0,300.0,120.0,160.0,80.0,200.0,120.0,-69.85,69.85,0.0,100.11869999999999,0.0,1.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,0.0,69.85,130.15
2427,45.335,122.91,1.0,300.0,120.0,160.0,80.0,200.0,120.0,-69.85,69.85,0.0,169.96869999999998,0.0,1.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,0.0,69.85,130.15
2428,45.335,122.91,1.0,300.0,120.0,160.0,80.0,200.0,120.0,-69.85,69.85,0.0,239.81869999999998,0.0,1.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,0.0,69.85,130.15
2429,45.335,134.38,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,80.0,0.0,80.0,159.81869999999998,1.0,-0.0,1.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,80.0,0.0,130.15
2430,45.335,140.8,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,79.97157999999999,0.0,79.97157999999999,79.84711999999999,1.0,-0.0,-0.0,0.02842,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.02842,79.97157999999999,0.0,130.15
2431,45.335,134.36,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,79.84711999999999,0.0,79.84711999999999,0.0,1.0,-0.0,-0.0,0.15288,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.15288,79.84711999999999,0.0,130.15
2432,45.335,121.7,1.0,300.0,120.0,160.0,9.779560000000004,130.15,120.37044,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.37044,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.37044,0.0,0.0,130.15
2433,45.335,107.5,-0.0,0.0,0.0,0.0,199.41886,200.0,0.58114,-69.85,69.85,0.0,69.85,0.0,1.0,1.0,0.58114,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.58114,0.0,69.85,130.15
2434,45.335,100.13,-0.0,0.0,0.0,0.0,199.34536,200.0,0.65464,-69.85,69.85,0.0,139.7,0.0,1.0,-0.0,0.65464,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.65464,0.0,69.85,130.15
2435,45.335,100.12,-0.0,0.0,0.0,0.0,199.26892,200.0,0.73108,-69.85,69.85,0.0,209.54999999999998,0.0,1.0,-0.0,0.73108,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.73108,0.0,69.85,130.15
2436,45.335,100.12,-0.0,0.0,0.0,0.0,199.2258,200.0,0.7742,-69.85,69.85,0.0,279.4,0.0,1.0,-0.0,0.7742,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.7742,0.0,69.85,130.15
2437,45.335,100.12,-0.0,0.0,0.0,0.0,199.22678,200.0,0.77322,-69.85,69.85,0.0,349.25,0.0,1.0,-0.0,0.77322,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.77322,0.0,69.85,130.15
2438,45.335,100.13,-0.0,0.0,0.0,0.0,199.27774,200.0,0.72226,-69.85,69.85,0.0,419.1,0.0,1.0,-0.0,0.72226,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.72226,0.0,69.85,130.15
2439,45.335,102.91,-0.0,0.0,0.0,0.0,199.39926,200.0,0.6007399999999999,-69.85,69.85,0.0,488.95000000000005,0.0,1.0,-0.0,0.6007399999999999,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.6007399999999999,0.0,69.85,130.15
2440,45.335,115.74,1.0,300.0,120.0,160.0,79.64524,200.0,120.35476,-69.85,69.85,0.0,558.8000000000001,0.0,1.0,-0.0,0.35475999999999996,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.35475999999999996,0.0,69.85,130.15
2441,45.335,135.24,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,79.8383,0.0,79.8383,478.96170000000006,1.0,-0.0,1.0,0.1617,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.1617,79.8383,0.0,130.15
2442,45.335,137.18,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,79.96961999999999,0.0,79.96961999999999,398.9920800000001,1.0,-0.0,-0.0,0.03038,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.03038,79.96961999999999,0.0,130.15
2443,45.335,137.18,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,80.0,0.0,80.0,318.9920800000001,1.0,-0.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,80.0,0.0,130.15
2444,45.335,135.3,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,80.0,0.0,80.0,238.9920800000001,1.0,-0.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,80.0,0.0,130.15
2445,45.335,135.27,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,80.0,0.0,80.0,158.9920800000001,1.0,-0.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,80.0,0.0,130.15
2446,45.335,129.7,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,80.0,0.0,80.0,78.9920800000001,1.0,-0.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,80.0,0.0,130.15
2447,45.335,118.63,1.0,300.0,120.0,160.0,-68.8420800000001,130.15,198.9920800000001,78.9920800000001,0.0,78.9920800000001,0.0,1.0,-0.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,78.9920800000001,0.0,130.15
2448,45.335,116.89,1.0,300.0,120.0,160.0,80.0,200.0,120.0,-69.85,69.85,0.0,69.85,0.0,1.0,1.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,0.0,69.85,130.15
2449,45.335,116.86,1.0,300.0,120.0,160.0,80.0,200.0,120.0,-69.85,69.85,0.0,139.7,0.0,1.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,0.0,69.85,130.15
2450,45.335,116.91,1.0,300.0,120.0,160.0,-66.9475200000004,130.15,197.0975200000004,77.0975200000004,0.0,77.0975200000004,62.60247999999959,1.0,-0.0,1.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,77.0975200000004,0.0,130.15
2451,45.335,116.83,1.0,300.0,120.0,160.0,80.0,200.0,120.0,-69.85,69.85,0.0,132.45247999999958,0.0,1.0,1.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,0.0,69.85,130.15
2452,45.335,112.0,-0.0,0.0,0.0,0.0,200.0,200.0,0.0,-69.85,69.85,0.0,202.30247999999958,0.0,1.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.0,0.0,69.85,130.15
2453,45.335,118.48,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,80.0,0.0,80.0,122.30247999999958,1.0,-0.0,1.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.0,80.0,0.0,130.15
2454,45.335,118.51,1.0,300.0,120.0,160.0,-69.85,130.15,200.0,79.99706,0.0,79.99706,42.30541999999957,1.0,-0.0,-0.0,0.00294,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.00294,79.99706,0.0,130.15
2455,45.335,115.98,1.0,300.0,120.0,160.0,79.9461,200.0,120.0539,-69.85,69.85,0.0,112.15541999999957,0.0,1.0,1.0,0.053899999999999997,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.053899999999999997,0.0,69.85,130.15
2456,45.335,108.66,-0.0,0.0,0.0,0.0,199.72364,200.0,0.27636,-69.85,69.85,0.0,182.00541999999956,0.0,1.0,-0.0,0.27636,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.27636,0.0,69.85,130.15
2457,45.335,98.1,-0.0,0.0,0.0,0.0,199.50706,200.0,0.49294,-69.85,69.85,0.0,251.85541999999955,0.0,1.0,-0.0,0.49294,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.49294,0.0,69.85,130.15
2458,45.335,56.88,0.0,0.0,0.0,0.0,199.24932,200.0,0.75068,-69.85,69.85,0.0,321.70541999999955,0.0,1.0,-0.0,0.75068,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.75068,0.0,69.85,130.15
2459,45.335,49.89,0.0,0.0,0.0,0.0,199.3091,200.0,0.6909,-69.85,69.85,0.0,391.5554199999996,0.0,1.0,-0.0,0.6909,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.6909,0.0,69.85,130.15
2460,45.335,49.88,0.0,0.0,0.0,0.0,199.31204,200.0,0.6879599999999999,-69.85,69.85,0.0,461.4054199999996,0.0,1.0,-0.0,0.6879599999999999,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.6879599999999999,0.0,69.85,130.15
2461,45.335,49.88,0.0,0.0,0.0,0.0,199.42866,200.0,0.57134,-69.85,69.85,0.0,531.2554199999996,0.0,1.0,-0.0,0.57134,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.57134,0.0,69.85,130.15
2462,45.335,49.88,0.0,0.0,0.0,0.0,199.65602,200.0,0.34397999999999995,-69.85,69.85,0.0,601.1054199999996,0.0,1.0,-0.0,0.34397999999999995,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.34397999999999995,0.0,69.85,130.15
2463,45.335,53.92,0.0,0.0,0.0,0.0,199.67072,200.0,0.32928,-69.85,69.85,0.0,670.9554199999997,0.0,1.0,-0.0,0.32928,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.32928,0.0,69.85,130.15
2464,45.335,103.11,-0.0,0.0,0.0,0.0,199.76774,200.0,0.23226,-69.85,69.85,0.0,740.8054199999997,0.0,1.0,-0.0,0.23226,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,0.23226,0.0,69.85,130.15
2465,45.335,115.14,1.0,300.0,120.0,160.0,79.87456,200.0,120.12544,-69.85,69.85,0.0,810.6554199999997,0.0,1.0,-0.0,0.12544,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,120.0,0.12544,0.0,69.85,130.15
