t,gas_price,power_price,chp.bin,chp.gas,chp.power,chp.heat,electrical_grid.overall_power,electrical_grid.supply_power,electrical_grid.feedin_power,battery_storage.power_balance,battery_storage.charging_power,battery_storage.discharging_power,battery_storage.energy_content,battery_storage.discharge_bin,battery_storage.charge_bin,battery_storage.switch_bin,pv.power,electrolyzer.bin,electrolyzer.hydrogen,electrolyzer.power,electrolyzer.water,electrolyzer.heat,hydrogen_grid.overall_hydrogen,hydrogen_grid.supply_hydrogen,hydrogen_grid.feedin_hydrogen,hydrogen_storage.hydrogen_balance,hydrogen_storage.charging_hydrogen,hydrogen_storage.discharging_hydrogen,hydrogen_storage.hydrogen_content,hydrogen_storage.charge_bin,hydrogen_storage.discharge_bin,arc1_expanded.power,arc2_expanded.power,arc3_expanded.power,arc4_expanded.power,arc5_expanded.power,arc6_expanded.hydrogen,arc8_expanded.hydrogen
1064,49.018,165.03,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,79.98236,0.0,79.98236,920.01764,1.0,-0.0,-0.0,0.01764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,120.0,0.01764,79.98236,0.0,0.0,0.0,0.0
1065,49.018,208.15,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,79.92160000000001,0.0,79.92160000000001,840.09604,1.0,-0.0,-0.0,0.0784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,120.0,0.0784,79.92160000000001,0.0,0.0,0.0,0.0
1066,49.018,208.13,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,79.94022000000001,0.0,79.94022000000001,760.15582,1.0,-0.0,-0.0,0.05978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,120.0,0.05978,79.94022000000001,0.0,0.0,0.0,0.0
1067,49.018,185.97,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,79.96374,0.0,79.96374,680.1920799999999,1.0,-0.0,-0.0,0.03626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,120.0,0.03626,79.96374,0.0,0.0,0.0,0.0
1068,49.018,157.68,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,79.9118,0.0,79.9118,600.28028,1.0,-0.0,-0.0,0.0882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,120.0,0.0882,79.9118,0.0,0.0,0.0,0.0
1069,49.018,157.66,1.0,300.0,120.0,160.0,-80.62426000000004,39.47177999999997,120.09604,-39.47177999999997,39.47177999999997,0.0,639.7520599999999,0.0,1.0,1.0,0.09604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,120.0,0.09604,0.0,39.47177999999997,0.0,0.0,0.0
1070,49.018,157.66,1.0,300.0,120.0,160.0,-120.2205,0.0,120.2205,0.0,0.0,0.0,639.7520599999999,1.0,-0.0,1.0,0.2205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,120.0,0.2205,0.0,0.0,0.0,0.0,0.0
1071,49.018,160.55,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,79.87848,0.0,79.87848,559.87358,1.0,0.0,-0.0,0.12152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,120.0,0.12152,79.87848,0.0,0.0,0.0,0.0
1072,49.018,192.63,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,79.87358,0.0,79.87358,480.0,1.0,-0.0,-0.0,0.12642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,120.0,0.12642,79.87358,0.0,0.0,0.0,0.0
1073,49.018,208.13,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,80.0,0.0,80.0,400.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,120.0,0.0,80.0,0.0,0.0,0.0,0.0
1074,49.018,208.15,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,80.0,0.0,80.0,320.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,120.0,0.0,80.0,0.0,0.0,0.0,0.0
1075,49.018,208.15,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,80.0,0.0,80.0,240.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,120.0,0.0,80.0,0.0,0.0,0.0,0.0
1076,49.018,208.15,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,80.0,0.0,80.0,160.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,120.0,0.0,80.0,0.0,0.0,0.0,0.0
1077,49.018,165.02,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,80.0,0.0,80.0,80.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,120.0,0.0,80.0,0.0,0.0,0.0,0.0
1078,49.018,160.9,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,80.0,0.0,80.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,120.0,0.0,80.0,0.0,0.0,0.0,0.0
1079,49.018,154.2,1.0,300.0,120.0,160.0,-120.0,0.0,120.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
1080,49.018,147.46,1.0,300.0,120.0,160.0,-120.0,0.0,120.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
1081,49.018,146.25,1.0,300.0,120.0,160.0,-120.0,0.0,120.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
1082,49.018,144.79,1.0,300.0,120.0,160.0,-120.0,0.0,120.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
1083,49.018,142.76,1.0,300.0,120.0,160.0,-120.0,0.0,120.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
1084,49.018,137.61,1.0,300.0,120.0,160.0,-20.0,100.0,120.0,-100.0,100.0,0.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,120.0,0.0,0.0,100.0,0.0,0.0,0.0
1085,49.018,127.97,1.0,300.0,120.0,160.0,-20.0,100.0,120.0,-100.0,100.0,0.0,200.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,120.0,0.0,0.0,100.0,0.0,0.0,0.0
1086,49.018,127.97,1.0,300.0,120.0,160.0,-20.0,100.0,120.0,-100.0,100.0,0.0,300.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,120.0,0.0,0.0,100.0,0.0,0.0,0.0
1087,49.018,146.02,1.0,300.0,120.0,160.0,-180.16366,0.0,180.16366,60.16365999999999,0.0,60.16365999999999,239.83634,1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,120.0,0.0,60.16365999999999,0.0,0.0,0.0,0.0
1088,49.018,150.84,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,79.99804,0.0,79.99804,159.8383,1.0,-0.0,-0.0,0.00196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,120.0,0.00196,79.99804,0.0,0.0,0.0,0.0
1089,49.018,150.84,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,79.97550000000001,0.0,79.97550000000001,79.8628,1.0,-0.0,-0.0,0.0245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,120.0,0.0245,79.97550000000001,0.0,0.0,0.0,0.0
1090,49.018,146.03,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,79.8628,0.0,79.8628,0.0,1.0,-0.0,-0.0,0.13720000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,120.0,0.13720000000000002,79.8628,0.0,0.0,0.0,0.0
1091,49.018,123.35,1.0,300.0,120.0,160.0,-60.08036,60.0,120.08036,-60.0,60.0,0.0,60.0,0.0,1.0,1.0,0.08036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,120.0,0.08036,0.0,60.0,0.0,0.0,0.0
1092,49.018,116.72,-0.0,0.0,0.0,0.0,99.94512,100.0,0.05488,-100.0,100.0,0.0,160.0,0.0,1.0,0.0,0.05488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.05488,0.0,100.0,0.0,0.0,0.0
1093,49.018,115.3,-0.0,0.0,0.0,0.0,99.9706,100.0,0.0294,-100.0,100.0,0.0,260.0,0.0,1.0,-0.0,0.0294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0294,0.0,100.0,0.0,0.0,0.0
1094,49.018,115.3,-0.0,0.0,0.0,0.0,99.95786,100.0,0.04214,-100.0,100.0,0.0,360.0,0.0,1.0,-0.0,0.04214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.04214,0.0,100.0,0.0,0.0,0.0
1095,49.018,117.61,-0.0,0.0,0.0,0.0,99.96178,100.0,0.03822,-100.0,100.0,0.0,460.0,0.0,1.0,-0.0,0.03822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.03822,0.0,100.0,0.0,0.0,0.0
1096,49.018,119.78,-0.0,0.0,0.0,0.0,99.96374,100.0,0.03626,-100.0,100.0,0.0,560.0,0.0,1.0,-0.0,0.03626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.03626,0.0,100.0,0.0,0.0,0.0
1097,49.018,136.23,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,80.0,0.0,80.0,480.0,1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,120.0,0.0,80.0,0.0,0.0,0.0,0.0
1098,49.018,147.45,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,80.0,0.0,80.0,400.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,120.0,0.0,80.0,0.0,0.0,0.0,0.0
1099,49.018,147.46,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,80.0,0.0,80.0,320.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,120.0,0.0,80.0,0.0,0.0,0.0,0.0
1100,49.018,147.45,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,80.0,0.0,80.0,240.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,120.0,0.0,80.0,0.0,0.0,0.0,0.0
1101,49.018,146.45,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,80.0,0.0,80.0,160.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,120.0,0.0,80.0,0.0,0.0,0.0,0.0
1102,49.018,136.44,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,80.0,0.0,80.0,80.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,120.0,0.0,80.0,0.0,0.0,0.0,0.0
1103,49.018,127.06,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,80.0,0.0,80.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,120.0,0.0,80.0,0.0,0.0,0.0,0.0
1104,49.018,123.35,1.0,300.0,120.0,160.0,-120.0,0.0,120.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
1105,49.018,116.74,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,49.018,115.16,-0.0,0.0,0.0,0.0,100.0,100.0,0.0,-100.0,100.0,0.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,-300.0,300.0,0.0,300.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
1107,49.018,115.16,-0.0,0.0,0.0,0.0,100.0,100.0,0.0,-100.0,100.0,0.0,200.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-300.0,0.0,300.0,300.0,0.0,300.0,0.0,-0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,300.0
1108,49.018,115.16,-0.0,0.0,0.0,0.0,100.0,100.0,0.0,-100.0,100.0,0.0,300.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
1109,49.018,115.16,-0.0,0.0,0.0,0.0,100.0,100.0,0.0,-100.0,100.0,0.0,400.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
1110,49.018,115.16,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1111,49.018,115.16,-0.0,0.0,0.0,0.0,100.0,100.0,0.0,-100.0,100.0,0.0,500.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
1112,49.018,115.16,-0.0,0.0,0.0,0.0,-0.04116,0.0,0.04116,0.0,0.0,0.0,500.0,1.0,0.0,1.0,0.04116,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,-300.0,300.0,0.0,300.0,1.0,0.0,0.0,0.04116,0.0,0.0,0.0,0.0,0.0
1113,49.018,115.16,-0.0,0.0,0.0,0.0,-0.0931,0.0,0.0931,0.0,0.0,0.0,500.0,1.0,-0.0,0.0,0.0931,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,-300.0,300.0,0.0,600.0,1.0,0.0,0.0,0.0931,0.0,0.0,0.0,0.0,0.0
1114,49.018,115.16,-0.0,0.0,0.0,0.0,99.9069,100.0,0.0931,-100.0,100.0,0.0,600.0,0.0,1.0,1.0,0.0931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,-0.0,1.0,0.0,0.0931,0.0,100.0,0.0,0.0,0.0
1115,49.018,115.16,-0.0,0.0,0.0,0.0,99.90494,100.0,0.09506,-100.0,100.0,0.0,700.0,0.0,1.0,0.0,0.09506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,-0.0,1.0,0.0,0.09506,0.0,100.0,0.0,0.0,0.0
1116,49.018,115.16,-0.0,0.0,0.0,0.0,99.88828,100.0,0.11172,-100.0,100.0,0.0,800.0,0.0,1.0,-0.0,0.11172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,-0.0,1.0,0.0,0.11172,0.0,100.0,0.0,0.0,0.0
1117,49.018,115.16,-0.0,0.0,0.0,0.0,99.9412,100.0,0.0588,-100.0,100.0,0.0,900.0,0.0,1.0,-0.0,0.0588,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,-300.0,300.0,0.0,900.0,1.0,0.0,0.0,0.0588,0.0,100.0,0.0,0.0,0.0
1118,49.018,115.16,-0.0,0.0,0.0,0.0,99.8971,100.0,0.10289999999999999,-100.0,100.0,0.0,1000.0,0.0,1.0,-0.0,0.10289999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,-0.0,1.0,0.0,0.10289999999999999,0.0,100.0,0.0,0.0,0.0
1119,49.018,115.29,-0.0,0.0,0.0,0.0,-0.15484,0.0,0.15484,0.0,0.0,0.0,1000.0,1.0,-0.0,1.0,0.15484,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,-300.0,300.0,0.0,1200.0,1.0,0.0,0.0,0.15484,0.0,0.0,0.0,0.0,0.0
1120,49.018,118.58,-0.0,0.0,0.0,0.0,-0.11270000000000001,0.0,0.11270000000000001,0.0,0.0,0.0,1000.0,1.0,0.0,-0.0,0.11270000000000001,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,-300.0,300.0,0.0,1500.0,1.0,0.0,0.0,0.11270000000000001,0.0,0.0,0.0,0.0,0.0
1121,49.018,129.63,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,80.0,0.0,80.0,920.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,-0.0,1.0,120.0,0.0,80.0,0.0,0.0,0.0,0.0
1122,49.018,147.43,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,80.0,0.0,80.0,840.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,-300.0,300.0,0.0,1800.0,1.0,0.0,120.0,0.0,80.0,0.0,0.0,0.0,0.0
1123,49.018,147.72,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,80.0,0.0,80.0,760.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,-300.0,300.0,0.0,2100.0,1.0,0.0,120.0,0.0,80.0,0.0,0.0,0.0,0.0
1124,49.018,147.72,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,80.0,0.0,80.0,680.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,-0.0,1.0,120.0,0.0,80.0,0.0,0.0,0.0,0.0
1125,49.018,147.45,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,80.0,0.0,80.0,600.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,-300.0,300.0,0.0,2400.0,1.0,0.0,120.0,0.0,80.0,0.0,0.0,0.0,0.0
1126,49.018,144.57,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,80.0,0.0,80.0,520.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,0.0,1.0,120.0,0.0,80.0,0.0,0.0,0.0,0.0
1127,49.018,134.22,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,80.0,0.0,80.0,440.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,-300.0,300.0,0.0,2700.0,1.0,0.0,120.0,0.0,80.0,0.0,0.0,0.0,0.0
1128,49.018,123.35,1.0,300.0,120.0,160.0,-160.0,0.0,160.0,40.0,0.0,40.0,400.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,-300.0,300.0,0.0,3000.0,1.0,0.0,120.0,0.0,40.0,0.0,0.0,0.0,0.0
1129,49.217,118.65,-0.0,0.0,0.0,0.0,100.0,100.0,0.0,-100.0,100.0,0.0,500.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-300.0,0.0,300.0,300.0,0.0,300.0,2700.0,-0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,300.0
1130,49.217,117.62,-0.0,0.0,0.0,0.0,100.0,100.0,0.0,-100.0,100.0,0.0,600.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
1131,49.217,117.22,-0.0,0.0,0.0,0.0,100.0,100.0,0.0,-100.0,100.0,0.0,700.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-300.0,0.0,300.0,300.0,0.0,300.0,2400.0,-0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,300.0
1132,49.217,116.46,-0.0,0.0,0.0,0.0,100.0,100.0,0.0,-100.0,100.0,0.0,800.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,-300.0,300.0,0.0,2700.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
1133,49.217,117.15,-0.0,0.0,0.0,0.0,100.0,100.0,0.0,-100.0,100.0,0.0,900.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,-300.0,300.0,0.0,3000.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
1134,49.217,117.67,-0.0,0.0,0.0,0.0,100.0,100.0,0.0,-100.0,100.0,0.0,1000.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
1135,49.217,133.68,1.0,300.0,120.0,160.0,-120.0,0.0,120.0,0.0,0.0,0.0,1000.0,1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,1.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
1136,49.217,160.89,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,79.85104000000001,0.0,79.85104000000001,920.14896,1.0,-0.0,-0.0,0.14895999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,-0.0,1.0,120.0,0.14895999999999998,79.85104000000001,0.0,0.0,0.0,0.0
1137,49.217,202.94,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,79.55606,0.0,79.55606,840.5929,1.0,-0.0,-0.0,0.44394,0.0,0.0,0.0,0.0,0.0,-300.0,0.0,300.0,300.0,0.0,300.0,2700.0,-0.0,1.0,120.0,0.44394,79.55606,0.0,0.0,0.0,300.0
1138,49.217,202.94,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,79.27382,0.0,79.27382,761.31908,1.0,-0.0,-0.0,0.7261799999999999,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,-300.0,300.0,0.0,3000.0,1.0,0.0,120.0,0.7261799999999999,79.27382,0.0,0.0,0.0,0.0
1139,49.217,184.2,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,79.11995999999999,0.0,79.11995999999999,682.19912,1.0,-0.0,-0.0,0.88004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,1.0,0.0,120.0,0.88004,79.11995999999999,0.0,0.0,0.0,0.0
1140,49.217,159.68,1.0,300.0,120.0,160.0,-20.595839999999995,100.0,120.59584,-100.0,100.0,0.0,782.19912,0.0,1.0,1.0,0.5958399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,-0.0,1.0,120.0,0.5958399999999999,0.0,100.0,0.0,0.0,0.0
1141,49.217,159.68,1.0,300.0,120.0,160.0,-120.12152,0.0,120.12152,0.0,0.0,0.0,782.19912,1.0,-0.0,1.0,0.12152,0.0,0.0,0.0,0.0,0.0,-300.0,0.0,300.0,300.0,0.0,300.0,2700.0,-0.0,1.0,120.0,0.12152,0.0,0.0,0.0,0.0,300.0
1142,49.217,159.68,1.0,300.0,120.0,160.0,-20.063699999999997,100.0,120.0637,-100.0,100.0,0.0,882.19912,0.0,1.0,1.0,0.0637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,-0.0,1.0,120.0,0.0637,0.0,100.0,0.0,0.0,0.0
1143,49.217,159.68,1.0,300.0,120.0,160.0,-62.24910000000001,57.779319999999984,120.02842,-57.779319999999984,57.779319999999984,0.0,939.97844,0.0,1.0,-0.0,0.02842,0.0,0.0,0.0,0.0,0.0,-300.0,0.0,300.0,300.0,0.0,300.0,2400.0,-0.0,1.0,120.0,0.02842,0.0,57.779319999999984,0.0,0.0,300.0
1144,49.217,178.9,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,79.97844,0.0,79.97844,860.0,1.0,-0.0,1.0,0.02156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,1.0,0.0,120.0,0.02156,79.97844,0.0,0.0,0.0,0.0
1145,49.217,194.73,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,80.0,0.0,80.0,780.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,-300.0,300.0,0.0,2700.0,1.0,0.0,120.0,0.0,80.0,0.0,0.0,0.0,0.0
1146,49.217,202.94,1.0,300.0,120.0,160.0,-200.0,0.0,200.0,80.0,0.0,80.0,700.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,1.0,0.0,120.0,0.0,80.0,0.0,0.0,0.0,0.0
