t,gas_price,power_price,hydrogen_price,heat_demand,local_heat_demand,supply_temperature,return_temperature,solar_thermal_heat_profile,normalized_solar_thermal_heat_profile,heatpump_s1.delta_T_min,heatpump_s1.R,heatpump_s1.k,heatpump_s1.T_q,heatpump_s1.T_k,heatpump_s1.p1,heatpump_s1.p2,heatpump_s1.p3,heatpump_s1.p4,heatpump_s1.T1,heatpump_s1.T2,heatpump_s1.T3,heatpump_s1.T4,heatpump_s1.h1,heatpump_s1.h2,heatpump_s1.h3,heatpump_s1.h4,heatpump_s1.max_volume_flow_compressor,heatpump_s1.electrical_efficiency_compressor,heatpump_s1.n,heatpump_s1.z,heatpump_s2.delta_T_min,heatpump_s2.R,heatpump_s2.k,heatpump_s2.T_q,heatpump_s2.T_k,heatpump_s2.p1,heatpump_s2.p2,heatpump_s2.p3,heatpump_s2.p4,heatpump_s2.T1,heatpump_s2.T2,heatpump_s2.T3,heatpump_s2.T4,heatpump_s2.h1,heatpump_s2.h2,heatpump_s2.h3,heatpump_s2.h4,heatpump_s2.max_volume_flow_compressor,heatpump_s2.electrical_efficiency_compressor,heatpump_s2.n,heatpump_s2.z,chp_1.bin,chp_1.gas,chp_1.power,chp_1.heat,chp_1.co2,chp_1.waste_heat,chp_1.natural_gas,chp_1.hydrogen,chp_2.bin,chp_2.gas,chp_2.power,chp_2.heat,chp_2.co2,chp_2.waste_heat,chp_2.natural_gas,chp_2.hydrogen,electrical_grid.power_balance,electrical_grid.power_supply,electrical_grid.power_feedin,hydrogen_grid.hydrogen_supply,waste_heat_grid.heat_balance,waste_heat_grid.heat_supply,waste_heat_grid.heat_feedin,local_heat_grid.heat_balance,local_heat_grid.Z1_heat_feedin,local_heat_grid.Z2_heat_feedin,local_heat_grid.district_heat_feedin,ngas_grid.ngas_supply,heat_grid.heat_balance,heat_grid.heat_feedin,heat_grid.heat_supply,heat_grid.excess_heat_feedin,heat_grid.FW_to_NW,heat_grid.bin_excess_active,heat_grid.bin_FW_to_NW_active,battery_storage.power_balance,battery_storage.power_charging,battery_storage.power_discharging,battery_storage.power_content,battery_storage.bin_discharge,battery_storage.bin_charge,battery_storage.bin_switch,heat_storage.heat_balance,heat_storage.heat_charging,heat_storage.heat_discharging,heat_storage.heat_content,heat_storage.bin_charge,heat_storage.bin_discharge,pv.power,solar_thermal.bin,solar_thermal.heat,heatpump_s1.power,heatpump_s1.heat_input,heatpump_s1.heat,heatpump_s1.capacity_compressor,heatpump_s1.volume_flow,heatpump_s1.massflow_refigerant,heatpump_s1.swept_volume,heatpump_s2.power,heatpump_s2.heat_input,heatpump_s2.heat,heatpump_s2.capacity_compressor,heatpump_s2.volume_flow,heatpump_s2.massflow_refigerant,heatpump_s2.swept_volume,geo_heat_storage.heat_balance,geo_heat_storage.heat_charging,geo_heat_storage.heat_discharging,geo_heat_storage.heat_content,geo_heat_storage.bin_charge,geo_heat_storage.bin_discharge,stratified_storage.Q_dot_ST,stratified_storage.Q_dot_WP,stratified_storage.Q_dot_Z1_FW,stratified_storage.Q_dot_Z1_NW,stratified_storage.Q_dot_Z2_NW,stratified_storage.U_Z1,stratified_storage.U_Z2,heatpump_s1.ideal_cop,heatpump_s1.d,heatpump_s1.real_cop,heatpump_s2.ideal_cop,heatpump_s2.d,heatpump_s2.real_cop
43,70.037,199.29,197.35023348238866,99.0625,2.3084270656065384,80.0,55.0,0.0,0.0,10,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.07138888888888889,0.9,25.0,6,10,488,1.31,303.15,353.15,830000.0000000001,5200000,5200000,830000.0000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,-96.84863701578192,1.2513629842180773,98.1,153.45,0.0,3.8,3.8,0.0,0.0,2.3084270656065384,0.0,153.45,0.0,115.976,16.9135,0.0,0.0,1.0,-0.0,2.0,0.0,2.0,4.0,1.0,-0.0,1.0,-16.9135,16.9135,0.0,155.7595,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2513629842180773,3.1149999999999998,3.3091720814634145,1063.658536585366,0.6547504819277106,3.7987804878048776,0.15714011566265054,-0.685,0.685,0.0,29.455000000002205,1.0,1.0,-0.0,3.3091720814634145,0.0,0.0,2.3084270656065384,0.0,15.16039096329079,9.7859375,0.6436288679546543,6.298511875,5.187857142857142,0.5996931846344487,3.1111225714285715
44,70.037,199.29,197.35023348238866,92.3195,2.4727344197920864,80.0,55.0,0.0,0.0,10,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.07138888888888889,0.9,25.0,6,10,488,1.31,303.15,353.15,830000.0000000001,5200000,5200000,830000.0000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,-98.84863701578192,1.2513629842180773,100.1,153.45,0.0,3.8,3.8,0.0,0.0,2.4727344197920864,0.0,153.45,0.0,115.976,23.656499999999994,0.0,0.0,1.0,-0.0,4.0,0.0,4.0,0.0,1.0,-0.0,0.0,-23.656499999999994,23.656499999999994,0.0,179.416,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2513629842180773,3.1149999999999998,3.3091720814634145,1063.658536585366,0.6547504819277106,3.7987804878048776,0.15714011566265054,-0.685,0.685,0.0,30.140000000002203,1.0,1.0,-0.0,3.3091720814634145,0.0,0.0,2.4727344197920864,0.0,15.18726374752239,9.7859375,0.6436288679546543,6.298511875,5.187857142857142,0.5996931846344487,3.1111225714285715
45,70.037,135.45,197.35023348238866,93.0215,2.549531731529508,80.0,55.0,0.0,0.0,10,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.07138888888888889,0.9,25.0,6,10,488,1.31,303.15,353.15,830000.0000000001,5200000,5200000,830000.0000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,-94.84863701578192,1.2513629842180773,96.1,153.45,0.0,3.8,3.8,0.0,0.0,2.549531731529508,0.0,153.45,0.0,115.976,22.954499999999996,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-22.954499999999996,22.954499999999996,0.0,202.3705,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2513629842180773,3.1149999999999998,3.3091720814634145,1063.658536585366,0.6547504819277106,3.7987804878048776,0.15714011566265054,-0.685,0.685,0.0,30.825000000002202,1.0,1.0,-0.0,3.3091720814634145,0.0,0.0,2.549531731529508,0.0,15.135904213338602,9.7859375,0.6436288679546543,6.298511875,5.187857142857142,0.5996931846344487,3.1111225714285715
46,70.037,127.22,197.35023348238866,85.6655,2.2032450069980385,80.0,55.0,0.0,0.0,10,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.07138888888888889,0.9,25.0,6,10,488,1.31,303.15,353.15,830000.0000000001,5200000,5200000,830000.0000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,-94.84863701578192,1.2513629842180773,96.1,153.45,0.0,3.8,3.8,0.0,0.0,2.2032450069980385,0.0,153.45,0.0,115.976,30.310500000000005,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,1.0,-0.0,1.0,-30.310500000000005,30.310500000000005,0.0,232.68099999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2513629842180773,3.1149999999999998,3.3091720814634145,1063.658536585366,0.6547504819277106,3.7987804878048776,0.15714011566265054,-0.685,0.685,0.0,31.5100000000022,1.0,1.0,-0.0,3.3091720814634145,0.0,0.0,2.2032450069980385,0.0,15.433574002811696,9.7859375,0.6436288679546543,6.298511875,5.187857142857142,0.5996931846344487,3.1111225714285715
47,70.037,122.43,197.35023348238866,88.23649999999999,2.100091833667525,80.0,55.0,0.0,0.0,10,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.07138888888888889,0.9,25.0,6,10,488,1.31,303.15,353.15,830000.0000000001,5200000,5200000,830000.0000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,63.601,10.322,29.205999999999996,6.553499999999998,1.6,31.8005,31.8005,1.0,63.601,10.322,29.205999999999996,6.553499999999998,1.6,31.8005,31.8005,-19.6336700143472,1.0103299856527976,20.644,63.601,0.0,3.2,3.2,0.0,0.0,2.100091833667525,0.0,63.601,0.0,88.23649999999999,0.0,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,29.8245,0.0,29.8245,202.85649999999998,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0103299856527976,2.5149999999999997,2.671771359512195,858.780487804878,0.5286348192771082,3.0670731707317067,0.12687235662650598,-0.685,0.685,0.0,32.1950000000022,1.0,1.0,-0.0,2.671771359512195,0.0,0.0,2.100091833667525,0.0,15.181100676906222,9.7859375,0.6436288679546543,6.298511875,5.187857142857142,0.5996931846344487,3.1111225714285715
48,70.037,113.79,197.35023348238866,88.9615,1.7857757129989875,80.0,55.0,0.0,0.0,10,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.07138888888888889,0.9,25.0,6,10,488,1.31,303.15,353.15,830000.0000000001,5200000,5200000,830000.0000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,63.601,10.322,29.205999999999996,6.553499999999998,1.6,31.8005,31.8005,1.0,63.601,10.322,29.205999999999996,6.553499999999998,1.6,31.8005,31.8005,-19.6336700143472,1.0103299856527976,20.644,63.601,0.0,3.2,3.2,0.0,0.0,1.7857757129989875,0.0,63.601,0.0,88.9615,0.0,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,1.0,-0.0,1.0,30.54950000000001,0.0,30.54950000000001,172.30699999999996,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0103299856527976,2.5149999999999997,2.671771359512195,858.780487804878,0.5286348192771082,3.0670731707317067,0.12687235662650598,-0.685,0.685,0.0,32.880000000002205,1.0,1.0,-0.0,2.671771359512195,0.0,0.0,1.7857757129989875,0.0,15.256425547272638,9.7859375,0.6436288679546543,6.298511875,5.187857142857142,0.5996931846344487,3.1111225714285715
49,70.037,112.77,189.13813527585262,86.45899999999999,1.3878085827297888,80.0,55.0,0.0,0.0,10,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.07138888888888889,0.9,25.0,6,10,488,1.31,303.15,353.15,830000.0000000001,5200000,5200000,830000.0000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,63.601,10.322,29.205999999999996,6.553499999999998,1.6,31.8005,31.8005,1.0,63.601,10.322,29.205999999999996,6.553499999999998,1.6,31.8005,31.8005,-19.6336700143472,1.0103299856527976,20.644,63.601,0.0,3.2,3.2,0.0,0.0,1.3878085827297888,0.0,63.601,0.0,86.45899999999999,0.0,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,28.046999999999997,0.0,28.046999999999997,144.25999999999996,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0103299856527976,2.5149999999999997,2.671771359512195,858.780487804878,0.5286348192771082,3.0670731707317067,0.12687235662650598,-0.685,0.685,0.0,33.56500000000221,1.0,1.0,-0.0,2.671771359512195,0.0,0.0,1.3878085827297888,0.0,15.725695199830685,9.7859375,0.6436288679546543,6.298511875,5.187857142857142,0.5996931846344487,3.1111225714285715
50,70.037,112.77,189.13813527585262,85.647,1.3088508373087646,80.0,55.0,0.0,0.0,10,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.07138888888888889,0.9,25.0,6,10,488,1.31,303.15,353.15,830000.0000000001,5200000,5200000,830000.0000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,63.601,10.322,29.205999999999996,6.553499999999998,1.6,31.8005,31.8005,1.0,63.601,10.322,29.205999999999996,6.553499999999998,1.6,31.8005,31.8005,-17.6336700143472,3.0103299856527976,20.644,63.601,0.0,3.2,3.2,0.0,0.0,1.3088508373087646,0.0,63.601,0.0,85.647,0.0,0.0,0.0,1.0,-0.0,-2.0,2.0,0.0,2.0,0.0,1.0,1.0,27.235000000000014,0.0,27.235000000000014,117.02499999999995,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0103299856527976,2.5149999999999997,2.671771359512195,858.780487804878,0.5286348192771082,3.0670731707317067,0.12687235662650598,-0.685,0.685,0.0,34.25,1.0,1.0,-0.0,2.671771359512195,0.0,0.0,1.3088508373087646,0.0,16.248863598363158,9.7859375,0.6436288679546543,6.298511875,5.187857142857142,0.5996931846344487,3.1111225714285715
51,70.037,112.77,189.13813527585262,85.82000000000001,1.1300471776285026,80.0,55.0,0.0,0.0,10,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.07138888888888889,0.9,25.0,6,10,488,1.31,303.15,353.15,830000.0000000001,5200000,5200000,830000.0000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,63.601,10.322,29.205999999999996,6.553499999999998,1.6,31.8005,31.8005,1.0,63.601,10.322,29.205999999999996,6.553499999999998,1.6,31.8005,31.8005,-19.6336700143472,1.0103299856527976,20.644,63.601,0.0,3.2,3.2,0.0,0.0,1.1300471776285026,0.0,63.601,0.0,85.82000000000001,0.0,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,2.0,1.0,-0.0,1.0,27.408000000000015,0.0,27.408000000000015,89.61699999999993,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0103299856527976,2.5149999999999997,2.671771359512195,858.780487804878,0.5286348192771082,3.0670731707317067,0.12687235662650598,-0.685,0.685,0.0,34.93500000000221,1.0,1.0,-0.0,2.671771359512195,0.0,0.0,1.1300471776285026,0.0,16.92289846409426,9.7859375,0.6436288679546543,6.298511875,5.187857142857142,0.5996931846344487,3.1111225714285715
52,70.037,112.77,189.13813527585262,85.521,1.150090300798961,80.0,55.0,0.0,0.0,10,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.07138888888888889,0.9,25.0,6,10,488,1.31,303.15,353.15,830000.0000000001,5200000,5200000,830000.0000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,63.601,10.322,29.205999999999996,6.553499999999998,1.6,31.8005,31.8005,1.0,63.601,10.322,29.205999999999996,6.553499999999998,1.6,31.8005,31.8005,-15.633670014347201,5.010329985652797,20.644,63.601,0.0,3.2,3.2,0.0,0.0,1.150090300798961,0.0,63.601,0.0,85.521,0.0,0.0,0.0,1.0,-0.0,-4.0,4.0,0.0,6.0,0.0,1.0,1.0,27.10900000000001,0.0,27.10900000000001,62.507999999999925,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0103299856527976,2.5149999999999997,2.671771359512195,858.780487804878,0.5286348192771082,3.0670731707317067,0.12687235662650598,-0.685,0.685,0.0,35.620000000002214,1.0,1.0,-0.0,2.671771359512195,0.0,0.0,1.150090300798961,0.0,17.54089674482486,9.7859375,0.6436288679546543,6.298511875,5.187857142857142,0.5996931846344487,3.1111225714285715
53,70.037,112.77,189.13813527585262,87.40400000000001,1.3036402338531188,80.0,55.0,0.0,0.0,10,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.07138888888888889,0.9,25.0,6,10,488,1.31,303.15,353.15,830000.0000000001,5200000,5200000,830000.0000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,63.601,10.322,29.205999999999996,6.553499999999998,1.6,31.8005,31.8005,1.0,63.601,10.322,29.205999999999996,6.553499999999998,1.6,31.8005,31.8005,-19.6336700143472,1.0103299856527976,20.644,63.601,0.0,3.2,3.2,0.0,0.0,1.3036402338531188,0.0,63.601,0.0,87.40400000000001,0.0,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,6.0,1.0,-0.0,1.0,28.99200000000002,0.0,28.99200000000002,33.515999999999906,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0103299856527976,2.5149999999999997,2.671771359512195,858.780487804878,0.5286348192771082,3.0670731707317067,0.12687235662650598,-0.685,0.685,0.0,36.30500000000222,1.0,1.0,-0.0,2.671771359512195,0.0,0.0,1.3036402338531188,0.0,17.97234398431029,9.7859375,0.6436288679546543,6.298511875,5.187857142857142,0.5996931846344487,3.1111225714285715
54,70.037,117.0,189.13813527585262,93.652,1.596030652917935,80.0,55.0,0.0,0.0,10,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.07138888888888889,0.9,25.0,6,10,488,1.31,303.15,353.15,830000.0000000001,5200000,5200000,830000.0000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,63.601,10.322,29.205999999999996,6.553499999999998,1.6,31.8005,31.8005,1.0,68.98282461260541,12.581852407754981,30.9300000000001,7.105075776527028,1.6179695643110288,34.491412306302706,34.491412306302706,-21.886303658820854,1.0175487489341293,22.903852407754982,66.2919123063027,0.0,3.2179695643110287,3.2179695643110287,0.0,0.0,1.596030652917935,0.0,66.2919123063027,0.0,93.652,0.0,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,33.515999999999906,0.0,33.515999999999906,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0175487489341293,2.5329695643110286,2.690861048287193,864.9164365940098,0.5324118917948216,3.088987273550035,0.12777885403075717,-0.685,0.685,0.0,36.99000000000222,1.0,1.0,-0.0,2.690861048287193,0.0,0.0,1.596030652917935,0.0,18.107451210917375,9.7859375,0.6436288679546543,6.298511875,5.187857142857142,0.5996931846344487,3.1111225714285715
55,70.037,128.42,189.13813527585262,99.317,1.7454510292793801,80.0,55.0,0.0,0.0,10,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.07138888888888889,0.9,25.0,6,10,488,1.31,303.15,353.15,830000.0000000001,5200000,5200000,830000.0000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,-94.84863701578192,1.2513629842180773,96.1,153.45,0.0,3.8,3.8,0.0,0.0,1.7454510292793801,0.0,153.45,0.0,115.976,16.659000000000006,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,6.0,1.0,-0.0,1.0,-16.659000000000006,16.659000000000006,0.0,16.659000000000006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2513629842180773,3.1149999999999998,3.3091720814634145,1063.658536585366,0.6547504819277106,3.7987804878048776,0.15714011566265054,-0.685,0.685,0.0,37.67500000000222,1.0,1.0,-0.0,3.3091720814634145,0.0,0.0,1.7454510292793801,0.0,18.704234368438424,9.7859375,0.6436288679546543,6.298511875,5.187857142857142,0.5996931846344487,3.1111225714285715
56,70.037,147.22,189.13813527585262,98.47749999999999,1.8220872162522679,80.0,55.0,0.0,0.0,10,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.07138888888888889,0.9,25.0,6,10,488,1.31,303.15,353.15,830000.0000000001,5200000,5200000,830000.0000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,-94.84863701578192,1.2513629842180773,96.1,153.45,0.0,3.8,3.8,0.0,0.0,1.8220872162522679,0.0,153.45,0.0,115.976,17.498500000000007,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,-17.498500000000007,17.498500000000007,0.0,34.15750000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2513629842180773,3.1149999999999998,3.3091720814634145,1063.658536585366,0.6547504819277106,3.7987804878048776,0.15714011566265054,-0.685,0.685,0.0,38.36000000000222,1.0,1.0,-0.0,3.3091720814634145,0.0,0.0,1.8220872162522679,0.0,19.19251311837496,9.7859375,0.6436288679546543,6.298511875,5.187857142857142,0.5996931846344487,3.1111225714285715
57,70.037,232.55,189.13813527585262,102.96199999999999,1.9921298714443232,80.0,55.0,0.0178291003443933,0.0178291003443933,10,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.07138888888888889,0.9,25.0,6,10,488,1.31,303.15,353.15,830000.0000000001,5200000,5200000,830000.0000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,-94.88391701578192,1.2513629842180773,96.13528,153.45,0.0,3.8,3.8,0.0,0.0,1.9921298714443232,0.0,153.45,0.0,115.976,13.145578760541632,0.13157876054162254,0.0,1.0,-0.0,0.0,0.0,0.0,6.0,1.0,-0.0,1.0,-13.145578760541632,13.145578760541632,0.0,47.303078760541645,1.0,0.0,0.03528,1.0,0.13157876054162254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2513629842180773,3.1149999999999998,3.3091720814634145,1063.658536585366,0.6547504819277106,3.7987804878048776,0.15714011566265054,-0.685,0.685,0.0,39.045000000002226,1.0,1.0,0.13157876054162254,3.3091720814634145,0.13157876054162254,0.0,1.9921298714443232,0.0,19.48467512787283,9.7859375,0.6436288679546543,6.298511875,5.187857142857142,0.5996931846344487,3.1111225714285715
58,70.037,239.71,189.13813527585262,106.52199999999999,1.971092550291168,80.0,55.0,0.2026774050491872,0.2026774050491872,10,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.07138888888888889,0.9,25.0,6,10,488,1.31,303.15,353.15,830000.0000000001,5200000,5200000,830000.0000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,-96.84863701578192,1.2513629842180773,98.1,153.45,0.0,3.8,3.8,0.0,0.0,1.971092550291168,0.0,153.45,0.0,115.976,10.949759249263009,1.4957592492630014,0.0,1.0,-0.0,2.0,0.0,2.0,4.0,1.0,0.0,0.0,-10.949759249263009,10.949759249263009,0.0,58.252838009804655,1.0,0.0,0.0,1.0,1.4957592492630014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2513629842180773,3.1149999999999998,3.3091720814634145,1063.658536585366,0.6547504819277106,3.7987804878048776,0.15714011566265054,-0.685,0.685,0.0,39.73000000000223,1.0,1.0,1.4957592492630014,3.3091720814634145,1.4957592492630014,0.0,1.971092550291168,0.0,19.78227300721667,9.7859375,0.6436288679546543,6.298511875,5.187857142857142,0.5996931846344487,3.1111225714285715
59,70.037,250.02,189.13813527585262,91.46849999999999,1.993608841595914,80.0,55.0,1.0,1.0,10,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.07138888888888889,0.9,25.0,6,10,488,1.31,303.15,353.15,830000.0000000001,5200000,5200000,830000.0000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,-98.85157701578191,1.2513629842180773,100.10293999999999,153.45,0.0,3.8,3.8,0.0,0.0,1.993608841595914,0.0,153.45,0.0,115.976,30.407500000000006,5.9,0.0,1.0,-0.0,4.0,0.0,4.0,0.0,1.0,-0.0,0.0,-30.407500000000006,30.407500000000006,0.0,88.66033800980466,1.0,0.0,0.00294,1.0,7.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2513629842180773,3.1149999999999998,3.3091720814634145,1063.658536585366,0.6547504819277106,3.7987804878048776,0.15714011566265054,-0.685,0.685,0.0,40.41500000000223,1.0,1.0,7.38,3.3091720814634145,5.9,0.0,1.993608841595914,1.4799999999999995,20.0414628684988,9.7859375,0.6436288679546543,6.298511875,5.187857142857142,0.5996931846344487,3.1111225714285715
60,70.037,235.66,189.13813527585262,87.4045,1.99503408447669,80.0,55.0,0.4156582901826319,0.4156582901826319,10,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.07138888888888889,0.9,25.0,6,10,488,1.31,303.15,353.15,830000.0000000001,5200000,5200000,830000.0000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,-94.97701701578191,1.2513629842180773,96.22837999999999,153.45,0.0,3.8,3.8,0.0,0.0,1.99503408447669,0.0,153.45,0.0,115.976,33.04002618154782,4.468526181547823,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,-33.04002618154782,33.04002618154782,0.0,121.70036419135249,1.0,0.0,0.12838,1.0,3.0675581815478234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2513629842180773,3.1149999999999998,3.3091720814634145,1063.658536585366,0.6547504819277106,3.7987804878048776,0.15714011566265054,-0.685,0.685,0.0,41.1,1.0,1.0,3.0675581815478234,3.3091720814634145,4.468526181547823,0.0,1.99503408447669,0.0,20.285386748307687,9.7859375,0.6436288679546543,6.298511875,5.187857142857142,0.5996931846344487,3.1111225714285715
