t,gas_price,power_price,hydrogen_price,heat_demand,local_heat_demand,solar_thermal_heat_profile,normalized_solar_thermal_heat_profile,heatpump_s1.delta_T_min,heatpump_s1.R,heatpump_s1.k,heatpump_s1.T_q,heatpump_s1.T_k,heatpump_s1.p1,heatpump_s1.p2,heatpump_s1.p3,heatpump_s1.p4,heatpump_s1.T1,heatpump_s1.T2,heatpump_s1.T3,heatpump_s1.T4,heatpump_s1.h1,heatpump_s1.h2,heatpump_s1.h3,heatpump_s1.h4,heatpump_s1.max_volume_flow_compressor,heatpump_s1.electrical_efficiency_compressor,heatpump_s1.n,heatpump_s1.z,heatpump_s2.delta_T_min,heatpump_s2.R,heatpump_s2.k,heatpump_s2.T_q,heatpump_s2.T_k,heatpump_s2.p1,heatpump_s2.p2,heatpump_s2.p3,heatpump_s2.p4,heatpump_s2.T1,heatpump_s2.T2,heatpump_s2.T3,heatpump_s2.T4,heatpump_s2.h1,heatpump_s2.h2,heatpump_s2.h3,heatpump_s2.h4,heatpump_s2.max_volume_flow_compressor,heatpump_s2.electrical_efficiency_compressor,heatpump_s2.n,heatpump_s2.z,chp_1.bin,chp_1.gas,chp_1.power,chp_1.heat,chp_1.co2,chp_1.waste_heat,chp_1.natural_gas,chp_1.hydrogen,chp_2.bin,chp_2.gas,chp_2.power,chp_2.heat,chp_2.co2,chp_2.waste_heat,chp_2.natural_gas,chp_2.hydrogen,electrical_grid.power_balance,electrical_grid.power_supply,electrical_grid.power_feedin,hydrogen_grid.hydrogen_supply,waste_heat_grid.heat_balance,waste_heat_grid.heat_supply,waste_heat_grid.heat_feedin,local_heat_grid.heat_balance,local_heat_grid.heat_feedin,local_heat_grid.district_heat_feedin,ngas_grid.ngas_supply,heat_grid.heat_balance,heat_grid.heat_feedin,heat_grid.heat_supply,heat_grid.excess_heat_feedin,heat_grid.heat_grid_to_local,battery_storage.power_balance,battery_storage.power_charging,battery_storage.power_discharging,battery_storage.power_content,battery_storage.bin_discharge,battery_storage.bin_charge,battery_storage.bin_switch,heat_storage.heat_balance,heat_storage.heat_charging,heat_storage.heat_discharging,heat_storage.heat_content,heat_storage.bin_charge,heat_storage.bin_discharge,pv.power,solar_thermal.bin,solar_thermal.heat,heatpump_s1.power,heatpump_s1.heat_input,heatpump_s1.heat,heatpump_s1.capacity_compressor,heatpump_s1.volume_flow,heatpump_s1.massflow_refigerant,heatpump_s1.swept_volume,heatpump_s2.power,heatpump_s2.heat_input,heatpump_s2.heat,heatpump_s2.capacity_compressor,heatpump_s2.volume_flow,heatpump_s2.massflow_refigerant,heatpump_s2.swept_volume,local_heat_storage.heat_balance,local_heat_storage.heat_charging,local_heat_storage.heat_discharging,local_heat_storage.excess_heat_discharging,local_heat_storage.heat_content,local_heat_storage.bin_charge,local_heat_storage.bin_discharge,geo_heat_storage.heat_balance,geo_heat_storage.heat_charging,geo_heat_storage.heat_discharging,geo_heat_storage.heat_content,geo_heat_storage.bin_charge,geo_heat_storage.bin_discharge,heatpump_s1.ideal_cop,heatpump_s1.d,heatpump_s1.real_cop,heatpump_s2.ideal_cop,heatpump_s2.d,heatpump_s2.real_cop
40,70.037,166.53,197.35023348238866,79.5425,2.2455204197171375,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,-123.66292109038737,1.1850789096126255,124.848,156.328,0.0,3.8,3.8,0.0,2.2455204197171375,0.0,156.328,0.0,164.0,84.4575,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,-84.4575,84.4575,0.0,199.2900552867435,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1850789096126255,2.95,3.1338868829268294,1007.3170731707318,0.062006867469879504,3.597560975609756,0.014881648192771081,-0.8883664632096919,3.1338868829268294,2.2455204197171375,0.0,3.1656037834399364,1.0,1.0,-0.85,0.85,0.0,0.85,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
41,70.037,183.38,197.35023348238866,84.44800000000001,2.2611530869870435,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,-123.66292109038737,1.1850789096126255,124.848,156.328,0.0,3.8,3.8,0.0,2.2611530869870435,0.0,156.328,0.0,164.0,79.56156176580986,0.009561765809858791,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,-79.56156176580986,79.56156176580986,0.0,278.85161705255337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1850789096126255,2.95,3.1338868829268294,1007.3170731707318,0.062006867469879504,3.597560975609756,0.014881648192771081,-0.863172030129927,3.1338868829268294,2.2611530869870435,0.009561765809858791,4.0287758135698635,1.0,1.0,-0.85,0.85,0.0,1.7,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
42,70.037,199.29,197.35023348238866,85.77499999999999,2.3176453442320604,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,-123.66292109038737,1.1850789096126255,124.848,156.328,0.0,3.8,3.8,0.0,2.3176453442320604,0.0,156.328,0.0,164.0,78.22500000000001,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,-78.22500000000001,78.22500000000001,0.0,357.0766170525534,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1850789096126255,2.95,3.1338868829268294,1007.3170731707318,0.062006867469879504,3.597560975609756,0.014881648192771081,-0.8162415386947695,3.1338868829268294,2.3176453442320604,0.0,4.845017352264633,1.0,1.0,-0.85,0.85,0.0,2.55,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
43,70.037,199.29,197.35023348238866,99.0625,2.3084270656065384,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,-125.66292109038739,1.1850789096126255,126.84800000000001,156.328,0.0,3.8,3.8,0.0,2.3084270656065384,0.0,156.328,0.0,164.0,64.9375,0.0,0.0,2.0,0.0,2.0,4.0,1.0,0.0,0.0,-64.9375,64.9375,0.0,422.0141170525534,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1850789096126255,2.95,3.1338868829268294,1007.3170731707318,0.062006867469879504,3.597560975609756,0.014881648192771081,-0.825459817320291,3.1338868829268294,2.3084270656065384,0.0,5.670477169584924,1.0,1.0,-0.85,0.85,0.0,3.4,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
44,70.037,199.29,197.35023348238866,92.3195,2.4727344197920864,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,-127.66292109038739,1.1850789096126255,128.848,156.328,0.0,3.8,3.8,0.0,2.4727344197920864,0.0,156.328,0.0,164.0,71.6805,0.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,-71.6805,71.6805,0.0,493.6946170525534,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1850789096126255,2.95,3.1338868829268294,1007.3170731707318,0.062006867469879504,3.597560975609756,0.014881648192771081,-0.6611524631347425,3.1338868829268294,2.4727344197920864,0.0,6.331629632719666,1.0,1.0,-0.85,0.85,0.0,4.25,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
45,70.037,135.45,197.35023348238866,93.0215,2.549531731529508,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,-122.88301150435417,1.9649884956458203,124.848,156.328,0.0,5.088886584289496,5.088886584289496,0.0,2.549531731529508,0.0,156.328,0.0,164.0,70.9785,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-70.9785,70.9785,0.0,564.6731170525534,1.0,0.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,1.7028525733157232,4.238886584289497,4.503115615159107,1447.4246873183647,0.08909833174640307,5.169373883279874,0.021383599619136735,-1.9535838836295998,4.503115615159107,2.549531731529508,0.0,8.285213516349266,1.0,1.0,0.0,0.85,0.85,4.25,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
46,70.037,127.22,197.35023348238866,85.6655,2.2032450069980385,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,-122.88301150435417,1.9649884956458203,124.848,156.328,0.0,5.088886584289496,5.088886584289496,0.0,2.2032450069980385,0.0,156.328,0.0,164.0,78.33449999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-78.33449999999999,78.33449999999999,0.0,643.0076170525533,1.0,0.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,1.7028525733157232,4.238886584289497,4.503115615159107,1447.4246873183647,0.08909833174640307,5.169373883279874,0.021383599619136735,-2.2998706081610685,4.503115615159107,2.2032450069980385,0.0,10.585084124510335,1.0,1.0,0.0,0.85,0.85,4.25,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
47,70.037,122.43,197.35023348238866,88.23649999999999,2.100091833667525,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43844617139904846,0.43844617139904846,0.0,0.0,0.0,1.2888865842894968,1.2888865842894968,0.0,0.0,2.100091833667525,0.0,0.0,90.33659183366751,0.0,0.0,2.100091833667525,0.0,0.0,0.0,0.0,1.0,0.0,0.0,90.33659183366751,0.0,90.33659183366751,552.6710252188858,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.17631024906895137,0.4388865842894968,0.4662443761347167,149.86371170860866,0.00922507873435489,0.5352275418164595,0.0022140188962451735,-0.4662443761347159,0.4662443761347167,0.0,0.0,11.05132850064505,1.0,1.0,0.0,0.85,0.85,4.25,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
48,70.037,113.79,197.35023348238866,88.9615,1.7857757129989875,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4384461713990486,0.4384461713990486,0.0,0.0,0.0,1.2888865842894968,1.2888865842894968,0.0,1.7857757129989875,0.0,0.0,0.0,88.9615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88.9615,0.0,88.9615,463.7095252188858,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.1763102490689515,0.4388865842894971,0.4662443761347171,149.8637117086088,0.0092250787343549,0.5352275418164599,0.0022140188962451756,1.3195313368642712,0.4662443761347171,1.7857757129989875,0.0,9.73179716378078,1.0,1.0,0.0,0.85,0.85,4.25,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
49,70.037,112.77,189.13813527585262,86.45899999999999,1.3878085827297888,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7799095860331948,0.7799095860331948,0.0,0.0,0.0,1.2888865842894968,1.2888865842894968,0.0,1.3878085827297888,0.0,0.0,0.0,86.45899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86.45899999999999,0.0,86.45899999999999,377.2505252188858,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.5177736637030977,1.2888865842894968,1.3692287322322778,440.1076141476331,0.027091464276523564,1.5718129076701182,0.006501951426365655,0.01857985049751143,1.3692287322322778,1.3878085827297888,0.0,9.713217313283268,1.0,1.0,0.85,0.0,0.85,3.4,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
50,70.037,112.77,189.13813527585262,85.647,1.3088508373087646,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7799095860331948,0.7799095860331948,0.0,0.0,0.0,1.2888865842894968,1.2888865842894968,0.0,1.3088508373087646,0.0,0.0,0.0,85.647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85.647,0.0,85.647,291.6035252188858,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.5177736637030977,1.2888865842894968,1.3692287322322778,440.1076141476331,0.027091464276523564,1.5718129076701182,0.006501951426365655,-0.060377894923513864,1.3692287322322778,1.3088508373087646,0.0,9.773595208206782,1.0,1.0,0.85,0.0,0.85,2.55,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
51,70.037,112.77,189.13813527585262,85.82000000000001,1.1300471776285026,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7799095860331948,0.7799095860331948,0.0,0.0,0.0,1.2888865842894968,1.2888865842894968,0.0,1.1300471776285026,0.0,0.0,0.0,85.82000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85.82000000000001,0.0,85.82000000000001,205.7835252188858,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.5177736637030977,1.2888865842894968,1.3692287322322778,440.1076141476331,0.027091464276523564,1.5718129076701182,0.006501951426365655,-0.23918155460377477,1.3692287322322778,1.1300471776285026,0.0,10.012776762810557,1.0,1.0,0.85,0.0,0.85,1.7,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
52,70.037,112.77,189.13813527585262,85.521,1.150090300798961,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.779909586033195,4.779909586033195,0.0,0.0,0.0,1.2888865842894968,1.2888865842894968,0.0,1.150090300798961,0.0,0.0,0.0,85.521,0.0,0.0,0.0,-4.0,4.0,0.0,4.0,0.0,1.0,1.0,85.521,0.0,85.521,120.26252521888581,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.5177736637030977,1.2888865842894968,1.3692287322322778,440.1076141476331,0.027091464276523564,1.5718129076701182,0.006501951426365655,-0.21913843143331668,1.3692287322322778,1.150090300798961,0.0,10.231915194243873,1.0,1.0,0.85,0.0,0.85,0.85,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
53,70.037,112.77,189.13813527585262,87.40400000000001,1.3036402338531188,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.779909586033195,2.779909586033195,0.0,0.0,0.0,1.2888865842894968,1.2888865842894968,0.0,1.3036402338531188,0.0,0.0,0.0,87.40400000000001,0.0,0.0,0.0,-2.0,2.0,0.0,6.0,0.0,1.0,0.0,87.40400000000001,0.0,87.40400000000001,32.8585252188858,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.5177736637030977,1.2888865842894968,1.3692287322322778,440.1076141476331,0.027091464276523564,1.5718129076701182,0.006501951426365655,-0.06558849837915837,1.3692287322322778,1.3036402338531188,0.0,10.297503692623032,1.0,1.0,0.85,0.0,0.85,0.0,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
54,70.037,117.0,189.13813527585262,93.652,1.596030652917935,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,-61.22228266647757,1.2017173335224343,62.424,78.164,0.0,3.1888865842894965,3.1888865842894965,0.0,1.596030652917935,0.0,78.164,0.0,89.4560084063,0.0,4.195991593705809,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,7.456008406294188,0.0,7.4560084063000005,25.402516812591614,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.9395814111923372,2.3388865842894964,2.4846799956469114,798.6441995134866,0.04916170524037897,2.8523007125481663,0.011798809257690952,3.3073422509768324,2.4846799956469114,1.596030652917935,4.195991593705809,6.990161441646199,1.0,1.0,0.0,0.85,0.85,0.0,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
55,70.037,128.42,189.13813527585262,99.317,1.7454510292793801,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,-61.22228266647757,1.2017173335224343,62.424,78.164,0.0,3.1888865842894965,3.1888865842894965,0.0,1.7454510292793801,0.0,78.164,0.0,95.12100840629438,0.0,4.195991593705614,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,13.12100840629438,0.0,13.12100840629438,12.281508406297235,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.9395814111923372,2.3388865842894964,2.4846799956469114,798.6441995134866,0.04916170524037897,2.8523007125481663,0.011798809257690952,3.4567626273380827,2.4846799956469114,1.7454510292793801,4.195991593705614,3.5333988143081165,1.0,1.0,0.0,0.85,0.85,0.0,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
56,70.037,147.22,189.13813527585262,98.47749999999999,1.8220872162522679,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,-61.22228266647757,1.2017173335224343,62.424,78.164,0.0,3.1888865842894965,3.1888865842894965,0.0,1.8220872162522679,0.0,78.164,0.0,94.28150840629995,0.0,4.195991593702761,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,12.281508406297235,0.0,12.281508406299949,0.0,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.9395814111923372,2.3388865842894964,2.4846799956469114,798.6441995134866,0.04916170524037897,2.8523007125481663,0.011798809257690952,3.5333988143081165,2.4846799956469114,1.8220872162522679,4.195991593702761,0.0,1.0,1.0,0.0,0.85,0.85,0.0,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
57,70.037,232.55,189.13813527585262,102.96199999999999,1.9921298714443232,0.0178291003443933,0.0178291003443933,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,-123.69820109038737,1.1850789096126255,124.88328,156.328,0.0,3.8,3.8,0.0,1.9921298714443232,0.0,156.328,0.0,164.0,61.03800000000001,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,-61.03800000000001,61.03800000000001,0.0,61.03800000000001,1.0,0.0,0.03528,1.0,0.13157876054162254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1850789096126255,2.95,3.133886882926829,1007.3170731707318,0.0620068674698795,3.5975609756097557,0.01488164819277108,-1.273335772024129,3.2654656434684517,1.9921298714443232,0.0,1.273335772024129,1.0,1.0,-0.85,0.85,0.0,0.85,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
