t  , gas_price, power_price, heat_demand       , local_heat_demand , solar_thermal_heat_profile, normalized_solar_thermal_heat_profile, heatpump_s1.delta_T_min, heatpump_s1.R, heatpump_s1.k, heatpump_s1.T_q, heatpump_s1.T_k, heatpump_s1.p1, heatpump_s1.p2, heatpump_s1.p3, heatpump_s1.p4, heatpump_s1.T1, heatpump_s1.T2, heatpump_s1.T3, heatpump_s1.T4, heatpump_s1.h1, heatpump_s1.h2, heatpump_s1.h3, heatpump_s1.h4, heatpump_s1.max_volume_flow_compressor, heatpump_s1.electrical_efficiency_compressor, heatpump_s1.n, heatpump_s1.z, heatpump_s2.delta_T_min, heatpump_s2.R, heatpump_s2.k, heatpump_s2.T_q, heatpump_s2.T_k, heatpump_s2.p1   , heatpump_s2.p2, heatpump_s2.p3, heatpump_s2.p4   , heatpump_s2.T1, heatpump_s2.T2, heatpump_s2.T3, heatpump_s2.T4, heatpump_s2.h1, heatpump_s2.h2, heatpump_s2.h3, heatpump_s2.h4, heatpump_s2.max_volume_flow_compressor, heatpump_s2.electrical_efficiency_compressor, heatpump_s2.n, heatpump_s2.z, chp_1.bin, chp_1.gas         , chp_1.power      , chp_1.heat       , chp_1.co2        , chp_1.waste_heat , chp_1.natural_gas , chp_1.hydrogen, chp_2.bin, chp_2.gas, chp_2.power, chp_2.heat, chp_2.co2, chp_2.waste_heat, chp_2.natural_gas, chp_2.hydrogen, electrical_grid.power_balance, electrical_grid.power_supply, electrical_grid.power_feedin, hydrogen_grid.hydrogen_supply, waste_heat_grid.heat_balance, waste_heat_grid.heat_supply, waste_heat_grid.heat_feedin, local_heat_grid.heat_balance, local_heat_grid.heat_feedin, local_heat_grid.district_heat_feedin, ngas_grid.ngas_supply, heat_grid.heat_balance, heat_grid.heat_feedin, heat_grid.heat_supply, heat_grid.excess_heat_feedin, heat_grid.heat_grid_to_local, battery_storage.power_balance, battery_storage.power_charging, battery_storage.power_discharging, battery_storage.power_content, battery_storage.bin_discharge, battery_storage.bin_charge, battery_storage.bin_switch, heat_storage.heat_balance, heat_storage.heat_charging, heat_storage.heat_discharging, heat_storage.heat_content, heat_storage.bin_charge, heat_storage.bin_discharge, pv.power            , solar_thermal.bin, solar_thermal.heat   , heatpump_s1.power  , heatpump_s1.heat_input, heatpump_s1.heat  , heatpump_s1.capacity_compressor, heatpump_s1.volume_flow, heatpump_s1.massflow_refigerant, heatpump_s1.swept_volume, heatpump_s2.power , heatpump_s2.heat_input, heatpump_s2.heat  , heatpump_s2.capacity_compressor, heatpump_s2.volume_flow, heatpump_s2.massflow_refigerant, heatpump_s2.swept_volume, local_heat_storage.heat_balance, local_heat_storage.heat_charging, local_heat_storage.heat_discharging, local_heat_storage.excess_heat_discharging, local_heat_storage.heat_content, local_heat_storage.bin_charge, local_heat_storage.bin_discharge, geo_heat_storage.heat_balance, geo_heat_storage.heat_charging, geo_heat_storage.heat_discharging, geo_heat_storage.heat_content, geo_heat_storage.bin_charge, geo_heat_storage.bin_discharge, heatpump_s1.ideal_cop, heatpump_s1.d     , heatpump_s1.real_cop, heatpump_s2.ideal_cop, heatpump_s2.d     , heatpump_s2.real_cop
100,    70.037,      131.54, 101.98949999999999, 1.3763559845880402,         0.0               ,                    0.0               ,                      10,           488,          1.31,          273.15,          308.15,        3000000,       17000000,       17000000,        3000000,         263.15,         398.15,         318.15,         263.15,           1450,           1720,            420,            420,                    0.15666666666666668,                                         0.85,          25.0,             6,                      10,           488,          1.31,          303.15,          353.15, 8300000.000000001,       52000000,       52000000, 8300000.000000001,         293.15,         443.15,         363.15,         293.15,           1480,           1760,            660,            660,                    0.15666666666666668,                                         0.85,          25.0,             6,       0.0,   0.0             ,  0.0             ,  0.0             ,  0.0             , 0.0              ,   0.0             ,            0.0,       0.0,     0.0  ,       0.0  ,        0.0,     0.0  ,              0.0,             0.0  ,            0.0, 4.0                          ,           4.0               ,             0.0             ,                           0.0,                          0.0,          0.0               ,          0.0               ,                          0.0,          0.0               ,                   1.3763559845880402,      0.0             ,                    0.0,    103.36585598458804,     0.0              ,          0.0                ,           1.3763559845880402, -4.0                         ,                            4.0,                               0.0,                           6.0,                           0.0,                        1.0,                        0.0, 103.36585598458804       ,          0.0              ,           103.36585598458804 ,     1249.2328607993586   ,                     0.0,                        1.0, 0.0                 ,               0.0, 0.0                  , 0.0                ,     0.0               , 0.0               ,                0.0             ,    0.0                 ,              0.0               ,     0.0                 , 0.0               ,     0.0               , 0.0               ,                0.0             ,    0.0                 ,              0.0               ,    0.0                  , 0.0                            ,             0.0                 ,                  0.0               ,                        0.0                ,            57.019049408801195  ,                           1.0,                              1.0, 0.0                          ,             0.0               ,               0.0                ,           15.3               ,                         1.0,                            1.0,     5.784545454545454, 0.6093386138613862,    3.524746909090909,     5.187857142857142, 0.5996931846344487,   3.1111225714285715
101,    70.037,      131.54,  99.509           , 1.5187133331487743,         0.0               ,                    0.0               ,                      10,           488,          1.31,          273.15,          308.15,        3000000,       17000000,       17000000,        3000000,         263.15,         398.15,         318.15,         263.15,           1450,           1720,            420,            420,                    0.15666666666666668,                                         0.85,          25.0,             6,                      10,           488,          1.31,          303.15,          353.15, 8300000.000000001,       52000000,       52000000, 8300000.000000001,         293.15,         443.15,         363.15,         293.15,           1480,           1760,            660,            660,                    0.15666666666666668,                                         0.85,          25.0,             6,       0.0,   0.0             ,  0.0             ,  0.0             ,  0.0             , 0.0              ,   0.0             ,            0.0,       0.0,     0.0  ,       0.0  ,        0.0,     0.0  ,              0.0,             0.0  ,            0.0, 0.0                          ,           0.0               ,             0.0             ,                           0.0,                          0.0,          0.0               ,          0.0               ,                          0.0,          1.5187133331487743,                   0.0               ,      0.0             ,                    0.0,     99.50899999999999,     0.0              ,          0.0                ,           0.0               , 0.0                          ,                            0.0,                               0.0,                           6.0,                           1.0,                        0.0,                        1.0, 99.50899999999999        ,          0.0              ,            99.50899999999999 ,     1149.7238607993586   ,                     0.0,                        1.0, 0.0                 ,               0.0, 0.0                  , 0.0                ,     0.0               , 0.0               ,                0.0             ,    0.0                 ,              0.0               ,     0.0                 , 0.0               ,     0.0               , 0.0               ,                0.0             ,    0.0                 ,              0.0               ,    0.0                  , 1.5187133331487743             ,             0.0                 ,                  1.5187133331487743,                        0.0                ,            55.50033607565242   ,                           1.0,                              1.0, 0.0                          ,             0.0               ,               0.0                ,           15.3               ,                         1.0,                            1.0,     5.784545454545454, 0.6093386138613862,    3.524746909090909,     5.187857142857142, 0.5996931846344487,   3.1111225714285715
102,    70.037,      131.54, 101.547           , 1.8574690593208514,         0.0               ,                    0.0               ,                      10,           488,          1.31,          273.15,          308.15,        3000000,       17000000,       17000000,        3000000,         263.15,         398.15,         318.15,         263.15,           1450,           1720,            420,            420,                    0.15666666666666668,                                         0.85,          25.0,             6,                      10,           488,          1.31,          303.15,          353.15, 8300000.000000001,       52000000,       52000000, 8300000.000000001,         293.15,         443.15,         363.15,         293.15,           1480,           1760,            660,            660,                    0.15666666666666668,                                         0.85,          25.0,             6,       0.0,   0.0             ,  0.0             ,  0.0             ,  0.0             , 0.0              ,   0.0             ,            0.0,       0.0,     0.0  ,       0.0  ,        0.0,     0.0  ,              0.0,             0.0  ,            0.0, 0.0                          ,           0.0               ,             0.0             ,                           0.0,                          0.0,          0.0               ,          0.0               ,                          0.0,          1.8574690593208514,                   0.0               ,      0.0             ,                    0.0,    101.547           ,     0.0              ,          0.0                ,           0.0               , 0.0                          ,                            0.0,                               0.0,                           6.0,                           1.0,                        0.0,                        0.0, 101.547                  ,          0.0              ,           101.547            ,     1048.1768607993586   ,                     0.0,                        1.0, 0.0                 ,               0.0, 0.0                  , 0.0                ,     0.0               , 0.0               ,                0.0             ,    0.0                 ,              0.0               ,     0.0                 , 0.0               ,     0.0               , 0.0               ,                0.0             ,    0.0                 ,              0.0               ,    0.0                  , 1.8574690593208487             ,             0.0                 ,                  1.8574690593208514,                        0.0                ,            53.64286701633157   ,                           1.0,                              1.0, 0.0                          ,             0.0               ,               0.0                ,           15.3               ,                         1.0,                            1.0,     5.784545454545454, 0.6093386138613862,    3.524746909090909,     5.187857142857142, 0.5996931846344487,   3.1111225714285715
103,    70.037,      131.54, 108.571           , 2.00843489826962  ,         0.0               ,                    0.0               ,                      10,           488,          1.31,          273.15,          308.15,        3000000,       17000000,       17000000,        3000000,         263.15,         398.15,         318.15,         263.15,           1450,           1720,            420,            420,                    0.15666666666666668,                                         0.85,          25.0,             6,                      10,           488,          1.31,          303.15,          353.15, 8300000.000000001,       52000000,       52000000, 8300000.000000001,         293.15,         443.15,         363.15,         293.15,           1480,           1760,            660,            660,                    0.15666666666666668,                                         0.85,          25.0,             6,       0.0,   0.0             ,  0.0             ,  0.0             ,  0.0             , 0.0              ,   0.0             ,            0.0,       0.0,     0.0  ,       0.0  ,        0.0,     0.0  ,              0.0,             0.0  ,            0.0, 0.0                          ,           0.0               ,             0.0             ,                           0.0,                          0.0,          0.0               ,          0.0               ,                          0.0,          2.00843489826962  ,                   0.0               ,      0.0             ,                    0.0,    108.571           ,     0.0              ,          0.0                ,           0.0               , 0.0                          ,                            0.0,                               0.0,                           6.0,                           1.0,                        0.0,                        0.0, 108.571                  ,          0.0              ,           108.571            ,      939.6058607993585   ,                     0.0,                        1.0, 0.0                 ,               0.0, 0.0                  , 0.0                ,     0.0               , 0.0               ,                0.0             ,    0.0                 ,              0.0               ,     0.0                 , 0.0               ,     0.0               , 0.0               ,                0.0             ,    0.0                 ,              0.0               ,    0.0                  , 2.00843489826962               ,             0.0                 ,                  2.00843489826962  ,                        0.0                ,            51.63443211806195   ,                           1.0,                              1.0, 0.0                          ,             0.0               ,               0.0                ,           15.3               ,                         1.0,                            1.0,     5.784545454545454, 0.6093386138613862,    3.524746909090909,     5.187857142857142, 0.5996931846344487,   3.1111225714285715
104,    70.037,      161.76, 103.4805          , 2.1267128682677874,         0.0               ,                    0.0               ,                      10,           488,          1.31,          273.15,          308.15,        3000000,       17000000,       17000000,        3000000,         263.15,         398.15,         318.15,         263.15,           1450,           1720,            420,            420,                    0.15666666666666668,                                         0.85,          25.0,             6,                      10,           488,          1.31,          303.15,          353.15, 8300000.000000001,       52000000,       52000000, 8300000.000000001,         293.15,         443.15,         363.15,         293.15,           1480,           1760,            660,            660,                    0.15666666666666668,                                         0.85,          25.0,             6,       1.0, 156.328           , 62.424           , 82.0             , 31.524           , 1.9              , 156.328           ,            0.0,       1.0,   156.328,      62.424,       82.0,    31.524,              1.9,           156.328,            0.0, -123.32145767575322          ,           1.5265423242467717,           124.848           ,                           0.0,                          0.0,          3.8               ,          3.8               ,                          0.0,          0.0               ,                   2.1267128682677874,    312.656           ,                    0.0,    164.0             ,    58.392787131732206,          0.0                ,           2.1267128682677874, 0.0                          ,                            0.0,                               0.0,                           6.0,                           1.0,                        0.0,                        0.0, -58.392787131732206      ,         58.392787131732206,             0.0              ,      997.9986479310908   ,                     1.0,                        0.0, 0.0                 ,               0.0, 0.0                  , 0.0                ,     0.0               , 0.0               ,                0.0             ,    0.0                 ,              0.0               ,     0.0                 , 1.5265423242467717,     3.8               , 4.03687123902439  ,             1297.560975609756  ,    0.07987325301204817 ,              4.634146341463414 ,    0.01916958072289156  , -4.036871239024393             ,             4.03687123902439    ,                  0.0               ,                        0.0                ,            55.671303357086344  ,                           1.0,                              1.0, 0.0                          ,             0.0               ,               0.0                ,           15.3               ,                         1.0,                            1.0,     5.784545454545454, 0.6093386138613862,    3.524746909090909,     5.187857142857142, 0.5996931846344487,   3.1111225714285715
105,    70.037,      218.98, 107.88850000000001, 2.3811188586921888,         0.013681627870972 ,                    0.013681627870972 ,                      10,           488,          1.31,          273.15,          308.15,        3000000,       17000000,       17000000,        3000000,         263.15,         398.15,         318.15,         263.15,           1450,           1720,            420,            420,                    0.15666666666666668,                                         0.85,          25.0,             6,                      10,           488,          1.31,          303.15,          353.15, 8300000.000000001,       52000000,       52000000, 8300000.000000001,         293.15,         443.15,         363.15,         293.15,           1480,           1760,            660,            660,                    0.15666666666666668,                                         0.85,          25.0,             6,       1.0, 156.328           , 62.424           , 82.0             , 31.524           , 1.9              , 156.328           ,            0.0,       1.0,   156.328,      62.424,       82.0,    31.524,              1.9,           156.328,            0.0, -127.5022324246772           ,           1.3457675753228122,           128.848           ,                           0.0,                          0.0,          3.8               ,          3.8               ,                          0.0,          2.3811188586921888,                   0.0               ,    312.656           ,                    0.0,    164.0             ,    56.11149999999999 ,          0.0                ,           0.0               , 4.0                          ,                            0.0,                               4.0,                           2.0,                           1.0,                        0.0,                        0.0, -56.11149999999999       ,         56.11149999999999 ,             0.0              ,     1054.1101479310908   ,                     1.0,                        0.0, 0.0                 ,               1.0, 0.10097041368777336  , 0.0                ,     0.0               , 0.0               ,                0.0             ,    0.0                 ,              0.0               ,     0.0                 , 1.3457675753228122,     3.35              , 3.5588206975609764,             1143.9024390243903 ,    0.07041457831325301 ,              4.085365853658537 ,    0.016899498795180722 , -1.2786722525565608            ,             3.6597911112487496  ,                  2.3811188586921888,                        0.0                ,            56.949975609642905  ,                           1.0,                              1.0, -0.45                        ,             0.45              ,               0.0                ,           15.75              ,                         1.0,                            1.0,     5.784545454545454, 0.6093386138613862,    3.524746909090909,     5.187857142857142, 0.5996931846344487,   3.1111225714285715
106,    70.037,      178.06, 105.902           , 2.512966476886067 ,         0.091084634045701 ,                    0.091084634045701 ,                      10,           488,          1.31,          273.15,          308.15,        3000000,       17000000,       17000000,        3000000,         263.15,         398.15,         318.15,         263.15,           1450,           1720,            420,            420,                    0.15666666666666668,                                         0.85,          25.0,             6,                      10,           488,          1.31,          303.15,          353.15, 8300000.000000001,       52000000,       52000000, 8300000.000000001,         293.15,         443.15,         363.15,         293.15,           1480,           1760,            660,            660,                    0.15666666666666668,                                         0.85,          25.0,             6,       1.0, 156.328           , 62.424           , 82.0             , 31.524           , 1.9              , 156.328           ,            0.0,       1.0,   156.328,      62.424,       82.0,    31.524,              1.9,           156.328,            0.0, -123.32145767575322          ,           1.5265423242467722,           124.848           ,                           0.0,                          0.0,          3.8               ,          3.8               ,                          0.0,          2.512966476886067 ,                   0.0               ,    312.656           ,                    0.0,    164.0             ,    58.098            ,          0.0                ,           0.0               , 0.0                          ,                            0.0,                               0.0,                           2.0,                           1.0,                        0.0,                        0.0, -58.098                  ,         58.098            ,             0.0              ,     1112.2081479310907   ,                     1.0,                        0.0, 0.0                 ,               1.0, 0.6722045992572734   , 0.0                ,     0.0               , 0.0               ,                0.0             ,    0.0                 ,              0.0               ,     0.0                 , 1.5265423242467722,     3.8               , 4.036871239024391 ,             1297.5609756097565 ,    0.07987325301204819 ,              4.634146341463415 ,    0.019169580722891565 , -2.1961093613955995            ,             4.709075838281665   ,                  2.512966476886067 ,                        0.0                ,            59.146084971038505  ,                           1.0,                              1.0, 0.0                          ,             0.0               ,               0.0                ,           15.75              ,                         1.0,                            1.0,     5.784545454545454, 0.6093386138613862,    3.524746909090909,     5.187857142857142, 0.5996931846344487,   3.1111225714285715
107,    70.037,      178.06,  96.16550000000001, 2.5401901167434078,         0.0921053891291048,                    0.0921053891291048,                      10,           488,          1.31,          273.15,          308.15,        3000000,       17000000,       17000000,        3000000,         263.15,         398.15,         318.15,         263.15,           1450,           1720,            420,            420,                    0.15666666666666668,                                         0.85,          25.0,             6,                      10,           488,          1.31,          303.15,          353.15, 8300000.000000001,       52000000,       52000000, 8300000.000000001,         293.15,         443.15,         363.15,         293.15,           1480,           1760,            660,            660,                    0.15666666666666668,                                         0.85,          25.0,             6,       1.0, 156.328           , 62.424           , 82.0             , 31.524           , 1.9              , 156.328           ,            0.0,       1.0,   156.328,      62.424,       82.0,    31.524,              1.9,           156.328,            0.0, -125.32145767575324          ,           1.5265423242467722,           126.84800000000001,                           0.0,                          0.0,          3.8               ,          3.8               ,                          0.0,          0.0               ,                   2.5401901167434078,    312.656           ,                    0.0,    164.0             ,    65.29430988325659 ,          0.0                ,           2.5401901167434078, 2.0                          ,                            0.0,                               2.0,                           0.0,                           1.0,                        0.0,                        0.0, -65.29430988325659       ,         65.29430988325659 ,             0.0              ,     1177.5024578143473   ,                     1.0,                        0.0, 0.0                 ,               1.0, 0.6797377717727935   , 0.0                ,     0.0               , 0.0               ,                0.0             ,    0.0                 ,              0.0               ,     0.0                 , 1.5265423242467722,     3.8               , 4.036871239024391 ,             1297.5609756097563 ,    0.07987325301204819 ,              4.634146341463416 ,    0.019169580722891565 , -4.716609010797185             ,             4.7166090107971845  ,                  0.0               ,                        0.0                ,            63.86269398183569   ,                           1.0,                              1.0, 0.0                          ,             0.0               ,               0.0                ,           15.75              ,                         1.0,                            1.0,     5.784545454545454, 0.6093386138613862,    3.524746909090909,     5.187857142857142, 0.5996931846344487,   3.1111225714285715
108,    70.037,      177.16,  91.2285          , 2.694730959973195 ,         0.0794728317293075,                    0.0794728317293075,                      10,           488,          1.31,          273.15,          308.15,        3000000,       17000000,       17000000,        3000000,         263.15,         398.15,         318.15,         263.15,           1450,           1720,            420,            420,                    0.15666666666666668,                                         0.85,          25.0,             6,                      10,           488,          1.31,          303.15,          353.15, 8300000.000000001,       52000000,       52000000, 8300000.000000001,         293.15,         443.15,         363.15,         293.15,           1480,           1760,            660,            660,                    0.15666666666666668,                                         0.85,          25.0,             6,       1.0, 156.328           , 62.424           , 82.0             , 31.524           , 1.9              , 156.328           ,            0.0,       1.0,   156.328,      62.424,       82.0,    31.524,              1.9,           156.328,            0.0, -121.32145767575322          ,           3.5265423242467717,           124.848           ,                           0.0,                          0.0,          3.8               ,          3.8               ,                          0.0,          0.0               ,                   2.694730959973195 ,    312.656           ,                    0.0,    164.0             ,    70.0767690400268  ,          0.0                ,           2.694730959973195 , -2.0                         ,                            2.0,                               0.0,                           2.0,                           0.0,                        1.0,                        1.0, -70.0767690400268        ,         70.0767690400268  ,             0.0              ,     1247.5792268543742   ,                     1.0,                        0.0, 0.0                 ,               1.0, 0.5865094981622894   , 0.0                ,     0.0               , 0.0               ,                0.0             ,    0.0                 ,              0.0               ,     0.0                 , 1.5265423242467717,     3.8               , 4.03687123902439  ,             1297.560975609756  ,    0.07987325301204817 ,              4.634146341463415 ,    0.01916958072289156  , -4.623380737186679             ,             4.62338073718668    ,                  0.0               ,                        0.0                ,            68.48607471902237   ,                           1.0,                              1.0, 0.0                          ,             0.0               ,               0.0                ,           15.75              ,                         1.0,                            1.0,     5.784545454545454, 0.6093386138613862,    3.524746909090909,     5.187857142857142, 0.5996931846344487,   3.1111225714285715
109,    70.037,      177.16,  83.951           , 2.7248732929542903,         0.0395745416084563,                    0.0395745416084563,                      10,           488,          1.31,          273.15,          308.15,        3000000,       17000000,       17000000,        3000000,         263.15,         398.15,         318.15,         263.15,           1450,           1720,            420,            420,                    0.15666666666666668,                                         0.85,          25.0,             6,                      10,           488,          1.31,          303.15,          353.15, 8300000.000000001,       52000000,       52000000, 8300000.000000001,         293.15,         443.15,         363.15,         293.15,           1480,           1760,            660,            660,                    0.15666666666666668,                                         0.85,          25.0,             6,       1.0, 156.328           , 62.424           , 82.0             , 31.524           , 1.9              , 156.328           ,            0.0,       1.0,   156.328,      62.424,       82.0,    31.524,              1.9,           156.328,            0.0, -119.32145767575322          ,           5.526542324246772 ,           124.848           ,                           0.0,                          0.0,          3.8               ,          3.8               ,                          0.0,          0.0               ,                   2.7248732929542903,    312.656           ,                    0.0,    164.0             ,    77.32412670704572 ,          0.0                ,           2.7248732929542903, -4.0                         ,                            4.0,                               0.0,                           6.0,                           0.0,                        1.0,                        0.0, -77.32412670704572       ,         77.32412670704572 ,             0.0              ,     1324.9033535614199   ,                     1.0,                        0.0, 0.0                 ,               1.0, 0.29206011707040747  , 0.0                ,     0.0               , 0.0               ,                0.0             ,    0.0                 ,              0.0               ,     0.0                 , 1.526542324246772 ,     3.8               , 4.03687123902439  ,             1297.5609756097563 ,    0.07987325301204817 ,              4.634146341463415 ,    0.01916958072289156  , -4.328931356094799             ,             4.328931356094798   ,                  0.0               ,                        0.0                ,            72.81500607511717   ,                           1.0,                              1.0, 0.0                          ,             0.0               ,               0.0                ,           15.75              ,                         1.0,                            1.0,     5.784545454545454, 0.6093386138613862,    3.524746909090909,     5.187857142857142, 0.5996931846344487,   3.1111225714285715
110,    70.037,      178.06,  86.396           , 2.737321651532346 ,         0.0172060963101605,                    0.0172060963101605,                      10,           488,          1.31,          273.15,          308.15,        3000000,       17000000,       17000000,        3000000,         263.15,         398.15,         318.15,         263.15,           1450,           1720,            420,            420,                    0.15666666666666668,                                         0.85,          25.0,             6,                      10,           488,          1.31,          303.15,          353.15, 8300000.000000001,       52000000,       52000000, 8300000.000000001,         293.15,         443.15,         363.15,         293.15,           1480,           1760,            660,            660,                    0.15666666666666668,                                         0.85,          25.0,             6,       1.0, 156.328           , 62.424           , 82.0             , 31.524           , 1.9              , 156.328           ,            0.0,       1.0,   156.328,      62.424,       82.0,    31.524,              1.9,           156.328,            0.0, -123.32145767575322          ,           1.526542324246772 ,           124.848           ,                           0.0,                          0.0,          3.8               ,          3.8               ,                          0.0,          0.0               ,                   2.737321651532346 ,    312.656           ,                    0.0,    164.0             ,    74.86667834846766 ,          0.0                ,           2.737321651532346 , 0.0                          ,                            0.0,                               0.0,                           6.0,                           1.0,                        0.0,                        1.0, -74.86667834846766       ,         74.86667834846766 ,             0.0              ,     1399.7700319098876   ,                     1.0,                        0.0, 0.0                 ,               1.0, 0.12698099076898448  , 0.0                ,     0.0               , 0.0               ,                0.0             ,    0.0                 ,              0.0               ,     0.0                 , 1.526542324246772 ,     3.8               , 4.03687123902439  ,             1297.560975609756  ,    0.07987325301204817 ,              4.634146341463415 ,    0.01916958072289156  , -4.1638522297933775            ,             4.163852229793375   ,                  0.0               ,                        0.0                ,            76.97885830491055   ,                           1.0,                              1.0, 0.0                          ,             0.0               ,               0.0                ,           15.75              ,                         1.0,                            1.0,     5.784545454545454, 0.6093386138613862,    3.524746909090909,     5.187857142857142, 0.5996931846344487,   3.1111225714285715
111,    70.037,      179.2 ,  94.2135          , 2.764906023347912 ,         0.0               ,                    0.0               ,                      10,           488,          1.31,          273.15,          308.15,        3000000,       17000000,       17000000,        3000000,         263.15,         398.15,         318.15,         263.15,           1450,           1720,            420,            420,                    0.15666666666666668,                                         0.85,          25.0,             6,                      10,           488,          1.31,          303.15,          353.15, 8300000.000000001,       52000000,       52000000, 8300000.000000001,         293.15,         443.15,         363.15,         293.15,           1480,           1760,            660,            660,                    0.15666666666666668,                                         0.85,          25.0,             6,       1.0, 156.328           , 62.424           , 82.0             , 31.524           , 1.9              , 156.328           ,            0.0,       1.0,   156.328,      62.424,       82.0,    31.524,              1.9,           156.328,            0.0, -123.32145767575322          ,           1.5265423242467717,           124.848           ,                           0.0,                          0.0,          3.8               ,          3.8               ,                          0.0,          0.0               ,                   2.764906023347912 ,    312.656           ,                    0.0,    164.0             ,    67.0215939766521  ,          0.0                ,           2.764906023347912 , 0.0                          ,                            0.0,                               0.0,                           6.0,                           1.0,                        0.0,                        0.0, -67.0215939766521        ,         67.0215939766521  ,             0.0              ,     1466.7916258865398   ,                     1.0,                        0.0, 0.0                 ,               0.0, 0.0                  , 0.0                ,     0.0               , 0.0               ,                0.0             ,    0.0                 ,              0.0               ,     0.0                 , 1.5265423242467717,     3.8               , 4.03687123902439  ,             1297.560975609756  ,    0.07987325301204817 ,              4.634146341463414 ,    0.01916958072289156  , -4.036871239024393             ,             4.03687123902439    ,                  0.0               ,                        0.0                ,            81.01572954393494   ,                           1.0,                              1.0, 0.0                          ,             0.0               ,               0.0                ,           15.75              ,                         1.0,                            1.0,     5.784545454545454, 0.6093386138613862,    3.524746909090909,     5.187857142857142, 0.5996931846344487,   3.1111225714285715
112,    70.037,      240.62,  99.024           , 2.932565246685356 ,         0.0               ,                    0.0               ,                      10,           488,          1.31,          273.15,          308.15,        3000000,       17000000,       17000000,        3000000,         263.15,         398.15,         318.15,         263.15,           1450,           1720,            420,            420,                    0.15666666666666668,                                         0.85,          25.0,             6,                      10,           488,          1.31,          303.15,          353.15, 8300000.000000001,       52000000,       52000000, 8300000.000000001,         293.15,         443.15,         363.15,         293.15,           1480,           1760,            660,            660,                    0.15666666666666668,                                         0.85,          25.0,             6,       1.0, 156.328           , 62.424           , 82.0             , 31.524           , 1.9              , 156.328           ,            0.0,       1.0,   156.328,      62.424,       82.0,    31.524,              1.9,           156.328,            0.0, -123.66292109038737          ,           1.1850789096126257,           124.848           ,                           0.0,                          0.0,          3.8               ,          3.8               ,                          0.0,          0.0               ,                   2.932565246685356 ,    312.656           ,                    0.0,    164.0             ,    62.04343475331464 ,          0.0                ,           2.932565246685356 , 0.0                          ,                            0.0,                               0.0,                           6.0,                           1.0,                        0.0,                        0.0, -62.04343475331464       ,         62.04343475331464 ,             0.0              ,     1528.8350606398544   ,                     1.0,                        0.0, 0.0                 ,               0.0, 0.0                  , 0.0                ,     0.0               , 0.0               ,                0.0             ,    0.0                 ,              0.0               ,     0.0                 , 1.1850789096126257,     2.95              , 3.13388688292683  ,             1007.3170731707319 ,    0.06200686746987951 ,              3.5975609756097566,    0.014881648192771081 , -3.1338868829268307            ,             3.13388688292683    ,                  0.0               ,                        0.0                ,            84.14961642686177   ,                           1.0,                              1.0, -0.85                        ,             0.85              ,               0.0                ,           16.6               ,                         1.0,                            1.0,     5.784545454545454, 0.6093386138613862,    3.524746909090909,     5.187857142857142, 0.5996931846344487,   3.1111225714285715
113,    70.037,      255.25, 102.6665          , 3.0444750470914452,         0.0               ,                    0.0               ,                      10,           488,          1.31,          273.15,          308.15,        3000000,       17000000,       17000000,        3000000,         263.15,         398.15,         318.15,         263.15,           1450,           1720,            420,            420,                    0.15666666666666668,                                         0.85,          25.0,             6,                      10,           488,          1.31,          303.15,          353.15, 8300000.000000001,       52000000,       52000000, 8300000.000000001,         293.15,         443.15,         363.15,         293.15,           1480,           1760,            660,            660,                    0.15666666666666668,                                         0.85,          25.0,             6,       1.0, 156.328           , 62.424           , 82.0             , 31.524           , 1.9              , 156.328           ,            0.0,       1.0,   156.328,      62.424,       82.0,    31.524,              1.9,           156.328,            0.0, -127.66292109038739          ,           1.1850789096126257,           128.848           ,                           0.0,                          0.0,          3.8               ,          3.8               ,                          0.0,          0.0               ,                   3.0444750470914452,    312.656           ,                    0.0,    164.0             ,    58.28902495290856 ,          0.0                ,           3.0444750470914452, 4.0                          ,                            0.0,                               4.0,                           2.0,                           1.0,                        0.0,                        0.0, -58.28902495290856       ,         58.28902495290856 ,             0.0              ,     1587.124085592763    ,                     1.0,                        0.0, 0.0                 ,               0.0, 0.0                  , 0.0                ,     0.0               , 0.0               ,                0.0             ,    0.0                 ,              0.0               ,     0.0                 , 1.1850789096126257,     2.95              , 3.13388688292683  ,             1007.3170731707319 ,    0.06200686746987951 ,              3.5975609756097566,    0.014881648192771081 , -3.1338868829268307            ,             3.13388688292683    ,                  0.0               ,                        0.0                ,            87.2835033097886    ,                           1.0,                              1.0, -0.85                        ,             0.85              ,               0.0                ,           17.45              ,                         1.0,                            1.0,     5.784545454545454, 0.6093386138613862,    3.524746909090909,     5.187857142857142, 0.5996931846344487,   3.1111225714285715
