t  , gas_price, power_price, heat_demand       , local_heat_demand , solar_thermal_heat_profile, normalized_solar_thermal_heat_profile, heatpump_s1.delta_T_min, heatpump_s1.R, heatpump_s1.k, heatpump_s1.T_q, heatpump_s1.T_k, heatpump_s1.p1, heatpump_s1.p2, heatpump_s1.p3, heatpump_s1.p4, heatpump_s1.T1, heatpump_s1.T2, heatpump_s1.T3, heatpump_s1.T4, heatpump_s1.h1, heatpump_s1.h2, heatpump_s1.h3, heatpump_s1.h4, heatpump_s1.max_volume_flow_compressor, heatpump_s1.electrical_efficiency_compressor, heatpump_s1.n, heatpump_s1.z, heatpump_s2.delta_T_min, heatpump_s2.R, heatpump_s2.k, heatpump_s2.T_q, heatpump_s2.T_k, heatpump_s2.p1   , heatpump_s2.p2, heatpump_s2.p3, heatpump_s2.p4   , heatpump_s2.T1, heatpump_s2.T2, heatpump_s2.T3, heatpump_s2.T4, heatpump_s2.h1, heatpump_s2.h2, heatpump_s2.h3, heatpump_s2.h4, heatpump_s2.max_volume_flow_compressor, heatpump_s2.electrical_efficiency_compressor, heatpump_s2.n, heatpump_s2.z, chp_1.bin, chp_1.gas         , chp_1.power      , chp_1.heat       , chp_1.co2        , chp_1.waste_heat , chp_1.natural_gas , chp_1.hydrogen, chp_2.bin, chp_2.gas, chp_2.power, chp_2.heat, chp_2.co2, chp_2.waste_heat, chp_2.natural_gas, chp_2.hydrogen, electrical_grid.power_balance, electrical_grid.power_supply, electrical_grid.power_feedin, hydrogen_grid.hydrogen_supply, waste_heat_grid.heat_balance, waste_heat_grid.heat_supply, waste_heat_grid.heat_feedin, local_heat_grid.heat_balance, local_heat_grid.heat_feedin, local_heat_grid.district_heat_feedin, ngas_grid.ngas_supply, heat_grid.heat_balance, heat_grid.heat_feedin, heat_grid.heat_supply, heat_grid.excess_heat_feedin, heat_grid.heat_grid_to_local, battery_storage.power_balance, battery_storage.power_charging, battery_storage.power_discharging, battery_storage.power_content, battery_storage.bin_discharge, battery_storage.bin_charge, battery_storage.bin_switch, heat_storage.heat_balance, heat_storage.heat_charging, heat_storage.heat_discharging, heat_storage.heat_content, heat_storage.bin_charge, heat_storage.bin_discharge, pv.power            , solar_thermal.bin, solar_thermal.heat   , heatpump_s1.power  , heatpump_s1.heat_input, heatpump_s1.heat  , heatpump_s1.capacity_compressor, heatpump_s1.volume_flow, heatpump_s1.massflow_refigerant, heatpump_s1.swept_volume, heatpump_s2.power , heatpump_s2.heat_input, heatpump_s2.heat  , heatpump_s2.capacity_compressor, heatpump_s2.volume_flow, heatpump_s2.massflow_refigerant, heatpump_s2.swept_volume, local_heat_storage.heat_balance, local_heat_storage.heat_charging, local_heat_storage.heat_discharging, local_heat_storage.excess_heat_discharging, local_heat_storage.heat_content, local_heat_storage.bin_charge, local_heat_storage.bin_discharge, geo_heat_storage.heat_balance, geo_heat_storage.heat_charging, geo_heat_storage.heat_discharging, geo_heat_storage.heat_content, geo_heat_storage.bin_charge, geo_heat_storage.bin_discharge, heatpump_s1.ideal_cop, heatpump_s1.d     , heatpump_s1.real_cop, heatpump_s2.ideal_cop, heatpump_s2.d     , heatpump_s2.real_cop
 49,    70.037,      112.77,  86.45899999999999, 1.3878085827297888,         0.0               ,                    0.0               ,                      10,           488,          1.31,          273.15,          308.15,        3000000,       17000000,       17000000,        3000000,         263.15,         398.15,         318.15,         263.15,           1450,           1720,            420,            420,                    0.15666666666666668,                                         0.85,          25.0,             6,                      10,           488,          1.31,          303.15,          353.15, 8300000.000000001,       52000000,       52000000, 8300000.000000001,         293.15,         443.15,         363.15,         293.15,           1480,           1760,            660,            660,                    0.15666666666666668,                                         0.85,          25.0,             6,       0.0,   0.0             ,  0.0             ,  0.0             ,  0.0             , 0.0              ,   0.0             ,            0.0,       0.0,     0.0  ,       0.0  ,        0.0,     0.0  ,              0.0,             0.0  ,            0.0, 0.7799095860331948           ,           0.7799095860331948,             0.0             ,                           0.0,                          0.0,          1.2888865842894968,          1.2888865842894968,                          0.0,          1.3878085827297888,                   0.0               ,      0.0             ,                    0.0,     86.45899999999999,     0.0              ,          0.0                ,           0.0               , 0.0                          ,                            0.0,                               0.0,                           0.0,                           1.0,                        0.0,                        0.0, 86.45899999999999        ,          0.0              ,            86.45899999999999 ,      455.05453362519177  ,                     0.0,                        1.0, 0.0                 ,               0.0, 0.0                  , 0.2621359223300971 ,     0.85              , 1.2888865842894968,              222.8155339805825 ,    0.035325119741100315,              0.8252427184466018,     0.008478028737864076, 0.5177736637030977,     1.2888865842894968, 1.3692287322322778,              440.1076141476331 ,    0.027091464276523564,              1.5718129076701182,    0.006501951426365655 , 0.018579850497509653           ,             1.3692287322322778  ,                  1.3878085827297888,                        0.0                ,            15.957148922661384  ,                           1.0,                              1.0, 0.85                         ,             0.0               ,               0.85               ,            4.25              ,                         1.0,                            1.0,     5.784545454545454, 0.6093386138613862,    3.524746909090909,     5.187857142857142, 0.5996931846344487,   3.1111225714285715
 50,    70.037,      112.77,  85.647           , 1.3088508373087646,         0.0               ,                    0.0               ,                      10,           488,          1.31,          273.15,          308.15,        3000000,       17000000,       17000000,        3000000,         263.15,         398.15,         318.15,         263.15,           1450,           1720,            420,            420,                    0.15666666666666668,                                         0.85,          25.0,             6,                      10,           488,          1.31,          303.15,          353.15, 8300000.000000001,       52000000,       52000000, 8300000.000000001,         293.15,         443.15,         363.15,         293.15,           1480,           1760,            660,            660,                    0.15666666666666668,                                         0.85,          25.0,             6,       0.0,   0.0             ,  0.0             ,  0.0             ,  0.0             , 0.0              ,   0.0             ,            0.0,       0.0,     0.0  ,       0.0  ,        0.0,     0.0  ,              0.0,             0.0  ,            0.0, 0.7799095860331948           ,           0.7799095860331948,             0.0             ,                           0.0,                          0.0,          1.2888865842894968,          1.2888865842894968,                          0.0,          1.3088508373087646,                   0.0               ,      0.0             ,                    0.0,     85.647           ,     0.0              ,          0.0                ,           0.0               , 0.0                          ,                            0.0,                               0.0,                           0.0,                           1.0,                        0.0,                        0.0, 85.647                   ,          0.0              ,            85.647            ,      369.4075336251918   ,                     0.0,                        1.0, 0.0                 ,               0.0, 0.0                  , 0.2621359223300971 ,     0.85              , 1.2888865842894968,              222.8155339805825 ,    0.035325119741100315,              0.8252427184466018,     0.008478028737864076, 0.5177736637030977,     1.2888865842894968, 1.3692287322322778,              440.1076141476331 ,    0.027091464276523564,              1.5718129076701182,    0.006501951426365655 , -0.060377894923513864          ,             1.3692287322322778  ,                  1.3088508373087646,                        0.0                ,            16.017526817584898  ,                           1.0,                              1.0, 0.85                         ,             0.0               ,               0.85               ,            3.4               ,                         1.0,                            1.0,     5.784545454545454, 0.6093386138613862,    3.524746909090909,     5.187857142857142, 0.5996931846344487,   3.1111225714285715
 51,    70.037,      112.77,  85.82000000000001, 1.1300471776285026,         0.0               ,                    0.0               ,                      10,           488,          1.31,          273.15,          308.15,        3000000,       17000000,       17000000,        3000000,         263.15,         398.15,         318.15,         263.15,           1450,           1720,            420,            420,                    0.15666666666666668,                                         0.85,          25.0,             6,                      10,           488,          1.31,          303.15,          353.15, 8300000.000000001,       52000000,       52000000, 8300000.000000001,         293.15,         443.15,         363.15,         293.15,           1480,           1760,            660,            660,                    0.15666666666666668,                                         0.85,          25.0,             6,       0.0,   0.0             ,  0.0             ,  0.0             ,  0.0             , 0.0              ,   0.0             ,            0.0,       0.0,     0.0  ,       0.0  ,        0.0,     0.0  ,              0.0,             0.0  ,            0.0, 0.7799095860331948           ,           0.7799095860331948,             0.0             ,                           0.0,                          0.0,          1.2888865842894968,          1.2888865842894968,                          0.0,          1.1300471776285026,                   0.0               ,      0.0             ,                    0.0,     81.62400840630004,     0.0              ,          4.195991593699972  ,           0.0               , 0.0                          ,                            0.0,                               0.0,                           0.0,                           1.0,                        0.0,                        0.0, 81.62400840630004        ,          0.0              ,            81.62400840630004 ,      287.7835252188917   ,                     0.0,                        1.0, 0.0                 ,               0.0, 0.0                  , 0.2621359223300971 ,     0.85              , 1.2888865842894968,              222.8155339805825 ,    0.035325119741100315,              0.8252427184466018,     0.008478028737864076, 0.5177736637030977,     1.2888865842894968, 1.3692287322322778,              440.1076141476331 ,    0.027091464276523564,              1.5718129076701182,    0.006501951426365655 , 3.9568100390961973             ,             1.3692287322322778  ,                  1.1300471776285026,                        4.195991593699972  ,            12.0607167784887    ,                           1.0,                              1.0, 0.85                         ,             0.0               ,               0.85               ,            2.55              ,                         1.0,                            1.0,     5.784545454545454, 0.6093386138613862,    3.524746909090909,     5.187857142857142, 0.5996931846344487,   3.1111225714285715
 52,    70.037,      112.77,  85.521           , 1.150090300798961 ,         0.0               ,                    0.0               ,                      10,           488,          1.31,          273.15,          308.15,        3000000,       17000000,       17000000,        3000000,         263.15,         398.15,         318.15,         263.15,           1450,           1720,            420,            420,                    0.15666666666666668,                                         0.85,          25.0,             6,                      10,           488,          1.31,          303.15,          353.15, 8300000.000000001,       52000000,       52000000, 8300000.000000001,         293.15,         443.15,         363.15,         293.15,           1480,           1760,            660,            660,                    0.15666666666666668,                                         0.85,          25.0,             6,       0.0,   0.0             ,  0.0             ,  0.0             ,  0.0             , 0.0              ,   0.0             ,            0.0,       0.0,     0.0  ,       0.0  ,        0.0,     0.0  ,              0.0,             0.0  ,            0.0, 4.779909586033195            ,           4.779909586033195 ,             0.0             ,                           0.0,                          0.0,          1.2888865842894968,          1.2888865842894968,                          0.0,          1.150090300798961 ,                   0.0               ,      0.0             ,                    0.0,     85.521           ,     0.0              ,          0.0                ,           0.0               , -4.0                         ,                            4.0,                               0.0,                           4.0,                           0.0,                        1.0,                        1.0, 85.521                   ,          0.0              ,            85.521            ,      202.2625252188917   ,                     0.0,                        1.0, 0.0                 ,               0.0, 0.0                  , 0.2621359223300971 ,     0.85              , 1.2888865842894968,              222.8155339805825 ,    0.035325119741100315,              0.8252427184466018,     0.008478028737864076, 0.5177736637030977,     1.2888865842894968, 1.3692287322322778,              440.1076141476331 ,    0.027091464276523564,              1.5718129076701182,    0.006501951426365655 , -0.21913843143331668           ,             1.3692287322322778  ,                  1.150090300798961 ,                        0.0                ,            12.279855209922017  ,                           1.0,                              1.0, 0.85                         ,             0.0               ,               0.85               ,            1.7               ,                         1.0,                            1.0,     5.784545454545454, 0.6093386138613862,    3.524746909090909,     5.187857142857142, 0.5996931846344487,   3.1111225714285715
 53,    70.037,      112.77,  87.40400000000001, 1.3036402338531188,         0.0               ,                    0.0               ,                      10,           488,          1.31,          273.15,          308.15,        3000000,       17000000,       17000000,        3000000,         263.15,         398.15,         318.15,         263.15,           1450,           1720,            420,            420,                    0.15666666666666668,                                         0.85,          25.0,             6,                      10,           488,          1.31,          303.15,          353.15, 8300000.000000001,       52000000,       52000000, 8300000.000000001,         293.15,         443.15,         363.15,         293.15,           1480,           1760,            660,            660,                    0.15666666666666668,                                         0.85,          25.0,             6,       0.0,   0.0             ,  0.0             ,  0.0             ,  0.0             , 0.0              ,   0.0             ,            0.0,       0.0,     0.0  ,       0.0  ,        0.0,     0.0  ,              0.0,             0.0  ,            0.0, 2.779909586033195            ,           2.779909586033195 ,             0.0             ,                           0.0,                          0.0,          1.2888865842894968,          1.2888865842894968,                          0.0,          1.3036402338531188,                   0.0               ,      0.0             ,                    0.0,     83.20800840630042,     0.0              ,          4.195991593699581  ,           0.0               , -2.0                         ,                            2.0,                               0.0,                           6.0,                           0.0,                        1.0,                        0.0, 83.20800840630042        ,          0.0              ,            83.20800840630042 ,      119.0545168125913   ,                     0.0,                        1.0, 0.0                 ,               0.0, 0.0                  , 0.2621359223300971 ,     0.85              , 1.2888865842894968,              222.8155339805825 ,    0.035325119741100315,              0.8252427184466018,     0.008478028737864076, 0.5177736637030977,     1.2888865842894968, 1.3692287322322778,              440.1076141476331 ,    0.027091464276523564,              1.5718129076701182,    0.006501951426365655 , 4.130403095320421              ,             1.3692287322322778  ,                  1.3036402338531188,                        4.195991593699581  ,             8.149452114601596  ,                           1.0,                              1.0, 0.85                         ,             0.0               ,               0.85               ,            0.85              ,                         1.0,                            1.0,     5.784545454545454, 0.6093386138613862,    3.524746909090909,     5.187857142857142, 0.5996931846344487,   3.1111225714285715
 54,    70.037,      117.0 ,  93.652           , 1.596030652917935 ,         0.0               ,                    0.0               ,                      10,           488,          1.31,          273.15,          308.15,        3000000,       17000000,       17000000,        3000000,         263.15,         398.15,         318.15,         263.15,           1450,           1720,            420,            420,                    0.15666666666666668,                                         0.85,          25.0,             6,                      10,           488,          1.31,          303.15,          353.15, 8300000.000000001,       52000000,       52000000, 8300000.000000001,         293.15,         443.15,         363.15,         293.15,           1480,           1760,            660,            660,                    0.15666666666666668,                                         0.85,          25.0,             6,       0.0,   0.0             ,  0.0             ,  0.0             ,  0.0             , 0.0              ,   0.0             ,            0.0,       0.0,     0.0  ,       0.0  ,        0.0,     0.0  ,              0.0,             0.0  ,            0.0, 0.7799095860331948           ,           0.7799095860331948,             0.0             ,                           0.0,                          0.0,          1.2888865842894968,          1.2888865842894968,                          0.0,          1.596030652917935 ,                   0.0               ,      0.0             ,                    0.0,     93.652           ,     0.0              ,          0.0                ,           0.0               , 0.0                          ,                            0.0,                               0.0,                           6.0,                           1.0,                        0.0,                        1.0, 93.652                   ,          0.0              ,            93.652            ,       25.4025168125913   ,                     0.0,                        1.0, 0.0                 ,               0.0, 0.0                  , 0.2621359223300971 ,     0.85              , 1.2888865842894968,              222.8155339805825 ,    0.035325119741100315,              0.8252427184466018,     0.008478028737864076, 0.5177736637030977,     1.2888865842894968, 1.3692287322322778,              440.1076141476331 ,    0.027091464276523564,              1.5718129076701182,    0.006501951426365655 , 0.22680192068565663            ,             1.3692287322322778  ,                  1.596030652917935 ,                        0.0                ,             7.922650193915939  ,                           1.0,                              1.0, 0.85                         ,             0.0               ,               0.85               ,            0.0               ,                         1.0,                            1.0,     5.784545454545454, 0.6093386138613862,    3.524746909090909,     5.187857142857142, 0.5996931846344487,   3.1111225714285715
 55,    70.037,      128.42,  99.317           , 1.7454510292793801,         0.0               ,                    0.0               ,                      10,           488,          1.31,          273.15,          308.15,        3000000,       17000000,       17000000,        3000000,         263.15,         398.15,         318.15,         263.15,           1450,           1720,            420,            420,                    0.15666666666666668,                                         0.85,          25.0,             6,                      10,           488,          1.31,          303.15,          353.15, 8300000.000000001,       52000000,       52000000, 8300000.000000001,         293.15,         443.15,         363.15,         293.15,           1480,           1760,            660,            660,                    0.15666666666666668,                                         0.85,          25.0,             6,       0.0,   0.0             ,  0.0             ,  0.0             ,  0.0             , 0.0              ,   0.0             ,            0.0,       1.0,   156.328,      62.424,       82.0,    31.524,              1.9,           156.328,            0.0, -61.66072883787661           ,           0.7632711621233859,            62.424           ,                           0.0,                          0.0,          1.9               ,          1.9               ,                          0.0,          1.7454510292793801,                   0.0               ,    156.328           ,                    0.0,     95.12100840630002,     0.0              ,          4.1959915937059264 ,           0.0               , 0.0                          ,                            0.0,                               0.0,                           6.0,                           1.0,                        0.0,                        0.0, 13.121008406294067       ,          0.0              ,            13.121008406300021,       12.281508406297235 ,                     0.0,                        1.0, 0.0                 ,               0.0, 0.0                  , 0.0                ,     0.0               , 0.0               ,                0.0             ,    0.0                 ,              0.0               ,     0.0                 , 0.7632711621233859,     1.9               , 2.018435619512195 ,              648.780487804878  ,    0.03993662650602409 ,              2.317073170731707 ,    0.00958479036144578  , 3.92300700347311               ,             2.018435619512195   ,                  1.7454510292793801,                        4.1959915937059264 ,             3.9996431904428293 ,                           1.0,                              1.0, 0.0                          ,             0.0               ,               0.0                ,            0.0               ,                         1.0,                            1.0,     5.784545454545454, 0.6093386138613862,    3.524746909090909,     5.187857142857142, 0.5996931846344487,   3.1111225714285715
 56,    70.037,      147.22,  98.47749999999999, 1.8220872162522679,         0.0               ,                    0.0               ,                      10,           488,          1.31,          273.15,          308.15,        3000000,       17000000,       17000000,        3000000,         263.15,         398.15,         318.15,         263.15,           1450,           1720,            420,            420,                    0.15666666666666668,                                         0.85,          25.0,             6,                      10,           488,          1.31,          303.15,          353.15, 8300000.000000001,       52000000,       52000000, 8300000.000000001,         293.15,         443.15,         363.15,         293.15,           1480,           1760,            660,            660,                    0.15666666666666668,                                         0.85,          25.0,             6,       0.0,   0.0             ,  0.0             ,  0.0             ,  0.0             , 0.0              ,   0.0             ,            0.0,       1.0,   156.328,      62.424,       82.0,    31.524,              1.9,           156.328,            0.0, -61.66072883787661           ,           0.7632711621233859,            62.424           ,                           0.0,                          0.0,          1.9               ,          1.9               ,                          0.0,          1.8220872162522679,                   0.0               ,    156.328           ,                    0.0,     94.28150840629995,     0.0              ,          4.195991593702757  ,           0.0               , 0.0                          ,                            0.0,                               0.0,                           6.0,                           1.0,                        0.0,                        0.0, 12.281508406297235       ,          0.0              ,            12.281508406299949,        0.0               ,                     0.0,                        1.0, 0.0                 ,               0.0, 0.0                  , 0.0                ,     0.0               , 0.0               ,                0.0             ,    0.0                 ,              0.0               ,     0.0                 , 0.7632711621233859,     1.9               , 2.018435619512195 ,              648.780487804878  ,    0.03993662650602409 ,              2.317073170731707 ,    0.00958479036144578  , 3.9996431904428293             ,             2.018435619512195   ,                  1.8220872162522679,                        4.195991593702757  ,             0.0                ,                           1.0,                              1.0, 0.0                          ,             0.0               ,               0.0                ,            0.0               ,                         1.0,                            1.0,     5.784545454545454, 0.6093386138613862,    3.524746909090909,     5.187857142857142, 0.5996931846344487,   3.1111225714285715
 57,    70.037,      232.55, 102.96199999999999, 1.9921298714443232,         0.0178291003443933,                    0.0178291003443933,                      10,           488,          1.31,          273.15,          308.15,        3000000,       17000000,       17000000,        3000000,         263.15,         398.15,         318.15,         263.15,           1450,           1720,            420,            420,                    0.15666666666666668,                                         0.85,          25.0,             6,                      10,           488,          1.31,          303.15,          353.15, 8300000.000000001,       52000000,       52000000, 8300000.000000001,         293.15,         443.15,         363.15,         293.15,           1480,           1760,            660,            660,                    0.15666666666666668,                                         0.85,          25.0,             6,       1.0, 156.328           , 62.424           , 82.0             , 31.524           , 1.9              , 156.328           ,            0.0,       1.0,   156.328,      62.424,       82.0,    31.524,              1.9,           156.328,            0.0, -123.69820109038737          ,           1.1850789096126257,           124.88328         ,                           0.0,                          0.0,          3.8               ,          3.8               ,                          0.0,          1.9921298714443232,                   0.0               ,    312.656           ,                    0.0,    164.0             ,    62.31133577202414 ,          1.2733357720241294 ,           0.0               , 0.0                          ,                            0.0,                               0.0,                           6.0,                           1.0,                        0.0,                        0.0, -62.31133577202414       ,         62.31133577202414 ,             0.0              ,       62.31133577202414  ,                     1.0,                        0.0, 0.03528             ,               1.0, 0.13157876054162254  , 0.0                ,     0.0               , 0.0               ,                0.0             ,    0.0                 ,              0.0               ,     0.0                 , 1.1850789096126257,     2.95              , 3.13388688292683  ,             1007.3170731707318 ,    0.06200686746987951 ,              3.5975609756097566,    0.014881648192771081 , 0.0                            ,             3.265465643468452   ,                  1.9921298714443232,                        1.2733357720241294 ,             0.0                ,                           1.0,                              1.0, -0.85                        ,             0.85              ,               0.0                ,            0.85              ,                         1.0,                            1.0,     5.784545454545454, 0.6093386138613862,    3.524746909090909,     5.187857142857142, 0.5996931846344487,   3.1111225714285715
 58,    70.037,      239.71, 106.52199999999999, 1.971092550291168 ,         0.2026774050491872,                    0.2026774050491872,                      10,           488,          1.31,          273.15,          308.15,        3000000,       17000000,       17000000,        3000000,         263.15,         398.15,         318.15,         263.15,           1450,           1720,            420,            420,                    0.15666666666666668,                                         0.85,          25.0,             6,                      10,           488,          1.31,          303.15,          353.15, 8300000.000000001,       52000000,       52000000, 8300000.000000001,         293.15,         443.15,         363.15,         293.15,           1480,           1760,            660,            660,                    0.15666666666666668,                                         0.85,          25.0,             6,       1.0, 156.328           , 62.424           , 82.0             , 31.524           , 1.9              , 156.328           ,            0.0,       1.0,   156.328,      62.424,       82.0,    31.524,              1.9,           156.328,            0.0, -125.66292109038739          ,           1.1850789096126255,           126.84800000000001,                           0.0,                          0.0,          3.8               ,          3.8               ,                          0.0,          1.971092550291168 ,                   0.0               ,    312.656           ,                    0.0,    164.0             ,    60.13655358189867 ,          2.658553581898663  ,           0.0               , 2.0                          ,                            0.0,                               2.0,                           4.0,                           1.0,                        0.0,                        0.0, -60.13655358189867       ,         60.13655358189867 ,             0.0              ,      122.4478893539228   ,                     1.0,                        0.0, 0.0                 ,               1.0, 1.4957592492630014   , 0.0                ,     0.0               , 0.0               ,                0.0             ,    0.0                 ,              0.0               ,     0.0                 , 1.1850789096126255,     2.95              , 3.1338868829268294,             1007.3170731707319 ,    0.062006867469879504,              3.597560975609756 ,    0.014881648192771081 , 0.0                            ,             4.629646132189831   ,                  1.971092550291168 ,                        2.658553581898663  ,             0.0                ,                           1.0,                              1.0, -0.85                        ,             0.85              ,               0.0                ,            1.7               ,                         1.0,                            1.0,     5.784545454545454, 0.6093386138613862,    3.524746909090909,     5.187857142857142, 0.5996931846344487,   3.1111225714285715
 59,    70.037,      250.02,  91.46849999999999, 1.993608841595914 ,         1.0               ,                    1.0               ,                      10,           488,          1.31,          273.15,          308.15,        3000000,       17000000,       17000000,        3000000,         263.15,         398.15,         318.15,         263.15,           1450,           1720,            420,            420,                    0.15666666666666668,                                         0.85,          25.0,             6,                      10,           488,          1.31,          303.15,          353.15, 8300000.000000001,       52000000,       52000000, 8300000.000000001,         293.15,         443.15,         363.15,         293.15,           1480,           1760,            660,            660,                    0.15666666666666668,                                         0.85,          25.0,             6,       1.0, 156.328           , 62.424           , 82.0             , 31.524           , 1.9              , 156.328           ,            0.0,       1.0,   156.328,      62.424,       82.0,    31.524,              1.9,           156.328,            0.0, -127.66586109038738          ,           1.1850789096126269,           128.85094         ,                           0.0,                          0.0,          3.8               ,          3.8               ,                          0.0,          1.993608841595914 ,                   0.0               ,    312.656           ,                    0.0,    164.0             ,    76.7274915936996  ,          4.195991593699581  ,           0.0               , 4.0                          ,                            0.0,                               4.0,                           0.0,                           1.0,                        0.0,                        0.0, -76.7274915936996        ,         76.7274915936996  ,             0.0              ,      199.1753809476224   ,                     1.0,                        0.0, 0.00294             ,               1.0, 7.38                 , 0.0                ,     0.0               , 0.0               ,                0.0             ,    0.0                 ,              0.0               ,     0.0                 , 1.1850789096126269,     2.95              , 3.1338868829268325,             1007.3170731707332 ,    0.06200686746987957 ,              3.5975609756097597,    0.014881648192771097 , -4.324286447631338             ,            10.513886882926833   ,                  1.993608841595914 ,                        4.195991593699581  ,             4.324286447631338  ,                           1.0,                              1.0, -0.85                        ,             0.85              ,               0.0                ,            2.55              ,                         1.0,                            1.0,     5.784545454545454, 0.6093386138613862,    3.524746909090909,     5.187857142857142, 0.5996931846344487,   3.1111225714285715
 60,    70.037,      235.66,  87.4045          , 1.99503408447669  ,         0.4156582901826319,                    0.4156582901826319,                      10,           488,          1.31,          273.15,          308.15,        3000000,       17000000,       17000000,        3000000,         263.15,         398.15,         318.15,         263.15,           1450,           1720,            420,            420,                    0.15666666666666668,                                         0.85,          25.0,             6,                      10,           488,          1.31,          303.15,          353.15, 8300000.000000001,       52000000,       52000000, 8300000.000000001,         293.15,         443.15,         363.15,         293.15,           1480,           1760,            660,            660,                    0.15666666666666668,                                         0.85,          25.0,             6,       1.0, 156.328           , 62.424           , 82.0             , 31.524           , 1.9              , 156.328           ,            0.0,       1.0,   156.328,      62.424,       82.0,    31.524,              1.9,           156.328,            0.0, -123.79130109038738          ,           1.1850789096126255,           124.97638         ,                           0.0,                          0.0,          3.8               ,          3.8               ,                          0.0,          1.99503408447669  ,                   0.0               ,    312.656           ,                    0.0,    164.0             ,    80.79149159369959 ,          4.195991593699581  ,           0.0               , 0.0                          ,                            0.0,                               0.0,                           0.0,                           1.0,                        0.0,                        0.0, -80.79149159369959       ,         80.79149159369959 ,             0.0              ,      279.966872541322    ,                     1.0,                        0.0, 0.12838             ,               1.0, 3.0675581815478234   , 0.0                ,     0.0               , 0.0               ,                0.0             ,    0.0                 ,              0.0               ,     0.0                 , 1.1850789096126255,     2.95              , 3.1338868829268294,             1007.3170731707319 ,    0.0620068674698795  ,              3.597560975609756 ,    0.01488164819277108  , -0.01041938629838235           ,             6.201445064474653   ,                  1.99503408447669  ,                        4.195991593699581  ,             4.33470583392972   ,                           1.0,                              1.0, -0.85                        ,             0.85              ,               0.0                ,            3.4               ,                         1.0,                            1.0,     5.784545454545454, 0.6093386138613862,    3.524746909090909,     5.187857142857142, 0.5996931846344487,   3.1111225714285715
 61,    70.037,      214.69,  82.33000000000001, 2.014224020640031 ,         0.0               ,                    0.0               ,                      10,           488,          1.31,          273.15,          308.15,        3000000,       17000000,       17000000,        3000000,         263.15,         398.15,         318.15,         263.15,           1450,           1720,            420,            420,                    0.15666666666666668,                                         0.85,          25.0,             6,                      10,           488,          1.31,          303.15,          353.15, 8300000.000000001,       52000000,       52000000, 8300000.000000001,         293.15,         443.15,         363.15,         293.15,           1480,           1760,            660,            660,                    0.15666666666666668,                                         0.85,          25.0,             6,       1.0, 156.328           , 62.424           , 82.0             , 31.524           , 1.9              , 156.328           ,            0.0,       1.0,   156.328,      62.424,       82.0,    31.524,              1.9,           156.328,            0.0, -119.34399767575323          ,           5.526542324246772 ,           124.87054         ,                           0.0,                          0.0,          3.8               ,          3.8               ,                          0.0,          2.014224020640031 ,                   0.0               ,    312.656           ,                    0.0,    164.0             ,    85.86599159369958 ,          4.195991593699581  ,           0.0               , -4.0                         ,                            4.0,                               0.0,                           4.0,                           0.0,                        1.0,                        1.0, -85.86599159369958       ,         85.86599159369958 ,             0.0              ,      365.83286413502157  ,                     1.0,                        0.0, 0.022539999999999998,               0.0, 0.0                  , 0.0                ,     0.0               , 0.0               ,                0.0             ,    0.0                 ,              0.0               ,     0.0                 , 1.5265423242467717,     3.8               , 4.03687123902439  ,             1297.560975609756  ,    0.07987325301204817 ,              4.634146341463414 ,    0.01916958072289156  , 2.173344375315221              ,             4.03687123902439    ,                  2.014224020640031 ,                        4.195991593699581  ,             2.1613614586144996 ,                           1.0,                              1.0, 0.0                          ,             0.0               ,               0.0                ,            3.4               ,                         1.0,                            1.0,     5.784545454545454, 0.6093386138613862,    3.524746909090909,     5.187857142857142, 0.5996931846344487,   3.1111225714285715
