t,gas_price,power_price,hydrogen_price,heat_demand,local_heat_demand,supply_temperature,return_temperature,solar_thermal_heat_profile,normalized_solar_thermal_heat_profile,normalized_pv_profile,heatpump_s1.delta_T_min,heatpump_s1.R,heatpump_s1.k,heatpump_s1.T_q,heatpump_s1.T_k,heatpump_s1.p1,heatpump_s1.p2,heatpump_s1.p3,heatpump_s1.p4,heatpump_s1.T1,heatpump_s1.T2,heatpump_s1.T3,heatpump_s1.T4,heatpump_s1.h1,heatpump_s1.h2,heatpump_s1.h3,heatpump_s1.h4,heatpump_s1.electrical_efficiency_compressor,heatpump_s1.n,heatpump_s1.z,heatpump_s2.delta_T_min,heatpump_s2.R,heatpump_s2.k,heatpump_s2.T_q,heatpump_s2.T_k,heatpump_s2.p1,heatpump_s2.p2,heatpump_s2.p3,heatpump_s2.p4,heatpump_s2.T1,heatpump_s2.T2,heatpump_s2.T3,heatpump_s2.T4,heatpump_s2.h1,heatpump_s2.h2,heatpump_s2.h3,heatpump_s2.h4,heatpump_s2.electrical_efficiency_compressor,heatpump_s2.n,heatpump_s2.z,chp_1.bin,chp_1.gas,chp_1.power,chp_1.heat,chp_1.co2,chp_1.waste_heat,chp_1.natural_gas,chp_1.hydrogen,chp_2.bin,chp_2.gas,chp_2.power,chp_2.heat,chp_2.co2,chp_2.waste_heat,chp_2.natural_gas,chp_2.hydrogen,electrical_grid.power_balance,electrical_grid.power_supply,electrical_grid.power_feedin,hydrogen_grid.hydrogen_supply,waste_heat_grid.heat_balance,waste_heat_grid.heat_supply,waste_heat_grid.heat_dissipation,waste_heat_grid.heat_feedin,local_heat_grid.heat_balance,local_heat_grid.Z1_heat_feedin,local_heat_grid.Z2_heat_feedin,local_heat_grid.district_heat_feedin,ngas_grid.ngas_supply,heat_grid.heat_balance,heat_grid.heat_feedin,heat_grid.heat_supply,heat_grid.excess_heat_feedin,heat_grid.FW_to_NW,heat_grid.bin_excess_active,heat_grid.bin_FW_to_NW_active,battery_storage.power_balance,battery_storage.power_charging,battery_storage.power_discharging,battery_storage.power_content,battery_storage.bin_discharge,battery_storage.bin_charge,battery_storage.bin_switch,heat_storage.heat_balance,heat_storage.heat_charging,heat_storage.heat_discharging,heat_storage.heat_content,heat_storage.bin_charge,heat_storage.bin_discharge,pv.power,solar_thermal.bin,solar_thermal.heat,heatpump_s1.power,heatpump_s1.heat_input,heatpump_s1.heat,heatpump_s1.capacity_compressor,heatpump_s1.volume_flow,heatpump_s1.massflow_refigerant,heatpump_s1.swept_volume,heatpump_s2.power,heatpump_s2.heat_input,heatpump_s2.heat,heatpump_s2.capacity_compressor,heatpump_s2.volume_flow,heatpump_s2.massflow_refigerant,heatpump_s2.swept_volume,geo_heat_storage.heat_balance,geo_heat_storage.heat_charging,geo_heat_storage.heat_discharging,geo_heat_storage.heat_content,geo_heat_storage.bin_charge,geo_heat_storage.bin_discharge,stratified_storage.Q_dot_ST,stratified_storage.Q_dot_WP,stratified_storage.Q_dot_Z1_FW,stratified_storage.Q_dot_Z1_NW,stratified_storage.Q_dot_Z2_NW,stratified_storage.U_Z1,stratified_storage.U_Z2,heatpump_s1.ideal_cop,heatpump_s1.d,heatpump_s1.real_cop,heatpump_s2.ideal_cop,heatpump_s2.d,heatpump_s2.real_cop
1,70.037,114.12,197.35023348238866,96.554,1.3225777158149064,80.0,55.0,0.0,0.0,0.0,5,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.9,25.0,6,5,488,1.31,303.15,353.15,1000000,4500000,4500000,1000000,298.15,418.15,358.15,298.15,1490,1710,650,650,0.9,25.0,6,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,-94.9941798941799,1.1058201058201058,96.1,153.45,0.0,3.8,0.0,3.8,0.0,0.0,1.3225777158149064,0.0,153.45,0.0,115.976,19.421999999999997,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,-19.421999999999997,19.421999999999997,0.0,19.421999999999997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1058201058201058,3.8,3.6353323984126984,0.9952380952380953,0.658201619047619,4.523809523809524,0.15796838857142856,0.0,0.0,0.0,3250.0,1.0,1.0,-0.0,3.6353323984126984,0.0,0.0,1.3225777158149064,0.0,2.312754682597792,9.7859375,0.6436288679546543,6.298511875,5.969166666666666,0.6119323747033366,3.6527263333333333
2,70.037,113.79,197.35023348238866,97.699,1.3748408683440645,80.0,55.0,0.0,0.0,0.0,5,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.9,25.0,6,5,488,1.31,303.15,353.15,1000000,4500000,4500000,1000000,298.15,418.15,358.15,298.15,1490,1710,650,650,0.9,25.0,6,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,1.0,96.39454266555485,24.09215634771732,39.711,9.914464925995413,1.7094955180321034,48.197271332777426,48.197271332777426,-71.09177405411009,1.050382293607226,72.14215634771732,124.92227133277743,0.0,3.6094955180321033,0.0,3.6094955180321033,0.0,0.0,1.3748408683440645,0.0,124.92227133277743,0.0,97.699,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,19.421999999999997,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050382293607226,3.6094955180321033,3.4530831575335617,0.9453440642465035,0.6252041562931198,4.297018473847743,0.15004899751034873,0.0,0.0,0.0,3250.0,1.0,1.0,-0.0,3.4530831575335617,0.0,0.0,1.3748408683440645,0.0,4.390996971787289,9.7859375,0.6436288679546543,6.298511875,5.969166666666666,0.6119323747033366,3.6527263333333333
3,70.037,113.79,197.35023348238866,95.31750000000001,1.3690296776543576,80.0,55.0,0.0,0.0,0.0,5,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.9,25.0,6,5,488,1.31,303.15,353.15,1000000,4500000,4500000,1000000,298.15,418.15,358.15,298.15,1490,1710,650,650,0.9,25.0,6,1.0,88.9601950350914,20.970440275172,37.32950000000001,9.152528898269756,1.6846727121117366,44.4800975175457,44.4800975175457,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,-67.97728154942519,1.0431587257468018,69.02044027517199,121.2050975175457,0.0,3.5846727121117365,0.0,3.584672712111736,0.0,0.0,1.3690296776543576,0.0,121.2050975175457,0.0,95.31750000000001,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0,1.0,0.0,0.0,0.0,19.421999999999997,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0431587257468018,3.5846727121117365,3.429336012643609,0.9388428531721217,0.6209045744388855,4.267467514418735,0.14901709786533252,0.0,0.0,0.0,3250.0,1.0,1.0,-0.0,3.429336012643609,0.0,0.0,1.3690296776543576,0.0,6.45130330677654,9.7859375,0.6436288679546543,6.298511875,5.969166666666666,0.6119323747033366,3.6527263333333333
4,70.037,111.79,197.35023348238866,95.744,1.4204523757312997,80.0,55.0,0.0,0.0,0.0,5,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.9,25.0,6,5,488,1.31,303.15,353.15,1000000,4500000,4500000,1000000,298.15,418.15,358.15,298.15,1490,1710,650,650,0.9,25.0,6,1.0,90.29160350218888,21.529504690431523,37.756,9.28898311444653,1.6891181988742965,45.14580175109444,45.14580175109444,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,-68.53505230451572,1.0444523859158008,69.57950469043152,121.87080175109443,0.0,3.5891181988742966,0.0,3.5891181988742966,0.0,0.0,1.4204523757312997,0.0,121.87080175109443,0.0,95.744,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,19.421999999999997,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0444523859158008,3.5891181988742966,3.433588860552727,0.9400071473242207,0.6216745814348255,4.2727597605646395,0.1492018995443581,0.0,0.0,0.0,3250.0,1.0,1.0,-0.0,3.433588860552727,0.0,0.0,1.4204523757312997,0.0,8.464439791597968,9.7859375,0.6436288679546543,6.298511875,5.969166666666666,0.6119323747033366,3.6527263333333333
5,70.037,111.78,197.35023348238866,94.039,1.4651911424090494,80.0,55.0,0.0,0.0,0.0,5,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.9,25.0,6,5,488,1.31,303.15,353.15,1000000,4500000,4500000,1000000,298.15,418.15,358.15,298.15,1490,1710,650,650,0.9,25.0,6,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,1.0,84.96909134181087,19.294557848655415,36.051,8.74348618928497,1.6713466750052115,42.48454567090543,42.48454567090543,-66.30527707021474,1.0392807784406703,67.34455784865541,119.20954567090543,0.0,3.571346675005212,0.0,3.571346675005211,0.0,0.0,1.4651911424090494,0.0,119.20954567090543,0.0,94.039,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0,1.0,0.0,0.0,0.0,19.422000000000214,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0392807784406703,3.571346675005212,3.416587440423662,0.9353527005966032,0.6185963588602005,4.2516031845300155,0.1484631261264481,0.0,0.0,0.0,3250.0,1.0,1.0,-0.0,3.416587440423662,0.0,0.0,1.4651911424090494,0.0,10.415836089612581,9.7859375,0.6436288679546543,6.298511875,5.969166666666666,0.6119323747033366,3.6527263333333333
6,70.037,111.78,197.35023348238866,94.843,1.794257431193237,80.0,55.0,0.0,0.0,0.0,5,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.9,25.0,6,5,488,1.31,303.15,353.15,1000000,4500000,4500000,1000000,298.15,418.15,358.15,298.15,1490,1710,650,650,0.9,25.0,6,1.0,87.4789445834202,20.34845653533459,36.855000000000004,9.00071758390661,1.679726912653742,43.7394722917101,43.7394722917101,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,-63.35673706339831,5.041719471936275,68.39845653533459,120.4644722917101,0.0,3.579726912653742,0.0,3.579726912653742,0.0,0.0,1.794257431193237,0.0,120.4644722917101,0.0,94.843,0.0,-0.0,0.0,0.0,1.0,-4.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,19.422000000000214,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0417194719362743,3.579726912653742,3.424604532378951,0.9375475247426469,0.620047907804481,4.261579657921122,0.14881149787307543,0.0,0.0,0.0,3250.0,1.0,1.0,-0.0,3.424604532378951,0.0,0.0,1.794257431193237,0.0,12.046183190798295,9.7859375,0.6436288679546543,6.298511875,5.969166666666666,0.6119323747033366,3.6527263333333333
7,70.037,111.78,197.35023348238866,94.607,2.0578563910896768,80.0,55.0,0.0,0.0,0.0,5,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.9,25.0,6,5,488,1.31,303.15,353.15,1000000,4500000,4500000,1000000,298.15,418.15,358.15,298.15,1490,1710,650,650,0.9,25.0,6,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,1.0,86.74222149259954,20.039103189493435,36.619,8.925211851156973,1.6772670419011881,43.37111074629977,43.37111074629977,-65.04809955296133,3.041003636532092,68.08910318949343,120.09611074629976,0.0,3.5772670419011883,0.0,3.5772670419011883,0.0,0.0,2.0578563910896768,0.0,120.09611074629976,0.0,94.607,0.0,-0.0,0.0,0.0,1.0,-2.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,19.422000000000214,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.041003636532092,3.5772670419011883,3.422251256630881,0.9369032728788829,0.6196218312486972,4.258651240358558,0.1487092394996873,0.0,0.0,0.0,3250.0,1.0,1.0,-0.0,3.422251256630881,0.0,0.0,2.0578563910896768,0.0,13.4105780563395,9.7859375,0.6436288679546543,6.298511875,5.969166666666666,0.6119323747033366,3.6527263333333333
8,70.037,111.78,197.35023348238866,96.8815,2.085524903864958,80.0,55.0,0.0,0.0,0.0,5,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.9,25.0,6,5,488,1.31,303.15,353.15,1000000,4500000,4500000,1000000,298.15,418.15,358.15,298.15,1490,1710,650,650,0.9,25.0,6,1.0,93.84254636578419,23.020561601000633,38.8935,9.652914347508862,1.7009745674379821,46.921273182892094,46.921273182892094,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,-70.02265894910069,1.0479026518999421,71.07056160100063,123.64627318289209,0.0,3.6009745674379823,0.0,3.600974567437982,0.0,0.0,2.085524903864958,0.0,123.64627318289209,0.0,96.8815,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,-0.0,1.0,0.0,0.0,0.0,19.422000000000214,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0479026518999421,3.6009745674379823,3.444931450228277,0.943112386709948,0.623728234325521,4.286874485045218,0.14969477623812505,0.0,0.0,0.0,3250.0,1.0,1.0,-0.0,3.444931450228277,0.0,0.0,2.085524903864958,0.0,14.769984602702818,9.7859375,0.6436288679546543,6.298511875,5.969166666666666,0.6119323747033366,3.6527263333333333
9,70.037,151.32,197.35023348238866,104.853,2.5295032837296487,80.0,55.0,0.0002548868716609,0.0002548868716609,0.03,5,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.9,25.0,6,5,488,1.31,303.15,353.15,1000000,4500000,4500000,1000000,298.15,418.15,358.15,298.15,1490,1710,650,650,0.9,25.0,6,1.0,118.72724178305884,33.46975734834271,46.864999999999995,12.203312434855118,1.7840629560141754,59.36362089152942,59.36362089152942,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,-84.47707553574598,1.0720818125967178,85.5491573483427,136.08862089152942,0.0,3.6840629560141753,0.0,3.6840629560141753,0.0,0.0,2.5295032837296487,0.0,136.08862089152942,0.0,104.853,0.0,-0.0,0.0,0.0,1.0,4.0,0.0,4.0,2.0,1.0,-0.0,0.0,0.0,0.0,0.0,19.422000000000214,-0.0,1.0,0.0294,1.0,0.0018810651128574418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0720818125967178,3.6840629560141753,3.5244193215237867,0.9648736313370461,0.638120053242602,4.385789233350209,0.15314881277822448,0.0,0.0,0.0,3250.0,1.0,1.0,0.0018810651128574418,3.5244193215237867,0.0,0.0,2.5295032837296487,0.0018810651129461675,15.764900640496956,9.7859375,0.6436288679546543,6.298511875,5.969166666666666,0.6119323747033366,3.6527263333333333
10,70.037,151.32,197.35023348238866,111.2905,2.549405857771298,80.0,55.0,0.3352177881136935,0.3352177881136935,0.078,5,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.9,25.0,6,5,488,1.31,303.15,353.15,1000000,4500000,4500000,1000000,298.15,418.15,358.15,298.15,1490,1710,650,650,0.9,25.0,6,1.0,138.8232371099993,41.908156347717316,53.302499999999995,14.262923259328746,1.85116218469877,69.41161855499965,69.41161855499965,1.0,153.45,48.05,57.988,15.762,1.9,76.725,76.725,-90.94298830455101,1.0916080431663089,92.03459634771731,146.13661855499964,0.0,3.75116218469877,0.0,3.75116218469877,0.0,0.0,2.549405857771298,0.0,146.13661855499964,0.0,111.2905,0.0,-0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,19.422000000000214,-0.0,1.0,0.07644,1.0,2.473907276279058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0916080431663089,3.75116218469877,3.588610900456842,0.9824472388496781,0.649742374547088,4.465669267498537,0.15593816989130113,0.0,0.0,0.0,3250.0,1.0,1.0,2.473907276279058,3.588610900456842,0.0,0.0,2.549405857771298,2.475788341392004,16.8041056831825,9.7859375,0.6436288679546543,6.298511875,5.969166666666666,0.6119323747033366,3.6527263333333333
