t,gas_price,power_price,hydrogen_price,heat_demand,local_heat_demand,supply_temperature,return_temperature,solar_thermal_heat_profile,normalized_solar_thermal_heat_profile,normalized_pv_profile,heatpump_s1.delta_T_min,heatpump_s1.R,heatpump_s1.k,heatpump_s1.T_q,heatpump_s1.T_k,heatpump_s1.p1,heatpump_s1.p2,heatpump_s1.p3,heatpump_s1.p4,heatpump_s1.T1,heatpump_s1.T2,heatpump_s1.T3,heatpump_s1.T4,heatpump_s1.h1,heatpump_s1.h2,heatpump_s1.h3,heatpump_s1.h4,heatpump_s1.electrical_efficiency_compressor,heatpump_s1.n,heatpump_s1.z,heatpump_s2.delta_T_min,heatpump_s2.R,heatpump_s2.k,heatpump_s2.T_q,heatpump_s2.T_k,heatpump_s2.p1,heatpump_s2.p2,heatpump_s2.p3,heatpump_s2.p4,heatpump_s2.T1,heatpump_s2.T2,heatpump_s2.T3,heatpump_s2.T4,heatpump_s2.h1,heatpump_s2.h2,heatpump_s2.h3,heatpump_s2.h4,heatpump_s2.electrical_efficiency_compressor,heatpump_s2.n,heatpump_s2.z,chp_1.bin,chp_1.gas,chp_1.power,chp_1.heat,chp_1.co2,chp_1.waste_heat,chp_1.hydrogen,chp_1.natural_gas,chp_2.bin,chp_2.gas,chp_2.power,chp_2.heat,chp_2.co2,chp_2.waste_heat,chp_2.hydrogen,chp_2.natural_gas,electrical_grid.power_balance,electrical_grid.power_supply,electrical_grid.power_feedin,hydrogen_grid.hydrogen_supply,waste_heat_grid.heat_balance,waste_heat_grid.heat_supply,waste_heat_grid.heat_dissipation,waste_heat_grid.heat_feedin,local_heat_grid.heat_balance,local_heat_grid.Z1_heat_feedin,local_heat_grid.Z2_heat_feedin,local_heat_grid.district_heat_feedin,ngas_grid.ngas_supply,heat_grid.heat_balance,heat_grid.heat_feedin,heat_grid.heat_supply,heat_grid.excess_heat_feedin,heat_grid.FW_to_NW,heat_grid.bin_excess_active,heat_grid.bin_FW_to_NW_active,battery_storage.power_balance,battery_storage.power_charging,battery_storage.power_discharging,battery_storage.power_content,battery_storage.bin_discharge,battery_storage.bin_charge,battery_storage.bin_switch,heat_storage.heat_balance,heat_storage.heat_charging,heat_storage.heat_discharging,heat_storage.heat_content,heat_storage.bin_charge,heat_storage.bin_discharge,pv.power,solar_thermal.bin,solar_thermal.heat,heatpump_s1.power,heatpump_s1.heat_input,heatpump_s1.heat,heatpump_s1.capacity_compressor,heatpump_s1.volume_flow,heatpump_s1.massflow_refigerant,heatpump_s1.swept_volume,heatpump_s2.power,heatpump_s2.heat_input,heatpump_s2.heat,heatpump_s2.capacity_compressor,heatpump_s2.volume_flow,heatpump_s2.massflow_refigerant,heatpump_s2.swept_volume,geo_heat_storage.heat_balance,geo_heat_storage.heat_charging,geo_heat_storage.heat_discharging,geo_heat_storage.heat_content,geo_heat_storage.bin_charge,geo_heat_storage.bin_discharge,stratified_storage.Q_dot_ST,stratified_storage.Q_dot_WP,stratified_storage.Q_dot_Z1_FW,stratified_storage.Q_dot_Z1_NW,stratified_storage.Q_dot_Z2_NW,stratified_storage.U_Z1,stratified_storage.U_Z2,heatpump_s1.ideal_cop,heatpump_s1.d,heatpump_s1.real_cop,heatpump_s2.ideal_cop,heatpump_s2.d,heatpump_s2.real_cop
42,70.037,199.29,197.35023348238866,85.77499999999999,2.3176453442320604,80.0,55.0,0.0,0.0,0.0,5,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.9,25.0,6,5,488,1.31,303.15,353.15,1000000,4500000,4500000,1000000,298.15,418.15,358.15,298.15,1490,1710,650,650,0.9,25.0,6,1.0,153.45,48.05,57.988,15.762,1.9,38.757249766136574,114.69275023386342,1.0,153.45,48.05,57.988,15.762,1.9,38.757249766136574,114.69275023386342,-95.50343915343915,0.5965608465608465,96.1,77.51449953227315,0.0,2.05,1.75,3.8,0.0,0.0,2.3176453442320604,0.0,229.38550046772684,0.0,115.976,30.201000000000008,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,-30.201000000000008,30.201000000000008,0.0,138.846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5965608465608465,2.05,2.5869047619047616,0.5369047619047618,0.3550824523809524,2.4404761904761907,0.08521978857142856,0.0,0.0,0.0,3248.9882926829255,1.0,1.0,-0.0,2.5869047619047616,0.0,0.0,2.3176453442320604,0.0,22.444140042358622,9.7859375,0.6436288679546543,6.298511875,5.969166666666666,0.6119323747033366,3.6527263333333333
43,70.037,199.29,197.35023348238866,99.0625,2.3084270656065384,80.0,55.0,0.0,0.0,0.0,5,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.9,25.0,6,5,488,1.31,303.15,353.15,1000000,4500000,4500000,1000000,298.15,418.15,358.15,298.15,1490,1710,650,650,0.9,25.0,6,1.0,153.45,48.05,57.988,15.762,1.9,38.757249766136574,114.69275023386342,1.0,153.45,48.05,57.988,15.762,1.9,38.757249766136574,114.69275023386342,-97.50343915343915,0.5965608465608465,98.1,77.51449953227315,0.0,2.05,1.75,3.8,0.0,0.0,2.3084270656065384,0.0,229.38550046772684,0.0,115.976,16.9135,0.0,0.0,-0.0,-0.0,2.0,0.0,2.0,4.0,1.0,-0.0,1.0,-16.9135,16.9135,0.0,155.7595,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5965608465608465,2.05,2.5869047619047616,0.5369047619047618,0.3550824523809524,2.4404761904761907,0.08521978857142856,0.0,0.0,0.0,3248.9882926829255,1.0,1.0,-0.0,2.5869047619047616,0.0,0.0,2.3084270656065384,0.0,22.722617738656844,9.7859375,0.6436288679546543,6.298511875,5.969166666666666,0.6119323747033366,3.6527263333333333
44,70.037,199.29,197.35023348238866,92.3195,2.4727344197920864,80.0,55.0,0.0,0.0,0.0,5,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.9,25.0,6,5,488,1.31,303.15,353.15,1000000,4500000,4500000,1000000,298.15,418.15,358.15,298.15,1490,1710,650,650,0.9,25.0,6,1.0,153.45,48.05,57.988,15.762,1.9,38.757249766136574,114.69275023386342,1.0,153.45,48.05,57.988,15.762,1.9,38.757249766136574,114.69275023386342,-99.50343915343915,0.5965608465608465,100.1,77.51449953227315,0.0,2.05,1.75,3.8,0.0,0.0,2.4727344197920864,0.0,229.38550046772684,0.0,115.976,23.65649999999999,0.0,0.0,-0.0,-0.0,4.0,0.0,4.0,0.0,1.0,-0.0,0.0,-23.65649999999999,23.65649999999999,0.0,179.416,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5965608465608465,2.05,2.5869047619047616,0.5369047619047618,0.3550824523809524,2.4404761904761907,0.08521978857142856,0.0,0.0,0.0,3248.9882926829255,1.0,1.0,-0.0,2.5869047619047616,0.0,0.0,2.4727344197920864,0.0,22.83678808076952,9.7859375,0.6436288679546543,6.298511875,5.969166666666666,0.6119323747033366,3.6527263333333333
45,70.037,135.45,197.35023348238866,93.0215,2.549531731529508,80.0,55.0,0.0,0.0,0.0,5,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.9,25.0,6,5,488,1.31,303.15,353.15,1000000,4500000,4500000,1000000,298.15,418.15,358.15,298.15,1490,1710,650,650,0.9,25.0,6,1.0,153.45,48.05,57.988,15.762,1.9,38.757249766136574,114.69275023386342,1.0,153.45,48.05,57.988,15.762,1.9,38.757249766136574,114.69275023386342,-95.50343915343915,0.5965608465608465,96.1,77.51449953227315,0.0,2.05,1.75,3.8,0.0,0.0,2.549531731529508,0.0,229.38550046772684,0.0,115.976,22.954499999999992,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-22.954499999999992,22.954499999999992,0.0,202.3705,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5965608465608465,2.05,2.5869047619047616,0.5369047619047618,0.3550824523809524,2.4404761904761907,0.08521978857142856,0.0,0.0,0.0,3248.9882926829255,1.0,1.0,-0.0,2.5869047619047616,0.0,0.0,2.549531731529508,0.0,22.874161111144772,9.7859375,0.6436288679546543,6.298511875,5.969166666666666,0.6119323747033366,3.6527263333333333
46,70.037,127.22,197.35023348238866,85.6655,2.2032450069980385,80.0,55.0,0.0,0.0,0.0,5,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.9,25.0,6,5,488,1.31,303.15,353.15,1000000,4500000,4500000,1000000,298.15,418.15,358.15,298.15,1490,1710,650,650,0.9,25.0,6,1.0,153.45,48.05,57.988,15.762,1.9,38.757249766136574,114.69275023386342,1.0,153.45,48.05,57.988,15.762,1.9,38.757249766136574,114.69275023386342,-95.50343915343915,0.5965608465608465,96.1,77.51449953227315,0.0,2.05,1.75,3.8,0.0,0.0,2.2032450069980385,0.0,229.38550046772684,0.0,115.976,30.310499999999998,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,-0.0,1.0,-30.310499999999998,30.310499999999998,0.0,232.68099999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5965608465608465,2.05,2.5869047619047616,0.5369047619047618,0.3550824523809524,2.4404761904761907,0.08521978857142856,0.0,0.0,0.0,3248.9882926829255,1.0,1.0,-0.0,2.5869047619047616,0.0,0.0,2.2032450069980385,0.0,23.257820866051496,9.7859375,0.6436288679546543,6.298511875,5.969166666666666,0.6119323747033366,3.6527263333333333
47,70.037,122.43,197.35023348238866,88.23649999999999,2.100091833667525,80.0,55.0,0.0,0.0,0.0,5,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.9,25.0,6,5,488,1.31,303.15,353.15,1000000,4500000,4500000,1000000,298.15,418.15,358.15,298.15,1490,1710,650,650,0.9,25.0,6,1.0,153.45,48.05,57.988,15.762,1.9,38.757249766136574,114.69275023386342,1.0,153.45,48.05,57.988,15.762,1.9,38.757249766136574,114.69275023386342,-95.50343915343915,0.5965608465608465,96.1,77.51449953227315,0.0,2.05,1.75,3.8,0.0,0.0,2.100091833667525,0.0,229.38550046772684,0.0,115.976,27.739500000000014,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-27.739500000000014,27.739500000000014,0.0,260.4205,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5965608465608465,2.05,2.5869047619047616,0.5369047619047618,0.3550824523809524,2.4404761904761907,0.08521978857142856,0.0,0.0,0.0,3248.9882926829255,1.0,1.0,-0.0,2.5869047619047616,0.0,0.0,2.100091833667525,0.0,23.74463379428873,9.7859375,0.6436288679546543,6.298511875,5.969166666666666,0.6119323747033366,3.6527263333333333
48,70.037,113.79,197.35023348238866,88.9615,1.7857757129989875,80.0,55.0,0.0,0.0,0.0,5,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.9,25.0,6,5,488,1.31,303.15,353.15,1000000,4500000,4500000,1000000,298.15,418.15,358.15,298.15,1490,1710,650,650,0.9,25.0,6,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40662716699583057,0.40662716699583057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7857757129989875,0.0,0.0,0.0,88.9615,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,-0.0,1.0,88.9615,0.0,88.9615,171.459,-0.0,1.0,0.0,0.0,0.0,0.12621607782898106,0.85,0.9635944700460829,0.11359447004608295,0.19542692919983243,0.783410138248848,0.046902463007959784,0.2804110891668495,0.9635944700460828,1.2159644502962472,0.2523699802501645,0.16690511586570111,1.1471362738643842,0.04005722780776826,0.85,0.0,0.85,3248.1382926829256,1.0,1.0,-0.0,1.2159644502962472,0.0,0.0,1.7857757129989875,0.0,23.174822531585992,9.7859375,0.6436288679546543,6.298511875,5.969166666666666,0.6119323747033366,3.6527263333333333
49,70.037,112.77,189.13813527585262,86.45899999999999,1.3878085827297888,80.0,55.0,0.0,0.0,0.0,5,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.9,25.0,6,5,488,1.31,303.15,353.15,1000000,4500000,4500000,1000000,298.15,418.15,358.15,298.15,1490,1710,650,650,0.9,25.0,6,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,153.45,48.05,57.988,15.762,1.9,38.757249766136574,114.69275023386342,-47.43379145696218,0.6162085430378114,48.05,38.757249766136574,0.0,1.9,0.0,1.9,0.0,0.0,1.3878085827297888,0.0,114.69275023386342,0.0,86.45899999999999,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,28.47099999999999,0.0,28.47099999999999,142.988,-0.0,1.0,0.0,0.0,0.0,0.019647696476964818,0.13231707317073202,0.15,0.017682926829268336,0.03042155210643023,0.12195121951219542,0.007301172505543255,0.5965608465608465,2.05,2.5869047619047616,0.5369047619047618,0.3550824523809524,2.4404761904761907,0.08521978857142856,0.13231707317073202,0.0,0.13231707317073202,3248.005975609755,1.0,1.0,-0.0,2.5869047619047616,0.0,0.0,1.3878085827297888,0.0,24.373918710760965,9.7859375,0.6436288679546543,6.298511875,5.969166666666666,0.6119323747033366,3.6527263333333333
50,70.037,112.77,189.13813527585262,85.647,1.3088508373087646,80.0,55.0,0.0,0.0,0.0,5,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.9,25.0,6,5,488,1.31,303.15,353.15,1000000,4500000,4500000,1000000,298.15,418.15,358.15,298.15,1490,1710,650,650,0.9,25.0,6,1.0,153.45,48.05,57.988,15.762,1.9,38.757249766136574,114.69275023386342,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.43379145696218,2.6162085430378115,48.05,38.757249766136574,0.0,1.9,0.0,1.9,0.0,0.0,1.3088508373087646,0.0,114.69275023386342,0.0,85.647,0.0,0.0,0.0,-0.0,-0.0,-2.0,2.0,0.0,2.0,0.0,1.0,1.0,27.659000000000006,0.0,27.659000000000006,115.329,-0.0,1.0,0.0,0.0,0.0,0.019647696476964818,0.13231707317073202,0.15,0.017682926829268336,0.03042155210643023,0.12195121951219542,0.007301172505543255,0.5965608465608465,2.05,2.5869047619047616,0.5369047619047618,0.3550824523809524,2.4404761904761907,0.08521978857142856,0.13231707317073202,0.0,0.13231707317073202,3247.873658536584,1.0,1.0,-0.0,2.5869047619047616,0.0,0.0,1.3088508373087646,0.0,25.651972635356962,9.7859375,0.6436288679546543,6.298511875,5.969166666666666,0.6119323747033366,3.6527263333333333
51,70.037,112.77,189.13813527585262,85.82000000000001,1.1300471776285026,80.0,55.0,0.0,0.0,0.0,5,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.9,25.0,6,5,488,1.31,303.15,353.15,1000000,4500000,4500000,1000000,298.15,418.15,358.15,298.15,1490,1710,650,650,0.9,25.0,6,1.0,81.87688760640398,17.996127565297442,35.06045132486193,8.426570496316833,1.6610220067215127,20.679850003488376,61.197037602915614,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.348616575082232,0.6475109902152103,17.996127565297442,20.679850003488376,0.0,1.6610220067215127,0.0,1.6610220067215127,0.0,0.0,1.1300471776285026,0.0,61.197037602915614,0.0,85.82000000000001,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,2.0,1.0,-0.0,1.0,50.75954867513808,0.0,50.75954867513808,64.56945132486192,-0.0,1.0,0.0,0.0,0.0,0.050950143654363775,0.34312286398956016,0.3889779932784876,0.0458551292889274,0.07888876193850766,0.31624227095812,0.01893330286524184,0.5965608465608465,2.05,2.5869047619047616,0.5369047619047618,0.3550824523809524,2.4404761904761907,0.08521978857142856,0.34312286398956016,0.0,0.34312286398956016,3247.5305356725944,1.0,1.0,-0.0,2.5869047619047616,0.0,0.0,1.1300471776285026,0.0,27.108830219633223,9.7859375,0.6436288679546543,6.298511875,5.969166666666666,0.6119323747033366,3.6527263333333333
52,70.037,112.77,189.13813527585262,85.521,1.150090300798961,80.0,55.0,0.0,0.0,0.0,5,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.9,25.0,6,5,488,1.31,303.15,353.15,1000000,4500000,4500000,1000000,298.15,418.15,358.15,298.15,1490,1710,650,650,0.9,25.0,6,1.0,153.45,48.05,57.988,15.762,1.9,38.757249766136574,114.69275023386342,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.43379145696218,4.6162085430378115,48.05,38.757249766136574,0.0,1.9,0.0,1.9,0.0,0.0,1.150090300798961,0.0,114.69275023386342,0.0,85.521,0.0,0.0,0.0,-0.0,-0.0,-4.0,4.0,0.0,6.0,0.0,1.0,1.0,27.533,0.0,27.533,37.036451324861915,-0.0,1.0,0.0,0.0,0.0,0.019647696476964818,0.13231707317073202,0.15,0.017682926829268336,0.03042155210643023,0.12195121951219542,0.007301172505543255,0.5965608465608465,2.05,2.5869047619047616,0.5369047619047618,0.3550824523809524,2.4404761904761907,0.08521978857142856,0.13231707317073202,0.0,0.13231707317073202,3247.3982185994237,1.0,1.0,-0.0,2.5869047619047616,0.0,0.0,1.150090300798961,0.0,28.545644680739024,9.7859375,0.6436288679546543,6.298511875,5.969166666666666,0.6119323747033366,3.6527263333333333
53,70.037,112.77,189.13813527585262,87.40400000000001,1.3036402338531188,80.0,55.0,0.0,0.0,0.0,5,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.9,25.0,6,5,488,1.31,303.15,353.15,1000000,4500000,4500000,1000000,298.15,418.15,358.15,298.15,1490,1710,650,650,0.9,25.0,6,1.0,153.45,48.05,57.988,15.762,1.9,38.757249766136574,114.69275023386342,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.43379145696218,0.6162085430378114,48.05,38.757249766136574,0.0,1.9,0.0,1.9,0.0,0.0,1.3036402338531188,0.0,114.69275023386342,0.0,87.40400000000001,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,6.0,1.0,-0.0,1.0,29.41600000000001,0.0,29.41600000000001,7.6204513248619,-0.0,1.0,0.0,0.0,0.0,0.019647696476964818,0.13231707317073202,0.15,0.017682926829268336,0.03042155210643023,0.12195121951219542,0.007301172505543255,0.5965608465608465,2.05,2.5869047619047616,0.5369047619047618,0.3550824523809524,2.4404761904761907,0.08521978857142856,0.13231707317073202,0.0,0.13231707317073202,3247.265901526253,1.0,1.0,-0.0,2.5869047619047616,0.0,0.0,1.3036402338531188,0.0,29.828909208790666,9.7859375,0.6436288679546543,6.298511875,5.969166666666666,0.6119323747033366,3.6527263333333333
54,70.037,117.0,189.13813527585262,93.652,1.596030652917935,80.0,55.0,0.0,0.0,0.0,5,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.9,25.0,6,5,488,1.31,303.15,353.15,1000000,4500000,4500000,1000000,298.15,418.15,358.15,298.15,1490,1710,650,650,0.9,25.0,6,1.0,153.45,48.05,57.988,15.762,1.9,38.757249766136574,114.69275023386342,1.0,153.45,48.05,57.988,15.762,1.9,38.757249766136574,114.69275023386342,-95.50343915343915,0.5965608465608465,96.1,77.51449953227315,0.0,2.05,1.75,3.8,0.0,0.0,1.596030652917935,0.0,229.38550046772684,0.0,115.976,22.324,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,-22.324,22.324,0.0,29.9444513248619,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5965608465608465,2.05,2.5869047619047616,0.5369047619047618,0.3550824523809524,2.4404761904761907,0.08521978857142856,0.0,0.0,0.0,3247.265901526253,1.0,1.0,-0.0,2.5869047619047616,0.0,0.0,1.596030652917935,0.0,30.819783317777492,9.7859375,0.6436288679546543,6.298511875,5.969166666666666,0.6119323747033366,3.6527263333333333
55,70.037,128.42,189.13813527585262,99.317,1.7454510292793801,80.0,55.0,0.0,0.0,0.0,5,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.9,25.0,6,5,488,1.31,303.15,353.15,1000000,4500000,4500000,1000000,298.15,418.15,358.15,298.15,1490,1710,650,650,0.9,25.0,6,1.0,153.45,48.05,57.988,15.762,1.9,38.757249766136574,114.69275023386342,1.0,153.45,48.05,57.988,15.762,1.9,38.757249766136574,114.69275023386342,-95.50343915343915,0.5965608465608465,96.1,77.51449953227315,0.0,2.05,1.75,3.8,0.0,0.0,1.7454510292793801,0.0,229.38550046772684,0.0,115.976,16.659000000000006,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,6.0,1.0,-0.0,1.0,-16.659000000000006,16.659000000000006,0.0,46.60345132486191,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5965608465608465,2.05,2.5869047619047616,0.5369047619047618,0.3550824523809524,2.4404761904761907,0.08521978857142856,0.0,0.0,0.0,3247.265901526253,1.0,1.0,-0.0,2.5869047619047616,0.0,0.0,1.7454510292793801,0.0,31.661237050402875,9.7859375,0.6436288679546543,6.298511875,5.969166666666666,0.6119323747033366,3.6527263333333333
56,70.037,147.22,189.13813527585262,98.47749999999999,1.8220872162522679,80.0,55.0,0.0,0.0,0.0,5,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.9,25.0,6,5,488,1.31,303.15,353.15,1000000,4500000,4500000,1000000,298.15,418.15,358.15,298.15,1490,1710,650,650,0.9,25.0,6,1.0,153.45,48.05,57.988,15.762,1.9,38.757249766136574,114.69275023386342,1.0,153.45,48.05,57.988,15.762,1.9,38.757249766136574,114.69275023386342,-95.50343915343915,0.5965608465608465,96.1,77.51449953227315,0.0,2.05,1.75,3.8,0.0,0.0,1.8220872162522679,0.0,229.38550046772684,0.0,115.976,17.498500000000003,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,-17.498500000000003,17.498500000000003,0.0,64.10195132486191,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5965608465608465,2.05,2.5869047619047616,0.5369047619047618,0.3550824523809524,2.4404761904761907,0.08521978857142856,0.0,0.0,0.0,3247.265901526253,1.0,1.0,-0.0,2.5869047619047616,0.0,0.0,1.8220872162522679,0.0,32.426054596055366,9.7859375,0.6436288679546543,6.298511875,5.969166666666666,0.6119323747033366,3.6527263333333333
57,70.037,232.55,189.13813527585262,102.96199999999999,1.9921298714443232,80.0,55.0,0.0178291003443933,0.0178291003443933,0.018,5,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.9,25.0,6,5,488,1.31,303.15,353.15,1000000,4500000,4500000,1000000,298.15,418.15,358.15,298.15,1490,1710,650,650,0.9,25.0,6,1.0,153.45,48.05,57.988,15.762,1.9,38.757249766136574,114.69275023386342,1.0,153.45,48.05,57.988,15.762,1.9,38.757249766136574,114.69275023386342,-95.52107915343915,0.5965608465608465,96.11764,77.51449953227315,0.0,2.05,1.75,3.8,0.0,0.0,1.9921298714443232,0.0,229.38550046772684,0.0,115.976,13.014000000000014,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,6.0,1.0,-0.0,1.0,-13.014000000000014,13.014000000000014,0.0,77.11595132486192,1.0,0.0,0.01764,1.0,0.13157876054162254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5965608465608465,2.05,2.5869047619047616,0.5369047619047618,0.3550824523809524,2.4404761904761907,0.08521978857142856,0.0,0.0,0.0,3247.265901526253,1.0,1.0,0.13157876054162254,2.5869047619047616,0.0,0.0,1.9921298714443232,0.13157876054162254,33.0208294865158,9.7859375,0.6436288679546543,6.298511875,5.969166666666666,0.6119323747033366,3.6527263333333333
58,70.037,239.71,189.13813527585262,106.52199999999999,1.971092550291168,80.0,55.0,0.2026774050491872,0.2026774050491872,0.042,5,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.9,25.0,6,5,488,1.31,303.15,353.15,1000000,4500000,4500000,1000000,298.15,418.15,358.15,298.15,1490,1710,650,650,0.9,25.0,6,1.0,153.45,48.05,57.988,15.762,1.9,38.757249766136574,114.69275023386342,1.0,153.45,48.05,57.988,15.762,1.9,38.757249766136574,114.69275023386342,-97.54459915343914,0.5965608465608465,98.14115999999999,77.51449953227315,0.0,2.05,1.75,3.8,0.0,0.0,1.971092550291168,0.0,229.38550046772684,0.0,115.976,9.454,0.0,0.0,-0.0,-0.0,2.0,0.0,2.0,4.0,1.0,0.0,0.0,-9.454,9.454,0.0,86.56995132486193,1.0,0.0,0.04116,1.0,1.4957592492630014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5965608465608465,2.05,2.5869047619047616,0.5369047619047618,0.3550824523809524,2.4404761904761907,0.08521978857142856,0.0,0.0,0.0,3247.265901526253,1.0,1.0,1.4957592492630014,2.5869047619047616,0.0,0.0,1.971092550291168,1.627338009804624,33.636641698129395,9.7859375,0.6436288679546543,6.298511875,5.969166666666666,0.6119323747033366,3.6527263333333333
59,70.037,250.02,189.13813527585262,91.46849999999999,1.993608841595914,80.0,55.0,1.0,1.0,0.018,5,488,1.31,289.15,308.15,550000.0,1600000,1600000,550000.0,281.15,358.15,313.15,281.15,1480,1625,395,395,0.9,25.0,6,5,488,1.31,303.15,353.15,1000000,4500000,4500000,1000000,298.15,418.15,358.15,298.15,1490,1710,650,650,0.9,25.0,6,1.0,153.45,48.05,57.988,15.762,1.9,38.757249766136574,114.69275023386342,1.0,153.45,48.05,57.988,15.762,1.9,38.757249766136574,114.69275023386342,-99.52107915343915,0.5965608465608465,100.11764,77.51449953227315,0.0,2.05,1.75,3.8,0.0,0.0,1.993608841595914,0.0,229.38550046772684,0.0,115.976,24.507500000000007,0.0,0.0,-0.0,-0.0,4.0,0.0,4.0,0.0,1.0,-0.0,0.0,-24.507500000000007,24.507500000000007,0.0,111.07745132486194,1.0,0.0,0.01764,1.0,7.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5965608465608465,2.05,2.5869047619047616,0.5369047619047618,0.3550824523809524,2.4404761904761907,0.08521978857142856,0.0,0.0,0.0,3247.265901526253,1.0,1.0,7.38,2.5869047619047616,0.0,0.0,1.993608841595914,9.007338009804624,34.22993761843824,9.7859375,0.6436288679546543,6.298511875,5.969166666666666,0.6119323747033366,3.6527263333333333
