t,gas_price,power_price,heat_demand,local_heat_demand,solar_thermal_heat_profile,heatpump_s1.delta_T_min,heatpump_s1.R,heatpump_s1.k,heatpump_s1.T_q,heatpump_s1.T_k,heatpump_s1.p1,heatpump_s1.p2,heatpump_s1.p3,heatpump_s1.p4,heatpump_s1.T1,heatpump_s1.T2,heatpump_s1.T3,heatpump_s1.T4,heatpump_s1.h1,heatpump_s1.h2,heatpump_s1.h3,heatpump_s1.h4,heatpump_s1.max_volume_flow_compressor,heatpump_s1.electrical_efficiency_compressor,heatpump_s1.n,heatpump_s1.z,heatpump_s2.delta_T_min,heatpump_s2.R,heatpump_s2.k,heatpump_s2.T_q,heatpump_s2.T_k,heatpump_s2.p1,heatpump_s2.p2,heatpump_s2.p3,heatpump_s2.p4,heatpump_s2.T1,heatpump_s2.T2,heatpump_s2.T3,heatpump_s2.T4,heatpump_s2.h1,heatpump_s2.h2,heatpump_s2.h3,heatpump_s2.h4,heatpump_s2.max_volume_flow_compressor,heatpump_s2.electrical_efficiency_compressor,heatpump_s2.n,heatpump_s2.z,chp_1.bin,chp_1.gas,chp_1.power,chp_1.heat,chp_1.co2,chp_1.waste_heat,chp_1.natural_gas,chp_1.hydrogen,chp_2.bin,chp_2.gas,chp_2.power,chp_2.heat,chp_2.co2,chp_2.waste_heat,chp_2.natural_gas,chp_2.hydrogen,electrical_grid.power_balance,electrical_grid.power_supply,electrical_grid.power_feedin,hydrogen_grid.hydrogen_balance,hydrogen_grid.hydrogen_supply,hydrogen_grid.hydrogen_feedin,waste_heat_grid.heat_balance,waste_heat_grid.heat_supply,waste_heat_grid.heat_feedin,local_heat_grid.heat_balance,local_heat_grid.heat_feedin,local_heat_grid.district_heat_feedin,ngas_grid.ngas_balance,heat_grid.heat_balance,heat_grid.heat_feedin,heat_grid.heat_supply,heat_grid.excess_heat_feedin,heat_grid.heat_grid_to_local,battery_storage.power_balance,battery_storage.power_charging,battery_storage.power_discharging,battery_storage.power_content,battery_storage.bin_discharge,battery_storage.bin_charge,battery_storage.bin_switch,heat_storage.heat_balance,heat_storage.heat_charging,heat_storage.heat_discharging,heat_storage.heat_content,heat_storage.bin_charge,heat_storage.bin_discharge,pv.power,solar_thermal.bin,solar_thermal.heat,heatpump_s1.power,heatpump_s1.heat_input,heatpump_s1.heat,heatpump_s1.capacity_compressor,heatpump_s1.volume_flow,heatpump_s1.massflow_refigerant,heatpump_s1.swept_volume,heatpump_s2.power,heatpump_s2.heat_input,heatpump_s2.heat,heatpump_s2.capacity_compressor,heatpump_s2.volume_flow,heatpump_s2.massflow_refigerant,heatpump_s2.swept_volume,local_heat_storage.heat_balance,local_heat_storage.heat_charging,local_heat_storage.heat_discharging,local_heat_storage.excess_heat_discharging,local_heat_storage.heat_content,local_heat_storage.bin_charge,local_heat_storage.bin_discharge,geo_heat_storage.heat_balance,geo_heat_storage.heat_charging,geo_heat_storage.heat_discharging,geo_heat_storage.heat_content,geo_heat_storage.bin_charge,geo_heat_storage.bin_discharge,heatpump_s1.ideal_cop,heatpump_s1.d,heatpump_s1.real_cop,heatpump_s2.ideal_cop,heatpump_s2.d,heatpump_s2.real_cop
1,70.037,114.12,96.554,1.3225777158149064,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,0.0,1.9,0.0,156.328,1.0,156.328,62.424,82.0,0.0,1.9,0.0,156.328,-122.88301150435417,1.9649884956458203,124.848,-9687.344,312.656,10000.0,0.0,5.088886584289496,5.088886584289496,0.0,1.3225777158149064,0.0,0.0,0.0,164.0,70.6265378993442,3.180537899344201,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-70.6265378993442,70.6265378993442,0.0,70.6265378993442,1.0,0.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,1.7028525733157232,4.238886584289497,4.503115615159107,1447.4246873183647,0.08909833174640307,5.169373883279874,0.021383599619136735,0.0,4.503115615159107,1.3225777158149064,3.180537899344201,0.0,1.0,1.0,0.0,0.85,0.85,0.0,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
2,70.037,113.79,97.699,1.3748408683440645,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,64.794,13.410000000000004,41.3,0.0,1.6,0.0,64.794,1.0,98.75153970515973,31.593351007371016,56.399,0.0,1.7112948402948405,0.0,98.75153970515973,-43.23468596182197,1.768665045549056,45.00335100737102,-9836.45446029484,163.54553970515974,10000.0,0.0,4.600181424584337,4.600181424584337,0.0,1.3748408683440645,0.0,0.0,0.0,97.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70.6265378993442,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,1.506529123218959,3.750181424584337,3.9839472457968492,1280.5497547361153,0.07882610257023896,4.573391981200412,0.01891826461685735,-2.609106377452785,3.9839472457968492,1.3748408683440645,0.0,2.609106377452785,1.0,1.0,0.0,0.85,0.85,0.0,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
3,70.037,113.79,95.31750000000001,1.3690296776543576,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,64.794,13.410000000000004,41.3,0.0,1.6,0.0,64.794,1.0,93.39556375921379,28.725369656019677,54.01750000000001,0.0,1.6937407862407865,0.0,93.39556375921379,-40.37375645428,1.7616132017396797,42.13536965601968,-9841.810436240787,158.1895637592138,10000.0,0.0,4.5826273705302825,4.5826273705302825,0.0,1.3690296776543576,0.0,0.0,0.0,95.31750000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70.6265378993442,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,1.4994772794095828,3.732627370530283,3.965298967918141,1274.5556874981455,0.07845712904370036,4.551984598207662,0.018829710970488085,-2.596269290263784,3.965298967918141,1.3690296776543576,0.0,5.205375667716569,1.0,1.0,0.0,0.85,0.85,0.0,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
4,70.037,111.79,95.744,1.4204523757312997,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,94.35475911547914,29.238993022113032,54.444,0.0,1.6968845208845211,0.0,94.35475911547914,1.0,64.794,13.410000000000004,41.3,0.0,1.6,0.0,64.794,-40.88611691406023,1.7628761080528013,42.64899302211303,-9840.85124088452,159.14875911547915,10000.0,0.0,4.585771105174017,4.585771105174017,0.0,1.4204523757312997,0.0,0.0,0.0,95.744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70.6265378993442,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,1.5007401857227043,3.7357711051740177,3.9686386658040402,1275.6291578642988,0.0785232080733324,4.555818420943924,0.01884556993759978,-2.5481862900727412,3.9686386658040402,1.4204523757312997,0.0,7.7535619577893105,1.0,1.0,0.0,0.85,0.85,0.0,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
5,70.037,111.78,94.039,1.4651911424090494,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,64.794,13.410000000000004,41.3,0.0,1.6,0.0,64.794,1.0,90.5202266830467,27.185703832923846,52.739000000000004,0.0,1.6843169533169535,0.0,90.5202266830467,-38.837876389030185,1.7578274438936639,40.595703832923846,-9844.685773316953,155.31422668304668,10000.0,0.0,4.5732035376064495,4.5732035376064495,0.0,1.4651911424090494,0.0,0.0,0.0,94.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70.6265378993442,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,1.4956915215635667,3.72320353760645,3.955287704736143,1271.3377933290317,0.07825904688805074,4.5404921190322565,0.01878217125313218,-2.4900965623270945,3.955287704736143,1.4651911424090494,0.0,10.243658520116405,1.0,1.0,0.0,0.85,0.85,0.0,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
6,70.037,111.78,94.843,1.794257431193237,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,64.794,13.410000000000004,41.3,0.0,1.6,0.0,64.794,1.0,92.32841675675678,28.153941081081097,53.543000000000006,0.0,1.6902432432432435,0.0,92.32841675675678,-35.80373291813527,5.7602081629458315,41.5639410810811,-9842.877583243244,157.12241675675676,10000.0,0.0,4.57912982753274,4.57912982753274,0.0,1.794257431193237,0.0,0.0,0.0,94.843,0.0,0.0,0.0,-4.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,70.6265378993442,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,1.498072240615735,3.72912982753274,3.961583407198659,1273.3614045233746,0.07838361321823635,4.547719301869195,0.018812067172376722,-2.167325976005422,3.961583407198659,1.794257431193237,0.0,12.410984496121827,1.0,1.0,0.0,0.85,0.85,0.0,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
7,70.037,111.78,94.607,2.0578563910896768,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,86.3437374265348,24.949305943410938,50.88195111390266,0.0,1.670628632289209,0.0,86.3437374265348,1.0,64.794,13.410000000000004,41.3,0.0,1.6,0.0,64.794,-34.60697739462168,3.7523285487892615,38.359305943410945,-9848.862262573466,151.13773742653478,10000.0,0.0,4.559515216578705,4.559515216578705,0.0,2.0578563910896768,0.0,0.0,0.0,92.18195111390266,0.0,2.4250488860973425,0.0,-2.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,70.6265378993442,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,1.4901926264591643,3.7095152165787053,3.940746128560502,1266.6637324902897,0.07797132827521937,4.523799044608177,0.018713118786052647,0.5421591486265172,3.940746128560502,2.0578563910896768,2.4250488860973425,11.86882534749531,1.0,1.0,0.0,0.85,0.85,0.0,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
8,70.037,111.78,96.8815,2.085524903864958,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,96.91298823095826,30.60885604422606,55.581500000000005,0.0,1.705269041769042,0.0,96.91298823095826,1.0,64.794,13.410000000000004,41.3,0.0,1.6,0.0,64.794,-42.25261169248938,1.7662443517366837,44.01885604422606,-9838.293011769041,161.70698823095825,10000.0,0.0,4.594155626058538,4.594155626058538,0.0,2.085524903864958,0.0,0.0,0.0,96.8815,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,70.6265378993442,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,1.5041084294065865,3.7441556260585385,3.977545831912388,1278.4921649955986,0.0786994446412256,4.566043446412852,0.01888786671389414,-1.8920209280474296,3.977545831912388,2.085524903864958,0.0,13.76084627554274,1.0,1.0,0.0,0.85,0.85,0.0,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
9,70.037,151.32,104.853,2.5295032837296487,0.00040390471645443426,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,64.794,13.410000000000004,41.3,0.0,1.6,0.0,64.794,1.0,114.84083297297298,40.208735675675676,63.553,0.0,1.764027027027027,0.0,114.84083297297298,-56.02684696831169,1.789848707363995,57.81669567567568,-9820.365167027026,179.63483297297296,10000.0,0.0,4.652913611316524,4.652913611316524,0.0,2.5295032837296487,0.0,0.0,0.0,104.853,0.0,0.0,0.0,4.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,70.6265378993442,0.0,1.0,0.19796,1.0,0.00040390471645443426,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,1.5277127850338978,3.8029136113165243,4.03996646895212,1298.5558672788134,0.07993449501569647,4.637699525995761,0.019184278803767153,-1.510867089938925,4.0403703736685745,2.5295032837296487,0.0,15.271713365481665,1.0,1.0,0.0,0.85,0.85,0.0,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
10,70.037,151.32,111.2905,2.549405857771298,0.5312005470356951,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,64.794,13.410000000000004,41.3,0.0,1.6,0.0,64.794,1.0,129.31872302211303,47.96125717444718,69.9905,0.0,1.8114778869778871,0.0,129.31872302211303,-62.06018642865243,1.8089107457947562,63.869097174447184,-9805.887276977886,194.11272302211302,10000.0,0.0,4.700364471267384,4.700364471267384,0.0,2.549405857771298,0.0,0.0,0.0,111.2905,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70.6265378993442,0.0,1.0,0.49784,1.0,0.5312005470356951,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,1.5467748234646592,3.8503644712673837,4.0903751562685935,1314.7585999449605,0.08093187779003706,4.695566428374859,0.019423650669608893,-2.0721698455329918,4.621575703304289,2.549405857771298,0.0,17.343883211014656,1.0,1.0,0.0,0.85,0.85,0.0,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
