,power_price,gas_price,bhkw_bin,storage_bin,bhkw_gas,bhkw_power,bhkw_heat,plant_supply_power,storage_power,storage_energy
2333,121.72,50.98,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
2334,121.71,50.98,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
2335,121.71,50.98,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
2336,121.71,50.98,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
2337,120.71,50.98,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
2338,118.78,50.98,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
2339,99.92,50.98,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
2340,70.65,50.98,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,5.0
2341,69.76,50.98,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,5.0
2342,74.66,50.98,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
2343,119.29,50.98,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
2344,128.71,50.98,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
2345,149.49,50.98,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
2346,177.36,50.98,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
2347,177.36,50.98,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
2348,177.36,50.98,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
2349,169.89,50.98,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
2350,163.57,50.98,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
2351,147.9,50.98,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
2352,152.37,55.289,1.0,1.0,4.8,2.0,2.0,2.0,0.0,1.0
2353,134.8,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
2354,134.8,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
2355,134.8,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
2356,147.35,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
2357,172.4,55.289,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
2358,177.36,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
2359,177.36,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
2360,224.8,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
2361,210.36,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
2362,174.5,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
2363,166.73,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
2364,166.73,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
2365,166.73,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
2366,171.55,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
2367,173.2,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
2368,195.29,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
2369,224.57,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
2370,228.75,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
2371,233.39,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
2372,182.33,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
2373,180.08,55.289,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
2374,175.59,55.289,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
2375,163.77,55.289,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
2376,142.74,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
2377,136.81,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
2378,136.58,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
2379,136.58,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
2380,144.83,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
2381,180.06,55.289,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
2382,180.08,55.289,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
2383,186.0,55.289,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
2384,228.75,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
2385,225.31,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
2386,210.75,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
2387,201.09,55.289,1.0,1.0,4.8,2.0,2.0,2.0,0.0,2.0
2388,182.99,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
2389,177.32,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
2390,182.99,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
2391,201.09,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
2392,218.99,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
2393,224.8,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
2394,228.75,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
2395,228.75,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
2396,178.28,55.289,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
2397,162.29,55.289,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
2398,145.33,55.289,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
2399,130.72,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
2400,128.04,55.289,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2401,128.04,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
2402,128.04,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
2403,128.04,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
2404,129.08,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
2405,160.97,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
2406,173.02,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
2407,173.02,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
2408,184.21,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
2409,155.95,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
2410,150.2,55.289,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
2411,113.59,55.289,1.0,1.0,2.5,1.0,1.0,0.0,1.0,1.0
2412,94.23,55.289,1.0,1.0,2.5,1.0,1.0,0.0,1.0,2.0
2413,94.23,55.289,1.0,1.0,2.5,1.0,1.0,0.0,1.0,3.0
2414,94.23,55.289,1.0,1.0,2.5,1.0,1.0,0.0,1.0,4.0
2415,123.33,55.289,1.0,1.0,2.5,1.0,1.0,0.0,1.0,5.0
2416,155.67,55.289,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
2417,169.52,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
2418,210.36,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
2419,217.07,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
2420,165.6,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
2421,157.1,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
2422,130.72,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
2423,122.55,55.289,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,1.0
2424,120.65,55.289,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2425,120.54,55.289,1.0,1.0,2.5,1.0,1.0,0.0,1.0,2.0
2426,120.64,55.289,1.0,1.0,2.5,1.0,1.0,0.0,1.0,3.0
2427,122.55,55.289,1.0,1.0,2.5,1.0,1.0,0.0,1.0,4.0
2428,123.54,55.289,1.0,1.0,2.5,1.0,1.0,0.0,1.0,5.0
2429,157.17,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
2430,165.6,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
2431,169.32,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
2432,184.24,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
2433,155.67,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
2434,155.67,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
2435,154.71,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
2436,154.71,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
2437,150.08,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
2438,155.67,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
2439,161.08,55.289,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
2440,161.08,55.289,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
2441,185.96,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
2442,222.33,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
2443,228.33,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
2444,179.75,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
2445,174.34,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
2446,161.92,55.289,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
2447,141.76,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
2448,135.21,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
2449,134.11,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
2450,133.41,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
2451,134.16,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
2452,152.61,55.289,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
2453,179.75,55.289,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
2454,180.3,55.289,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
2455,180.52,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
2456,228.33,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
2457,218.51,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
2458,184.21,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
2459,171.99,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
2460,171.99,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
2461,171.66,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
2462,175.49,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
2463,180.54,55.289,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
2464,212.24,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
2465,228.33,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
2466,228.75,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
2467,236.1,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
2468,184.18,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
2469,180.06,55.289,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
2470,176.17,55.289,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
2471,163.77,55.289,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
2472,158.46,55.289,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
2473,155.6,55.289,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
2474,143.07,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
2475,141.58,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
2476,143.07,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
2477,165.6,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
2478,172.43,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
2479,165.6,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
2480,148.64,55.289,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
2481,142.54,55.289,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
2482,120.54,55.289,1.0,1.0,2.5,1.0,1.0,0.0,1.0,1.0
2483,120.54,55.289,1.0,1.0,2.5,1.0,1.0,0.0,1.0,2.0
2484,120.54,55.289,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
2485,120.54,55.289,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,2.0
2486,120.54,55.289,1.0,1.0,2.5,1.0,1.0,0.0,1.0,3.0
2487,122.77,55.289,1.0,1.0,2.5,1.0,1.0,0.0,1.0,4.0
2488,130.48,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
2489,152.1,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
2490,168.96,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
2491,171.88,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
2492,162.9,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
2493,157.77,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
2494,142.9,55.289,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
2495,130.73,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
2496,130.74,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
2497,128.55,55.289,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
2498,128.44,55.289,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
2499,128.91,55.289,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
2500,130.28,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
2501,130.33,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
2502,132.87,55.289,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
2503,135.59,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
2504,127.78,55.289,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
2505,116.76,55.289,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
2506,113.28,55.289,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,4.0
2507,70.97,55.289,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
2508,8.65,55.289,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
2509,8.65,55.289,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
2510,68.43,55.289,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,4.0
2511,84.7,55.289,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,4.0
2512,116.76,55.289,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
2513,124.27,55.289,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,4.0
2514,142.54,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
2515,157.77,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
2516,156.74,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
2517,136.85,55.289,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
2518,132.12,55.289,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2519,118.39,55.289,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0
2520,116.76,53.104,1.0,1.0,2.5,1.0,1.0,0.0,1.0,1.0
2521,116.76,53.104,1.0,1.0,2.5,1.0,1.0,0.0,1.0,2.0
2522,116.76,53.104,1.0,1.0,2.5,1.0,1.0,0.0,1.0,3.0
2523,116.76,53.104,1.0,1.0,2.5,1.0,1.0,0.0,1.0,4.0
2524,129.08,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
2525,157.77,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
2526,166.18,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
2527,169.52,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
2528,195.35,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
2529,157.85,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
2530,148.3,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
2531,91.74,53.104,1.0,1.0,2.5,1.0,1.0,0.0,1.0,2.0
2532,91.46,53.104,1.0,1.0,2.5,1.0,1.0,0.0,1.0,3.0
2533,91.46,53.104,1.0,1.0,2.5,1.0,1.0,0.0,1.0,4.0
2534,91.46,53.104,1.0,1.0,2.5,1.0,1.0,0.0,1.0,5.0
2535,148.31,53.104,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
2536,166.03,53.104,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
2537,185.96,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
2538,220.11,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
2539,225.89,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
2540,178.48,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
2541,172.15,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
2542,156.07,53.104,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
2543,140.83,53.104,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
2544,133.49,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
2545,133.09,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
2546,132.98,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
2547,133.09,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
2548,140.83,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
2549,173.27,53.104,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
2550,178.48,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
2551,180.29,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
2552,226.72,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
2553,210.36,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
2554,181.07,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
2555,167.77,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
2556,167.77,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
2557,167.77,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
2558,167.77,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
2559,173.78,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
2560,205.75,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
2561,222.33,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
2562,233.65,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
2563,233.65,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
2564,183.94,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
2565,182.71,53.104,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
2566,174.55,53.104,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
2567,161.92,53.104,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
2568,140.51,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
2569,137.92,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
2570,137.97,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
2571,139.6,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
2572,157.14,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
2573,179.16,53.104,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
2574,183.94,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
2575,183.94,53.104,1.0,1.0,4.8,2.0,2.0,2.0,0.0,4.0
2576,229.02,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
2577,215.25,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
2578,177.32,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
2579,174.82,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
2580,201.76,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
2581,177.32,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
2582,182.45,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
2583,206.12,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
2584,223.09,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
2585,231.67,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
2586,233.65,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
2587,233.67,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
2588,183.94,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
2589,183.94,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
2590,175.03,53.104,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
2591,159.02,53.104,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
2592,143.59,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
2593,136.81,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
2594,138.75,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
2595,139.6,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
2596,151.15,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
2597,178.58,53.104,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
2598,183.94,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
2599,183.94,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
2600,227.57,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
2601,210.36,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
2602,181.07,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
2603,171.57,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
2604,170.94,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
2605,170.93,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
2606,170.93,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
2607,171.57,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
2608,205.69,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
2609,223.83,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
2610,233.65,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
2611,233.65,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
2612,183.94,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
2613,182.12,53.104,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
2614,174.55,53.104,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
2615,158.51,53.104,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
2616,138.78,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
2617,133.34,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
2618,133.34,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
2619,133.34,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
2620,138.2,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
2621,171.91,53.104,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
2622,176.79,53.104,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
2623,180.19,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
2624,224.57,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
2625,222.33,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
2626,195.35,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
2627,178.9,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
2628,163.52,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
2629,163.52,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
2630,163.52,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
2631,163.52,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
2632,163.52,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
2633,195.35,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
2634,220.97,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
2635,221.02,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
2636,173.95,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
2637,166.0,53.104,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
2638,149.38,53.104,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
2639,137.28,53.104,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
2640,131.62,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
2641,123.02,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
2642,117.94,53.104,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,2.0
2643,117.1,53.104,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
2644,117.94,53.104,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
2645,122.77,53.104,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
2646,127.7,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
2647,127.99,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
2648,129.71,53.104,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
2649,109.61,53.104,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,5.0
2650,107.03,53.104,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,5.0
2651,71.33,53.104,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,5.0
2652,-2.17,53.104,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,5.0
