,power_price,gas_price,bhkw_bin,storage_bin,bhkw_gas,bhkw_power,bhkw_heat,plant_supply_power,storage_power,storage_energy
5095,184.37,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
5096,214.63,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
5097,191.94,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
5098,173.4,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
5099,173.31,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
5100,174.28,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
5101,173.31,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
5102,173.31,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
5103,173.75,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
5104,187.33,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
5105,201.6,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
5106,232.39,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
5107,234.19,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
5108,184.37,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
5109,184.37,56.321,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5110,179.57,56.321,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5111,160.45,56.321,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5112,147.0,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
5113,139.95,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
5114,139.68,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
5115,139.65,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
5116,147.47,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
5117,163.57,56.321,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
5118,183.72,56.321,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
5119,184.37,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
5120,229.84,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
5121,203.81,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
5122,186.8,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
5123,183.59,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
5124,177.35,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
5125,196.06,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
5126,177.35,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
5127,180.95,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
5128,189.22,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
5129,219.96,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
5130,234.19,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
5131,234.19,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
5132,184.37,56.321,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5133,184.37,56.321,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5134,184.37,56.321,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5135,160.45,56.321,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5136,147.47,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
5137,142.54,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
5138,136.43,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
5139,137.56,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
5140,147.0,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
5141,160.45,56.321,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
5142,175.91,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
5143,184.36,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
5144,215.16,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
5145,200.15,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
5146,184.01,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
5147,166.05,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
5148,160.44,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
5149,158.83,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
5150,158.83,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
5151,160.42,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
5152,168.15,56.321,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
5153,189.22,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
5154,216.8,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
5155,221.21,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
5156,174.14,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
5157,172.4,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
5158,168.76,56.321,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5159,153.15,56.321,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5160,147.01,56.321,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5161,144.53,56.321,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5162,137.48,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
5163,134.45,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
5164,133.54,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
5165,133.54,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
5166,145.99,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
5167,133.57,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
5168,131.65,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
5169,120.95,56.321,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
5170,120.12,56.321,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,5.0
5171,109.83,56.321,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
5172,90.26,56.321,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
5173,90.24,56.321,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
5174,90.26,56.321,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
5175,119.3,56.321,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
5176,121.74,56.321,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
5177,145.8,56.321,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
5178,162.39,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
5179,166.2,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
5180,166.21,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
5181,164.54,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
5182,163.43,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
5183,160.77,56.321,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5184,150.79,56.321,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5185,147.47,56.321,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5186,147.0,56.321,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5187,145.8,56.321,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5188,144.86,56.321,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5189,130.72,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
5190,130.7,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
5191,129.65,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
5192,126.92,56.321,1.0,1.0,2.5,1.0,1.0,0.0,1.0,4.0
5193,123.4,56.321,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
5194,122.6,56.321,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
5195,121.33,56.321,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
5196,120.95,56.321,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,4.0
5197,120.95,56.321,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,4.0
5198,120.94,56.321,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,4.0
5199,120.94,56.321,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,4.0
5200,120.95,56.321,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
5201,124.98,56.321,1.0,1.0,2.5,1.0,1.0,0.0,1.0,5.0
5202,144.36,56.321,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
5203,147.48,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
5204,163.43,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
5205,163.43,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
5206,158.74,56.321,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
5207,140.69,56.321,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
5208,147.47,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
5209,139.01,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
5210,126.94,57.231,1.0,1.0,2.5,1.0,1.0,0.0,1.0,3.0
5211,129.24,57.231,1.0,1.0,2.5,1.0,1.0,0.0,1.0,4.0
5212,142.9,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
5213,148.96,57.231,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
5214,160.77,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
5215,162.3,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
5216,185.44,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
5217,155.95,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
5218,153.64,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
5219,153.64,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
5220,153.57,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
5221,153.56,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
5222,153.57,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
5223,153.64,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
5224,176.14,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
5225,200.15,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
5226,218.99,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
5227,221.21,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
5228,174.22,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
5229,174.14,57.231,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5230,168.97,57.231,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5231,154.94,57.231,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5232,148.74,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
5233,140.01,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
5234,133.55,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
5235,134.9,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
5236,142.54,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
5237,160.77,57.231,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
5238,161.92,57.231,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
5239,173.3,57.231,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
5240,220.12,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
5241,216.87,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
5242,200.15,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
5243,189.22,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
5244,189.22,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
5245,189.22,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
5246,200.15,57.231,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
5247,203.63,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
5248,220.14,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
5249,220.14,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
5250,223.92,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
5251,221.21,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
5252,173.3,57.231,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5253,172.4,57.231,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5254,159.16,57.231,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5255,148.74,57.231,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5256,145.8,57.231,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5257,130.75,57.231,1.0,1.0,2.5,1.0,1.0,0.0,1.0,1.0
5258,126.35,57.231,1.0,1.0,2.5,1.0,1.0,0.0,1.0,2.0
5259,126.35,57.231,1.0,1.0,2.5,1.0,1.0,0.0,1.0,3.0
5260,127.08,57.231,1.0,1.0,2.5,1.0,1.0,0.0,1.0,4.0
5261,142.54,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
5262,157.57,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
5263,168.96,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
5264,189.22,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
5265,181.07,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
5266,155.74,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
5267,155.74,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
5268,155.74,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
5269,155.74,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
5270,155.74,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
5271,155.74,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
5272,167.97,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
5273,187.33,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
5274,209.1,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
5275,210.46,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
5276,165.68,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
5277,165.6,57.231,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5278,148.74,57.231,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5279,142.54,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
5280,126.27,57.231,1.0,1.0,2.5,1.0,1.0,0.0,1.0,2.0
5281,123.28,57.231,1.0,1.0,2.5,1.0,1.0,0.0,1.0,3.0
5282,122.6,57.231,1.0,1.0,2.5,1.0,1.0,0.0,1.0,4.0
5283,122.6,57.231,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
5284,122.6,57.231,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
5285,137.17,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
5286,148.74,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
5287,157.57,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
5288,171.4,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
5289,155.74,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
5290,139.52,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
5291,134.97,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
5292,134.97,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
5293,134.97,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
5294,154.18,57.231,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
5295,155.74,57.231,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
5296,183.35,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
5297,197.59,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
5298,214.54,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
5299,214.63,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
5300,168.97,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
5301,168.89,57.231,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5302,167.27,57.231,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5303,154.94,57.231,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5304,147.47,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
5305,135.39,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
5306,131.52,57.231,1.0,1.0,2.5,1.0,1.0,0.0,1.0,3.0
5307,132.41,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
5308,139.91,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
5309,160.77,57.231,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
5310,168.96,57.231,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
5311,172.42,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
5312,214.64,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
5313,213.85,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
5314,188.94,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
5315,173.63,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
5316,158.76,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
5317,158.75,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
5318,158.75,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
5319,158.75,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
5320,166.03,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
5321,186.89,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
5322,212.39,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
5323,214.54,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
5324,168.89,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
5325,168.89,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
5326,161.92,57.231,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5327,148.74,57.231,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5328,146.57,57.231,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5329,144.35,57.231,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5330,132.31,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
5331,128.21,57.231,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,1.0
5332,128.2,57.231,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5333,128.2,57.231,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,1.0
5334,128.2,57.231,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5335,133.63,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
5336,118.87,57.231,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,2.0
5337,103.23,57.231,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,2.0
5338,102.19,57.231,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
5339,81.62,57.231,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,2.0
5340,8.49,57.231,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,2.0
5341,8.48,57.231,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
5342,8.48,57.231,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,2.0
5343,8.48,57.231,1.0,1.0,2.5,1.0,1.0,0.0,1.0,3.0
5344,92.02,57.231,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,3.0
5345,122.77,57.231,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,3.0
5346,142.54,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,4.0
5347,148.96,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
5348,148.96,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
5349,148.96,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
5350,148.96,57.231,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
5351,139.5,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
5352,123.55,57.231,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,1.0
5353,118.86,57.231,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5354,80.23,57.231,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5355,72.56,57.231,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5356,64.65,57.231,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,1.0
5357,54.9,57.231,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5358,50.54,57.231,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,1.0
5359,0.01,57.231,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,1.0
5360,0.0,57.231,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,1.0
5361,-2.21,57.231,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,1.0
5362,-21.9,57.231,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,1.0
5363,-21.9,57.231,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,1.0
5364,-21.9,57.231,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5365,-21.9,57.231,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,1.0
5366,-21.9,57.231,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,1.0
5367,-2.21,57.231,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5368,0.0,57.231,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,1.0
5369,8.65,57.231,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5370,108.41,57.231,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5371,124.27,57.231,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,1.0
5372,134.77,57.231,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
5373,129.19,57.231,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
5374,106.25,57.231,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
5375,97.09,57.231,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
5376,81.04,56.928,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
5377,78.63,56.928,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
5378,78.63,56.928,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,2.0
5379,78.63,56.928,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,2.0
5380,80.2,56.928,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
5381,106.25,56.928,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
5382,106.25,56.928,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
5383,106.25,56.928,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
5384,106.87,56.928,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,2.0
5385,88.09,56.928,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
5386,-2.76,56.928,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,2.0
5387,-2.78,56.928,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,2.0
5388,-2.78,56.928,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,2.0
5389,-2.78,56.928,1.0,1.0,2.5,1.0,1.0,0.0,1.0,3.0
5390,-2.76,56.928,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,3.0
5391,10.35,56.928,1.0,1.0,2.5,1.0,1.0,0.0,1.0,4.0
5392,99.88,56.928,1.0,1.0,2.5,1.0,1.0,0.0,1.0,5.0
5393,156.27,56.928,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
5394,199.57,56.928,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
5395,204.42,56.928,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
5396,160.93,56.928,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
5397,160.94,56.928,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
5398,160.93,56.928,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
5399,148.16,56.928,1.0,1.0,4.8,2.0,2.0,2.0,0.0,0.0
5400,142.54,56.928,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
5401,128.47,56.928,1.0,1.0,2.5,1.0,1.0,0.0,1.0,2.0
5402,125.66,56.928,1.0,1.0,2.5,1.0,1.0,0.0,1.0,3.0
5403,125.67,56.928,1.0,1.0,2.5,1.0,1.0,0.0,1.0,4.0
5404,139.7,56.928,1.0,1.0,4.8,2.0,2.0,1.0,1.0,5.0
5405,156.52,56.928,1.0,1.0,4.8,2.0,2.0,2.0,0.0,5.0
5406,160.93,56.928,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,4.0
5407,162.54,56.928,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,3.0
5408,205.59,56.928,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,2.0
5409,188.2,56.928,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,1.0
5410,157.85,56.928,1.0,1.0,4.8,2.0,2.0,3.0,-1.0,0.0
5411,151.27,56.928,1.0,1.0,4.8,2.0,2.0,1.0,1.0,1.0
5412,146.26,56.928,1.0,1.0,4.8,2.0,2.0,1.0,1.0,2.0
5413,134.97,56.928,1.0,1.0,4.8,2.0,2.0,1.0,1.0,3.0
