t,gas_price,power_price,chp.bin,chp.gas,chp.power,chp.heat,electrical_grid.overall_power,electrical_grid.supply_power,electrical_grid.feedin_power,battery_storage.power_balance,battery_storage.charging_power,battery_storage.discharging_power,battery_storage.energy_content,battery_storage.discharge_bin,battery_storage.charge_bin,battery_storage.switch_bin,pv.power,electrolyzer.bin,electrolyzer.hydrogen,electrolyzer.power,electrolyzer.water,electrolyzer.heat,hydrogen_grid.overall_hydrogen,hydrogen_grid.supply_hydrogen,hydrogen_grid.feedin_hydrogen,hydrogen_storage.hydrogen_balance,hydrogen_storage.charging_hydrogen,hydrogen_storage.discharging_hydrogen,hydrogen_storage.hydrogen_content,hydrogen_storage.charge_bin,hydrogen_storage.discharge_bin,arc1_expanded.power,arc2_expanded.power,arc3_expanded.power,arc4_expanded.power,arc5_expanded.power,arc6_expanded.hydrogen,arc8_expanded.hydrogen
1577,50.66,178.97,1.0,258.225125,99.94806,133.26407999999998,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05194,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,99.94806,0.05194,0.0,0.0,100.0,51.20252112938056,0.0
1578,50.66,197.75,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1579,50.66,200.74,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1580,50.66,200.74,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1581,50.66,158.02,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1582,50.66,154.29,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1583,50.66,139.94,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1584,50.66,136.4,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1585,50.66,128.11,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1586,50.66,128.1,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1587,50.66,125.39,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1588,50.66,124.14,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1589,50.66,123.21,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1590,50.66,123.2,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1591,50.66,124.16,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1592,50.66,144.88,1.0,258.127125,99.90102,133.20136,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09898,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,99.90102,0.09898,0.0,0.0,100.0,51.20252112938056,0.0
1593,50.66,143.13,1.0,257.7045,99.69816,132.93088,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.30184,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,99.69816,0.30184,0.0,0.0,100.0,51.20252112938056,0.0
1594,50.66,143.13,1.0,258.0577083333333,99.8677,133.1569333333333,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1323,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,99.8677,0.1323,0.0,0.0,100.0,51.20252112938056,0.0
1595,50.66,131.51,1.0,257.51870833333334,99.60898,132.81197333333333,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.39102000000000003,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,99.60898,0.39102000000000003,0.0,0.0,100.0,51.20252112938056,0.0
1596,50.66,120.9,0.0,0.0,0.0,0.0,99.53156,100.0,0.46843999999999997,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.46843999999999997,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.46843999999999997,0.0,0.0,100.0,51.20252112938056,0.0
1597,50.66,120.88,0.0,0.0,0.0,0.0,99.51098,100.0,0.48902,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.48902,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.48902,0.0,0.0,100.0,51.20252112938056,0.0
1598,50.66,120.88,0.0,0.0,0.0,0.0,99.82556,100.0,0.17443999999999998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17443999999999998,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.17443999999999998,0.0,0.0,100.0,51.20252112938056,0.0
1599,50.66,120.88,0.0,0.0,0.0,0.0,99.76186,100.0,0.23814,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23814,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.23814,0.0,0.0,100.0,51.20252112938056,0.0
1600,50.66,123.35,0.0,0.0,0.0,0.0,99.58252,100.0,0.41747999999999996,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.41747999999999996,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.41747999999999996,0.0,0.0,100.0,51.20252112938056,0.0
1601,50.66,139.92,1.0,258.04954166666664,99.86378,133.15170666666666,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.13622,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,99.86378,0.13622,0.0,0.0,100.0,51.20252112938056,0.0
1602,50.66,159.08,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1603,50.66,159.33,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1604,50.66,159.34,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1605,50.66,159.31,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1606,50.66,158.02,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1607,50.66,156.57,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1608,50.66,140.67,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1609,50.66,137.67,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1610,50.66,133.0,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1611,50.66,130.82,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1612,50.66,130.8,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1613,50.66,126.55,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1614,50.66,124.17,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1615,50.66,125.39,0.0,0.0,0.0,0.0,99.98432,100.0,0.01568,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01568,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.01568,0.0,0.0,100.0,51.20252112938056,0.0
1616,50.66,126.69,0.0,0.0,0.0,0.0,99.70012,100.0,0.29988,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.29988,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.29988,0.0,0.0,100.0,51.20252112938056,0.0
1617,50.66,124.15,0.0,0.0,0.0,0.0,99.48648,100.0,0.51352,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.51352,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.51352,0.0,0.0,100.0,51.20252112938056,0.0
1618,50.66,121.98,0.0,0.0,0.0,0.0,99.3042,100.0,0.6958,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6958,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6958,0.0,0.0,100.0,51.20252112938056,0.0
1619,50.66,119.97,0.0,0.0,0.0,0.0,99.2307,100.0,0.7693,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7693,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7693,0.0,0.0,100.0,51.20252112938056,0.0
1620,50.66,119.97,0.0,0.0,0.0,0.0,99.16896,100.0,0.83104,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.83104,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.83104,0.0,0.0,100.0,51.20252112938056,0.0
1621,50.66,119.96,0.0,0.0,0.0,0.0,99.19542,100.0,0.80458,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.80458,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.80458,0.0,0.0,100.0,51.20252112938056,0.0
1622,50.66,119.96,0.0,0.0,0.0,0.0,99.23756,100.0,0.76244,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.76244,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.76244,0.0,0.0,100.0,51.20252112938056,0.0
1623,50.66,119.96,0.0,0.0,0.0,0.0,99.37182,100.0,0.62818,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.62818,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.62818,0.0,0.0,100.0,51.20252112938056,0.0
1624,50.66,119.97,0.0,0.0,0.0,0.0,99.57566,100.0,0.42434,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.42434,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.42434,0.0,0.0,100.0,51.20252112938056,0.0
1625,50.66,128.11,0.0,0.0,0.0,0.0,99.8579,100.0,0.14209999999999998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14209999999999998,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14209999999999998,0.0,0.0,100.0,51.20252112938056,0.0
1626,50.66,139.19,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1627,50.66,158.02,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1628,50.66,159.08,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1629,50.66,159.07,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1630,50.66,156.78,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1631,50.66,154.74,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1632,50.66,143.13,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1633,48.172,128.62,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,248.79747887061944,300.0,51.20252112938056,-300.0,300.0,0.0,300.0,1.0,0.0,100.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1634,48.172,127.15,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,248.79747887061944,300.0,51.20252112938056,-300.0,300.0,0.0,600.0,1.0,0.0,100.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1635,48.172,127.13,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-337.11109634894206,0.0,337.11109634894206,285.9085752195615,0.0,285.9085752195615,314.0914247804385,0.0,1.0,100.0,0.0,0.0,0.0,100.0,51.20252112938056,285.9085752195615
1636,48.172,127.13,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-350.0,0.0,350.0,298.79747887061944,0.0,298.79747887061944,15.293945909819058,0.0,1.0,100.0,0.0,0.0,0.0,100.0,51.20252112938056,298.79747887061944
1637,48.172,127.13,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,248.79747887061944,300.0,51.20252112938056,-300.0,300.0,0.0,315.29394590981906,1.0,0.0,100.0,0.0,0.0,0.0,100.0,51.20252112938056,0.0
1638,48.172,130.98,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-350.0,0.0,350.0,298.79747887061944,0.0,298.79747887061944,16.496467039199615,0.0,1.0,100.0,0.0,0.0,0.0,100.0,51.20252112938056,298.79747887061944
1639,48.172,162.52,1.0,258.28229166666665,99.9755,133.30066666666664,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0245,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,229.89596957265871,281.09849070203927,51.20252112938056,-281.09849070203927,281.09849070203927,0.0,297.5949577412389,1.0,0.0,99.9755,0.0245,0.0,0.0,100.0,51.20252112938056,0.0
1640,48.172,165.6,1.0,257.7126666666667,99.70208,132.93610666666666,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.29791999999999996,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,248.79747887061944,300.0,51.20252112938056,-300.0,300.0,0.0,597.5949577412389,1.0,0.0,99.70208,0.29791999999999996,0.0,0.0,100.0,51.20252112938056,0.0
1641,48.172,208.89,1.0,257.1675416666667,99.44042,132.58722666666665,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.55958,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-350.0,0.0,350.0,298.79747887061944,0.0,298.79747887061944,298.79747887061944,0.0,1.0,99.44042,0.55958,0.0,0.0,100.0,51.20252112938056,298.79747887061944
1642,48.172,205.95,1.0,256.8061666666666,99.26696,132.35594666666665,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.73304,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-350.0,0.0,350.0,298.79747887061944,0.0,298.79747887061944,0.0,0.0,1.0,99.26696,0.73304,0.0,0.0,100.0,51.20252112938056,298.79747887061944
1643,48.172,182.34,1.0,256.5795416666666,99.15818,132.21090666666666,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.84182,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,248.79747887061944,300.0,51.20252112938056,-300.0,300.0,0.0,300.0,1.0,0.0,99.15818,0.84182,0.0,0.0,100.0,51.20252112938056,0.0
1644,48.172,158.1,1.0,256.5550416666666,99.14642,132.19522666666666,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.85358,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-350.0,0.0,350.0,298.79747887061944,0.0,298.79747887061944,1.2025211293805569,0.0,1.0,99.14642,0.85358,0.0,0.0,100.0,51.20252112938056,298.79747887061944
1645,48.172,157.94,1.0,256.60608333333334,99.17092,132.22789333333333,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8290799999999999,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,248.79747887061944,300.0,51.20252112938056,-300.0,300.0,0.0,301.20252112938056,1.0,0.0,99.17092,0.8290799999999999,0.0,0.0,100.0,51.20252112938056,0.0
1646,48.172,157.94,1.0,256.69999999999993,99.216,132.28799999999998,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.784,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,248.79747887061944,300.0,51.20252112938056,-300.0,300.0,0.0,601.2025211293806,1.0,0.0,99.216,0.784,0.0,0.0,100.0,51.20252112938056,0.0
1647,48.172,157.95,1.0,256.98175000000003,99.35124,132.46832,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.64876,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-350.0,0.0,350.0,298.79747887061944,0.0,298.79747887061944,302.4050422587611,0.0,1.0,99.35124,0.64876,0.0,0.0,100.0,51.20252112938056,298.79747887061944
