t,gas_price,power_price,chp.bin,chp.gas,chp.power,chp.heat,electrical_grid.overall_power,electrical_grid.supply_power,electrical_grid.feedin_power,battery_storage.power_balance,battery_storage.charging_power,battery_storage.discharging_power,battery_storage.energy_content,battery_storage.discharge_bin,battery_storage.charge_bin,battery_storage.switch_bin,pv.power,electrolyzer.bin,electrolyzer.hydrogen,electrolyzer.power,electrolyzer.water,electrolyzer.heat,hydrogen_grid.overall_hydrogen,hydrogen_grid.supply_hydrogen,hydrogen_grid.feedin_hydrogen,arc1_expanded.power,arc2_expanded.power,arc3_expanded.power,arc4_expanded.power,arc5_expanded.power
2220,41.802,138.93,0.9999999999999997,258.1067083333333,99.89122,133.18829333333332,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.10878,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,99.89122,0.10878,0.0,0.0,100.0
2221,41.802,138.93,0.9999999999999997,257.9576666666666,99.81968,133.09290666666666,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.18031999999999998,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,99.81968,0.18031999999999998,0.0,0.0,100.0
2222,41.802,138.94,0.9999999999999997,257.8188333333333,99.75304,133.00405333333333,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.24695999999999999,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,99.75304,0.24695999999999999,0.0,0.0,100.0
2223,41.802,151.49,0.9999999999999996,257.4329583333333,99.56782,132.75709333333333,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.43218,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,99.56782,0.43218,0.0,0.0,100.0
2224,41.802,174.22,0.9999999999999996,257.8739583333333,99.7795,133.03933333333333,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.2205,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,99.7795,0.2205,0.0,0.0,100.0
2225,41.802,179.39,0.9999999999999997,257.8984583333333,99.79126,133.0550133333333,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.20873999999999998,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,99.79126,0.20873999999999998,0.0,0.0,100.0
2226,41.802,179.43,0.9999999999999997,258.28841666666665,99.97844,133.30458666666667,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.02156,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,99.97844,0.02156,0.0,0.0,100.0
2227,41.802,179.43,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2228,41.802,142.22,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2229,41.802,139.53,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2230,41.802,138.23,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2231,41.802,124.8,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2232,41.802,111.88,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2233,41.802,111.87,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2234,41.802,111.88,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2235,41.802,113.0,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2236,41.802,138.71,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2237,41.802,142.25,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2238,41.802,143.67,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2239,41.802,143.67,0.9999999999999997,258.14754166666665,99.91082,133.21442666666667,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.08918,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,99.91082,0.08918,0.0,0.0,100.0
2240,41.802,179.43,0.9999999999999999,257.6207916666666,99.65798,132.87730666666664,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.34202,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,99.65798,0.34202,0.0,0.0,100.0
2241,41.802,172.49,0.9999999999999999,257.05525,99.38652,132.51536,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.61348,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,99.38652,0.61348,0.0,0.0,100.0
2242,41.802,144.52,0.9999999999999997,257.1144583333333,99.41494,132.55325333333332,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.5850599999999999,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,99.41494,0.5850599999999999,0.0,0.0,100.0
2243,41.802,135.36,0.9999999999999996,257.17366666666663,99.44336,132.59114666666665,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.5566399999999999,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,99.44336,0.5566399999999999,0.0,0.0,100.0
2244,41.802,132.77,0.9999999999999997,257.2349166666666,99.47276,132.63034666666664,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.52724,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,99.47276,0.52724,0.0,0.0,100.0
2245,41.802,132.77,0.9999999999999996,256.9797083333333,99.35026,132.46701333333334,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.64974,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,99.35026,0.64974,0.0,0.0,100.0
2246,41.802,132.77,0.9999999999999996,257.0695416666666,99.39338,132.52450666666664,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.6066199999999999,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,99.39338,0.6066199999999999,0.0,0.0,100.0
2247,41.802,134.77,0.9999999999999999,257.7208333333333,99.706,132.94133333333332,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.294,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,99.706,0.294,0.0,0.0,100.0
2248,41.802,154.03,0.9999999999999997,257.3410833333333,99.52372,132.6982933333333,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.47628,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,99.52372,0.47628,0.0,0.0,100.0
2249,41.802,178.62,0.9999999999999999,258.16183333333333,99.91768,133.22357333333332,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.08232,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,99.91768,0.08232,0.0,0.0,100.0
2250,41.802,181.13,0.9999999999999997,258.32925,99.99804,133.33071999999999,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.00196,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,99.99804,0.00196,0.0,0.0,100.0
2251,41.802,181.15,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2252,41.802,142.26,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2253,41.802,140.55,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2254,41.802,138.5,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2255,41.802,126.53,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2256,41.802,119.84,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2257,41.802,115.74,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2258,41.802,112.87,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2259,41.802,111.39,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2260,41.802,111.39,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2261,41.802,120.93,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2262,41.802,131.05,0.9999999999999996,258.31904166666664,99.99314,133.32418666666666,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.00686,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,99.99314,0.00686,0.0,0.0,100.0
2263,41.802,115.14,0.9999999999999997,258.03524999999996,99.85692,133.14256,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.14307999999999998,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,99.85692,0.14307999999999998,0.0,0.0,100.0
2264,41.802,109.03,0.9999999999999997,257.490125,99.59526,132.79368,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.40474,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,99.59526,0.40474,0.0,0.0,100.0
2265,41.802,102.73,0.0,0.0,0.0,0.0,99.36398,100.0,0.63602,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.63602,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.63602,0.0,0.0,100.0
2266,41.802,51.3,0.0,0.0,0.0,0.0,99.19248,100.0,0.8075199999999999,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.8075199999999999,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.8075199999999999,0.0,0.0,100.0
2267,41.802,50.37,0.0,0.0,0.0,0.0,99.73442,100.0,0.26558000000000004,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.26558000000000004,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.26558000000000004,0.0,0.0,100.0
2268,41.802,50.37,0.0,0.0,0.0,0.0,99.4316,100.0,0.5683999999999999,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.5683999999999999,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.5683999999999999,0.0,0.0,100.0
2269,41.802,50.37,0.0,0.0,0.0,0.0,99.60016,100.0,0.39984,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.39984,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.39984,0.0,0.0,100.0
2270,41.802,53.55,0.0,0.0,0.0,0.0,99.95688,100.0,0.04312,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.04312,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.04312,0.0,0.0,100.0
2271,41.802,102.62,0.0,0.0,0.0,0.0,99.71972,100.0,0.28028,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.28028,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.28028,0.0,0.0,100.0
2272,41.802,110.7,0.9999999999999999,257.90662499999996,99.79518,133.06024,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.20481999999999997,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,99.79518,0.20481999999999997,0.0,0.0,100.0
2273,41.802,138.83,0.9999999999999996,258.02504166666665,99.85202,133.13602666666665,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.14798,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,99.85202,0.14798,0.0,0.0,100.0
2274,41.802,138.88,0.9999999999999996,258.28024999999997,99.97452,133.29935999999998,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.02548,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,99.97452,0.02548,0.0,0.0,100.0
2275,41.802,138.87,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2276,41.802,138.83,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2277,41.802,138.81,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2278,41.802,133.26,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2279,41.802,119.51,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2280,41.802,115.43,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2281,41.802,112.35,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2282,41.802,110.68,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2283,41.802,110.03,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2284,41.802,108.94,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2285,41.802,113.09,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2286,41.802,109.72,0.9999999999999999,258.3088333333333,99.98824,133.31765333333334,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.01176,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,99.98824,0.01176,0.0,0.0,100.0
2287,41.802,107.86,0.0,0.0,0.0,0.0,99.8677,100.0,0.1323,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.1323,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.1323,0.0,0.0,100.0
2288,41.802,106.19,0.0,0.0,0.0,0.0,99.59428,100.0,0.40571999999999997,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.40571999999999997,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.40571999999999997,0.0,0.0,100.0
2289,41.802,102.73,0.0,0.0,0.0,0.0,99.53842,100.0,0.46158,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.46158,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.46158,0.0,0.0,100.0
2290,41.802,97.18,0.0,0.0,0.0,0.0,99.3924,100.0,0.6076,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.6076,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.6076,0.0,0.0,100.0
2291,41.802,50.61,0.0,0.0,0.0,0.0,99.45806,100.0,0.5419400000000001,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.5419400000000001,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.5419400000000001,0.0,0.0,100.0
2292,41.802,50.37,0.0,0.0,0.0,0.0,99.75794,100.0,0.24206,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.24206,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.24206,0.0,0.0,100.0
2293,41.802,50.37,0.0,0.0,0.0,0.0,99.70894,100.0,0.29106,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.29106,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.29106,0.0,0.0,100.0
2294,41.802,50.61,0.0,0.0,0.0,0.0,99.64622,100.0,0.35378,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.35378,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.35378,0.0,0.0,100.0
2295,41.802,102.73,0.0,0.0,0.0,0.0,99.59036,100.0,0.40963999999999995,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.40963999999999995,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,0.0,0.40963999999999995,0.0,0.0,100.0
2296,41.802,112.34,0.9999999999999999,257.9842083333333,99.83242,133.10989333333333,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.16758,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,99.83242,0.16758,0.0,0.0,100.0
2297,41.802,134.38,0.9999999999999996,258.0944583333333,99.88534,133.18045333333333,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.11466,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,99.88534,0.11466,0.0,0.0,100.0
2298,41.802,143.39,0.9999999999999997,258.29862499999996,99.98334,133.31112,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.01666,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,99.98334,0.01666,0.0,0.0,100.0
2299,41.802,143.39,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2300,41.802,143.1,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2301,41.802,140.81,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2302,41.802,139.54,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2303,41.802,134.39,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2304,45.335,133.15,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2305,45.335,121.45,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
2306,45.335,118.78,1.0,258.3333333333333,100.0,133.33333333333331,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,51.20252112938056,100.0,15366.903100054189,36.69692075572414,-51.20252112938056,0.0,51.20252112938056,100.0,0.0,0.0,0.0,100.0
