t,gas_price,power_price,chp.bin,chp.gas,chp.power,chp.heat,chp.natural_gas,chp.hydrogen,electrical_grid.overall_power,electrical_grid.supply_power,electrical_grid.feedin_power,battery_storage.power_balance,battery_storage.charging_power,battery_storage.discharging_power,battery_storage.energy_content,battery_storage.discharge_bin,battery_storage.charge_bin,battery_storage.switch_bin,pv.power,electrolyzer.bin,electrolyzer.hydrogen,electrolyzer.power,electrolyzer.water,electrolyzer.heat,hydrogen_grid.overall_hydrogen,hydrogen_grid.supply_hydrogen,hydrogen_grid.feedin_hydrogen,ngas_grid.overall_ngas,heatpump.bin,heatpump.power,heatpump.heat_output,heatpump.heat_input,heatgrid.overall_heat,heatgrid.supply_heat,heatgrid.feedin_heat,arc01_expanded.power,arc02_expanded.power,arc03_expanded.power,arc04_expanded.power,arc05_expanded.power,arc12_expanded.heat,arc13_expanded.heat,arc14_expanded.power
68,70.037,271.12,1.0,258.3333333333333,100.0,133.33333333333331,206.66666666666666,51.666666666666664,-200.0,0.0,200.0,100.0,0.0,100.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666664,51.666666666666664,0.0,206.66666666666666,-0.0,0.0,0.0,0.0,-133.33333333333331,0.0,133.33333333333331,100.0,0.0,100.0,0.0,0.0,0.0,133.33333333333331,0.0
69,70.037,196.29,1.0,175.0,60.0,80.0,140.0,35.0,-60.0,0.0,60.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,140.0,-0.0,0.0,0.0,0.0,-80.0,0.0,80.0,60.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0
70,70.037,194.33,1.0,175.0,60.0,80.0,140.0,35.0,40.0,100.0,60.0,-100.0,100.0,0.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,140.0,-0.0,0.0,0.0,0.0,-80.0,0.0,80.0,60.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0
71,70.037,185.58,1.0,175.0,60.0,80.0,140.0,35.0,40.0,100.0,60.0,-100.0,100.0,0.0,200.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,140.0,-0.0,0.0,0.0,0.0,-80.0,0.0,80.0,60.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0
72,70.037,176.97,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,-100.0,100.0,0.0,300.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
73,70.037,147.22,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,-100.0,100.0,0.0,400.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
74,70.037,147.22,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,-100.0,100.0,0.0,500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
75,70.037,147.22,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,-100.0,100.0,0.0,600.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
76,70.037,147.22,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,-100.0,100.0,0.0,700.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
77,70.037,147.22,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,-100.0,100.0,0.0,800.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
78,70.037,147.22,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,-100.0,100.0,0.0,900.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
79,70.037,179.57,1.0,175.0,60.0,80.0,140.0,35.0,40.0,100.0,60.0,-100.0,100.0,0.0,1000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,140.0,-0.0,0.0,0.0,0.0,-80.0,0.0,80.0,60.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0
80,70.037,196.29,1.0,175.0,60.0,80.0,140.0,35.0,-60.0,0.0,60.0,0.0,0.0,0.0,1000.0,1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,140.0,-0.0,0.0,0.0,0.0,-80.0,0.0,80.0,60.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0
81,70.037,265.72,1.0,258.3333333333333,100.0,133.33333333333331,206.66666666666666,51.666666666666664,-200.0,0.0,200.0,100.0,0.0,100.0,900.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666664,51.666666666666664,0.0,206.66666666666666,-0.0,0.0,0.0,0.0,-133.33333333333331,0.0,133.33333333333331,100.0,0.0,100.0,0.0,0.0,0.0,133.33333333333331,0.0
82,70.037,265.72,1.0,258.14958333333334,99.9118,133.21573333333333,206.5196666666667,51.629916666666674,-200.0,0.0,200.0,100.0,0.0,100.0,800.0,1.0,-0.0,-0.0,0.0882,0.0,0.0,0.0,0.0,0.0,51.629916666666674,51.629916666666674,0.0,206.5196666666667,-0.0,0.0,0.0,0.0,-133.21573333333333,0.0,133.21573333333333,99.9118,0.0882,100.0,0.0,0.0,0.0,133.21573333333333,0.0
83,70.037,200.69,1.0,175.0,60.0,80.0,140.0,35.0,-160.1274,0.0,160.1274,100.0,0.0,100.0,700.0,1.0,-0.0,-0.0,0.1274,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,140.0,-0.0,0.0,0.0,0.0,-80.0,0.0,80.0,60.0,0.1274,100.0,0.0,0.0,0.0,80.0,0.0
84,70.037,196.63,1.0,175.0,60.0,80.0,140.0,35.0,-60.02156,0.0,60.02156,0.0,0.0,0.0,700.0,1.0,-0.0,-0.0,0.02156,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,140.0,-0.0,0.0,0.0,0.0,-80.0,0.0,80.0,60.0,0.02156,0.0,0.0,0.0,0.0,80.0,0.0
85,70.037,196.63,1.0,175.0,60.0,80.0,140.0,35.0,-60.0,0.0,60.0,0.0,0.0,0.0,700.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,140.0,-0.0,0.0,0.0,0.0,-80.0,0.0,80.0,60.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0
86,70.037,196.63,1.0,175.0,60.0,80.0,140.0,35.0,-160.0,0.0,160.0,100.0,0.0,100.0,600.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,140.0,-0.0,0.0,0.0,0.0,-80.0,0.0,80.0,60.0,0.0,100.0,0.0,0.0,0.0,80.0,0.0
87,70.037,226.74,1.0,175.0,60.0,80.0,140.0,35.0,-160.01078,0.0,160.01078,100.0,0.0,100.0,500.0,1.0,-0.0,-0.0,0.01078,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,140.0,-0.0,0.0,0.0,0.0,-80.0,0.0,80.0,60.0,0.01078,100.0,0.0,0.0,0.0,80.0,0.0
88,70.037,257.82,1.0,175.0,60.0,80.0,140.0,35.0,-160.0,0.0,160.0,100.0,0.0,100.0,400.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,140.0,-0.0,0.0,0.0,0.0,-80.0,0.0,80.0,60.0,0.0,100.0,0.0,0.0,0.0,80.0,0.0
89,70.037,265.72,1.0,258.3333333333333,100.0,133.33333333333331,206.66666666666666,51.666666666666664,-200.0,0.0,200.0,100.0,0.0,100.0,300.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666664,51.666666666666664,0.0,206.66666666666666,-0.0,0.0,0.0,0.0,-133.33333333333331,0.0,133.33333333333331,100.0,0.0,100.0,0.0,0.0,0.0,133.33333333333331,0.0
90,70.037,265.72,1.0,258.3333333333333,100.0,133.33333333333331,206.66666666666666,51.666666666666664,-200.0,0.0,200.0,100.0,0.0,100.0,200.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666664,51.666666666666664,0.0,206.66666666666666,-0.0,0.0,0.0,0.0,-133.33333333333331,0.0,133.33333333333331,100.0,0.0,100.0,0.0,0.0,0.0,133.33333333333331,0.0
91,70.037,265.72,1.0,258.3333333333333,100.0,133.33333333333331,206.66666666666666,51.666666666666664,-200.0,0.0,200.0,100.0,0.0,100.0,100.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666664,51.666666666666664,0.0,206.66666666666666,-0.0,0.0,0.0,0.0,-133.33333333333331,0.0,133.33333333333331,100.0,0.0,100.0,0.0,0.0,0.0,133.33333333333331,0.0
92,70.037,265.72,1.0,258.3333333333333,100.0,133.33333333333331,206.66666666666666,51.666666666666664,-200.0,0.0,200.0,100.0,0.0,100.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666664,51.666666666666664,0.0,206.66666666666666,-0.0,0.0,0.0,0.0,-133.33333333333331,0.0,133.33333333333331,100.0,0.0,100.0,0.0,0.0,0.0,133.33333333333331,0.0
93,70.037,196.29,1.0,175.0,60.0,80.0,140.0,35.0,-60.0,0.0,60.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,140.0,-0.0,0.0,0.0,0.0,-80.0,0.0,80.0,60.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0
94,70.037,179.57,1.0,175.0,60.0,80.0,140.0,35.0,-60.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,140.0,-0.0,0.0,0.0,0.0,-80.0,0.0,80.0,60.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0
95,70.037,176.97,-0.0,0.0,-0.0,0.0,0.0,0.0,100.0,100.0,0.0,-100.0,100.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
96,70.037,160.99,-0.0,0.0,-0.0,0.0,0.0,0.0,100.0,100.0,0.0,-100.0,100.0,0.0,200.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
97,70.037,142.59,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,-100.0,100.0,0.0,300.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
98,70.037,131.54,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,-100.0,100.0,0.0,400.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
99,70.037,131.54,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,-100.0,100.0,0.0,500.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
100,70.037,131.54,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,-100.0,100.0,0.0,600.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
101,70.037,131.54,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,-100.0,100.0,0.0,700.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
102,70.037,131.54,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,-100.0,100.0,0.0,800.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
103,70.037,131.54,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,-100.0,100.0,0.0,900.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
104,70.037,161.76,-0.0,0.0,-0.0,0.0,0.0,0.0,100.0,100.0,0.0,-100.0,100.0,0.0,1000.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
105,70.037,218.98,1.0,175.0,60.0,80.0,140.0,35.0,-160.0,0.0,160.0,100.0,0.0,100.0,900.0,1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,140.0,-0.0,0.0,0.0,0.0,-80.0,0.0,80.0,60.0,0.0,100.0,0.0,0.0,0.0,80.0,0.0
106,70.037,178.06,1.0,175.0,60.0,80.0,140.0,35.0,-160.0,0.0,160.0,100.0,0.0,100.0,800.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,140.0,-0.0,0.0,0.0,0.0,-80.0,0.0,80.0,60.0,0.0,100.0,0.0,0.0,0.0,80.0,0.0
107,70.037,178.06,1.0,175.0,60.0,80.0,140.0,35.0,-160.0,0.0,160.0,100.0,0.0,100.0,700.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,140.0,-0.0,0.0,0.0,0.0,-80.0,0.0,80.0,60.0,0.0,100.0,0.0,0.0,0.0,80.0,0.0
108,70.037,177.16,1.0,175.0,60.0,80.0,140.0,35.0,-60.0,0.0,60.0,0.0,0.0,0.0,700.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,140.0,-0.0,0.0,0.0,0.0,-80.0,0.0,80.0,60.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0
109,70.037,177.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,70.037,178.06,1.0,175.0,60.0,80.0,140.0,35.0,-160.0,0.0,160.0,100.0,0.0,100.0,600.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,140.0,-0.0,0.0,0.0,0.0,-80.0,0.0,80.0,60.0,0.0,100.0,0.0,0.0,0.0,80.0,0.0
111,70.037,179.2,1.0,175.0,60.0,80.0,140.0,35.0,-160.0,0.0,160.0,100.0,0.0,100.0,500.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,140.0,-0.0,0.0,0.0,0.0,-80.0,0.0,80.0,60.0,0.0,100.0,0.0,0.0,0.0,80.0,0.0
112,70.037,240.62,1.0,175.0,60.0,80.0,140.0,35.0,-160.0,0.0,160.0,100.0,0.0,100.0,400.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,140.0,-0.0,0.0,0.0,0.0,-80.0,0.0,80.0,60.0,0.0,100.0,0.0,0.0,0.0,80.0,0.0
113,70.037,255.25,1.0,175.0,60.0,80.0,140.0,35.0,-160.0,0.0,160.0,100.0,0.0,100.0,300.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,140.0,-0.0,0.0,0.0,0.0,-80.0,0.0,80.0,60.0,0.0,100.0,0.0,0.0,0.0,80.0,0.0
114,70.037,255.25,1.0,175.0,60.0,80.0,140.0,35.0,-160.0,0.0,160.0,100.0,0.0,100.0,200.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,140.0,-0.0,0.0,0.0,0.0,-80.0,0.0,80.0,60.0,0.0,100.0,0.0,0.0,0.0,80.0,0.0
115,70.037,243.08,1.0,175.0,60.0,80.0,140.0,35.0,-160.0,0.0,160.0,100.0,0.0,100.0,100.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,140.0,-0.0,0.0,0.0,0.0,-80.0,0.0,80.0,60.0,0.0,100.0,0.0,0.0,0.0,80.0,0.0
116,70.037,240.62,1.0,175.0,60.0,80.0,140.0,35.0,-160.0,0.0,160.0,100.0,0.0,100.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,140.0,-0.0,0.0,0.0,0.0,-80.0,0.0,80.0,60.0,0.0,100.0,0.0,0.0,0.0,80.0,0.0
117,70.037,175.38,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,70.037,147.22,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,70.037,147.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,70.037,135.45,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,70.037,127.22,-0.0,0.0,-0.0,0.0,0.0,0.0,200.0,200.0,0.0,-100.0,100.0,0.0,100.0,0.0,1.0,1.0,0.0,1.0,37.45702567804232,73.15450979197236,11241.604345150756,26.84549020802764,-37.45702567804232,0.0,37.45702567804232,0.0,1.0,26.84549020802764,80.53647062408292,26.84549020802764,-80.53647062408292,0.0,80.53647062408292,0.0,0.0,0.0,100.0,73.15450979197236,80.53647062408292,0.0,26.84549020802764
122,70.037,119.14,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,122.089,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
123,70.037,113.79,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-100.0,100.0,0.0,222.089,0.0,1.0,-0.0,0.0,1.0,37.45702567804232,73.15450979197236,11241.604345150756,26.84549020802764,-37.45702567804232,0.0,37.45702567804232,0.0,1.0,26.84549020802764,80.53647062408292,26.84549020802764,-80.53647062408292,0.0,80.53647062408292,0.0,0.0,0.0,100.0,73.15450979197236,80.53647062408292,0.0,26.84549020802764
124,70.037,113.79,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-100.0,100.0,0.0,322.089,0.0,1.0,-0.0,0.0,1.0,37.45702567804232,73.15450979197236,11241.604345150756,26.84549020802764,-37.45702567804232,0.0,37.45702567804232,0.0,1.0,26.84549020802764,80.53647062408292,26.84549020802764,-80.53647062408292,0.0,80.53647062408292,0.0,0.0,0.0,100.0,73.15450979197236,80.53647062408292,0.0,26.84549020802764
125,70.037,113.79,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.088999999999942,22.088999999999942,0.0,344.17799999999994,0.0,1.0,-0.0,0.0,1.0,66.64000000000001,130.15000000000003,20000.000000000004,47.76100000000002,-66.64000000000001,0.0,66.64000000000001,0.0,1.0,47.76100000000002,143.28300000000004,47.76100000000002,-143.28300000000004,0.0,143.28300000000004,0.0,0.0,0.0,22.088999999999942,130.15000000000003,143.28300000000004,0.0,47.76100000000002
126,70.037,113.54,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,366.26699999999994,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
127,70.037,113.52,-0.0,0.0,-0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,388.35599999999994,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
128,70.037,113.79,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,410.44499999999994,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
129,70.037,119.14,0.0,0.0,0.0,0.0,0.0,0.0,199.95884,200.0,0.04116,-22.08899999999999,22.08899999999999,0.0,432.53399999999993,0.0,1.0,0.0,0.04116,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.04116,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
130,70.037,113.79,0.0,0.0,0.0,0.0,0.0,0.0,199.99706,200.0,0.00294,-22.08899999999999,22.08899999999999,0.0,454.62299999999993,0.0,1.0,0.0,0.00294,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.00294,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
131,70.037,113.52,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,476.71199999999993,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
132,70.037,113.52,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,498.80099999999993,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
133,70.037,113.52,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,520.8899999999999,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
134,70.037,113.52,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-100.0,100.0,0.0,620.8899999999999,0.0,1.0,0.0,0.0,1.0,37.45702567804232,73.15450979197236,11241.604345150756,26.84549020802764,-37.45702567804232,0.0,37.45702567804232,0.0,1.0,26.84549020802764,80.53647062408292,26.84549020802764,-80.53647062408292,0.0,80.53647062408292,0.0,0.0,0.0,100.0,73.15450979197236,80.53647062408292,0.0,26.84549020802764
135,70.037,119.14,-0.0,0.0,-0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,642.9789999999998,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
136,70.037,147.22,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,100.0,100.0,0.0,100.0,542.9789999999998,1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
137,70.037,153.4,-0.0,0.0,-0.0,0.0,0.0,0.0,-100.0,0.0,100.0,100.0,0.0,100.0,442.9789999999998,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
