t,value,temp_fwd,temp_ret
188,3.2214070374297212,80.0,55.0
189,3.06096694632237,80.0,55.0
190,2.810416125519063,80.0,55.0
191,2.6218336742943658,80.0,55.0
192,2.1465972360065764,80.0,55.0
193,1.6573795942213732,80.0,55.0
194,1.7381105405206825,80.0,55.0
195,1.6143267635626342,80.0,55.0
196,1.704838025953571,80.0,55.0
197,1.8995801908879633,80.0,55.0
198,2.3184869934069816,80.0,55.0
199,2.542171896033725,80.0,55.0
200,2.612390853776318,80.0,55.0
201,2.865548615799305,80.0,55.0
202,2.891437668180479,80.0,55.0
203,2.9919387219291442,80.0,55.0
204,2.978325516364909,80.0,55.0
205,2.987615498243688,80.0,55.0
206,3.0531802176837246,80.0,55.0
207,3.0447912407236046,80.0,55.0
208,3.1729870334240746,80.0,55.0
209,3.2135954888229237,80.0,55.0
210,3.2892564748384605,80.0,55.0
211,3.2769840155568652,80.0,55.0
212,3.278799899837104,80.0,55.0
213,3.177577332844676,80.0,55.0
214,2.9556050487756673,80.0,55.0
215,2.674775090950605,80.0,55.0
216,2.17085420857515,80.0,55.0
217,1.6831904750346096,80.0,55.0
218,1.7784700373925546,80.0,55.0
219,1.6683377576540364,80.0,55.0
220,1.8394253687937714,80.0,55.0
221,2.078947785294122,80.0,55.0
222,2.5514296953960858,80.0,55.0
223,2.743539866010555,80.0,55.0
224,2.7657858211421185,80.0,55.0
225,2.9773874418845865,80.0,55.0
226,3.0372160723339614,80.0,55.0
227,3.0112773767695438,80.0,55.0
228,2.9979412154381477,80.0,55.0
229,3.0472470856780953,80.0,55.0
230,3.093943909889498,80.0,55.0
231,3.2306394174779904,80.0,55.0
232,3.403384721070499,80.0,55.0
233,3.6808578248655413,80.0,55.0
234,3.8191723831897813,80.0,55.0
235,3.898444417606204,80.0,55.0
236,4.053140601562107,80.0,55.0
237,4.036341825860333,80.0,55.0
238,3.770898964981997,80.0,55.0
239,3.3892824445907928,80.0,55.0
240,2.82381675219551,80.0,55.0
241,2.290340702550229,80.0,55.0
242,2.3098962022666227,80.0,55.0
243,2.1426824406686222,80.0,55.0
244,2.2466047337251807,80.0,55.0
245,2.4328616529258382,80.0,55.0
246,2.799980005529871,80.0,55.0
247,3.0211512146701214,80.0,55.0
248,3.1253481303886055,80.0,55.0
249,3.333131334410339,80.0,55.0
250,3.3568335697161147,80.0,55.0
251,3.5347392080174744,80.0,55.0
252,3.3835811207960913,80.0,55.0
253,3.4618664297885293,80.0,55.0
254,3.4964943886388826,80.0,55.0
255,3.4011141819809607,80.0,55.0
256,3.2349042682182807,80.0,55.0
257,3.2135954888229237,80.0,55.0
258,3.129515858705283,80.0,55.0
259,2.793316782942034,80.0,55.0
260,2.7810060039064264,80.0,55.0
261,2.5956869552990542,80.0,55.0
262,2.3988904733695766,80.0,55.0
263,2.1466279752568354,80.0,55.0
264,1.7105318102407163,80.0,55.0
265,1.282745567614439,80.0,55.0
266,1.3677357145281006,80.0,55.0
267,1.3149105583461873,80.0,55.0
268,1.3769900953725283,80.0,55.0
269,1.5698066492607377,80.0,55.0
270,1.9656024743586569,80.0,55.0
271,2.09205892488418,80.0,55.0
272,2.148176319174007,80.0,55.0
273,2.3161478168758087,80.0,55.0
274,2.304936436076346,80.0,55.0
275,2.3521621198953295,80.0,55.0
276,2.3346877460060496,80.0,55.0
277,2.3070975864018237,80.0,55.0
278,2.33693826689607,80.0,55.0
279,2.3817956337352486,80.0,55.0
280,2.4483279008651455,80.0,55.0
281,2.5443214868580535,80.0,55.0
282,2.6079658777526444,80.0,55.0
283,2.684411355078843,80.0,55.0
284,2.67344985419652,80.0,55.0
285,2.5956869552990542,80.0,55.0
286,2.3820243615363603,80.0,55.0
287,2.1621147860559615,80.0,55.0
288,1.8470774616548389,80.0,55.0
289,1.532553873949843,80.0,55.0
290,1.5827125789834022,80.0,55.0
291,1.3265425662054509,80.0,55.0
292,1.2300033938962749,80.0,55.0
293,1.347817934327273,80.0,55.0
294,1.6434916731006566,80.0,55.0
295,1.8859329095564743,80.0,55.0
296,2.0311553201895256,80.0,55.0
297,2.4558633695434287,80.0,55.0
298,2.4718810025694653,80.0,55.0
299,2.617524397581206,80.0,55.0
300,2.8238520207621187,80.0,55.0
301,3.0873726822549696,80.0,55.0
302,3.012723200220698,80.0,55.0
303,2.9442580401201996,80.0,55.0
304,2.9913685709426816,80.0,55.0
305,3.032805277926378,80.0,55.0
306,3.0320988480351194,80.0,55.0
307,3.019459557594779,80.0,55.0
308,2.966365724035966,80.0,55.0
309,2.8494306328999044,80.0,55.0
310,2.7688506768694316,80.0,55.0
311,2.5706257421017837,80.0,55.0
312,2.1095949497682396,80.0,55.0
313,1.6388739249047863,80.0,55.0
314,1.7046861395475656,80.0,55.0
315,1.563588303857322,80.0,55.0
316,1.760443591607568,80.0,55.0
317,1.6852555887072356,80.0,55.0
318,1.889094637760829,80.0,55.0
319,2.146172143351199,80.0,55.0
320,2.2324531370713205,80.0,55.0
321,2.7109368813977457,80.0,55.0
322,2.8528726329114877,80.0,55.0
323,3.0362303520329803,80.0,55.0
324,2.9883890904423045,80.0,55.0
325,2.9698943561327207,80.0,55.0
326,2.825356622695714,80.0,55.0
327,2.7587813965852095,80.0,55.0
328,2.7583390301237403,80.0,55.0
329,2.95555109470649,80.0,55.0
330,3.050654370927279,80.0,55.0
331,3.1315655133293294,80.0,55.0
332,3.0460059087635636,80.0,55.0
333,3.139546165241396,80.0,55.0
334,2.7182337770661196,80.0,55.0
335,2.6218336742943658,80.0,55.0
336,2.0864005369182674,80.0,55.0
337,1.5883798122902202,80.0,55.0
338,1.6394336534111815,80.0,55.0
339,1.4977252147697642,80.0,55.0
340,1.6002606795704004,80.0,55.0
341,1.5846134225432567,80.0,55.0
342,1.970819827154909,80.0,55.0
343,2.2882124297854016,80.0,55.0
344,2.5066420242982583,80.0,55.0
345,2.933961644801448,80.0,55.0
346,2.924280289417442,80.0,55.0
347,3.093716654877321,80.0,55.0
348,3.066443203904737,80.0,55.0
349,3.008832096857,80.0,55.0
350,3.081848732264839,80.0,55.0
351,3.2575677046274256,80.0,55.0
352,3.3180163405642653,80.0,55.0
353,3.382074787265538,80.0,55.0
354,3.4738841315595232,80.0,55.0
355,3.3941045521267252,80.0,55.0
356,3.3417720754269875,80.0,55.0
357,3.1992787140037557,80.0,55.0
358,2.9806457677349893,80.0,55.0
359,2.870364568161157,80.0,55.0
360,2.365653340599647,80.0,55.0
361,1.8717601838106173,80.0,55.0
362,1.9748006126621167,80.0,55.0
363,1.8374135283088038,80.0,55.0
364,1.9169405788600835,80.0,55.0
365,2.125298103019885,80.0,55.0
366,2.5927186687805523,80.0,55.0
367,2.874418986206021,80.0,55.0
368,2.9992151715510698,80.0,55.0
369,3.3168212527415952,80.0,55.0
370,3.433982215308867,80.0,55.0
371,3.7252066135637274,80.0,55.0
372,3.9967114440178437,80.0,55.0
373,4.115812702702936,80.0,55.0
374,4.140174668293637,80.0,55.0
375,4.036883183087414,80.0,55.0
376,3.9614595118680445,80.0,55.0
377,3.973866907277834,80.0,55.0
378,4.044174224139157,80.0,55.0
379,4.0121502915717615,80.0,55.0
380,3.9172219135016157,80.0,55.0
381,3.7439031163371648,80.0,55.0
382,3.452361916045612,80.0,55.0
383,3.134175375311632,80.0,55.0
384,2.5607235155072545,80.0,55.0
385,2.0592295277734123,80.0,55.0
386,2.138288167797842,80.0,55.0
387,2.017053481534414,80.0,55.0
388,2.0778519933726627,80.0,55.0
389,2.3004114134616924,80.0,55.0
390,2.7307416951639896,80.0,55.0
391,3.0211512146701214,80.0,55.0
392,3.1095192217458565,80.0,55.0
393,3.4476749853869006,80.0,55.0
394,3.4728343278997653,80.0,55.0
395,3.513870419443924,80.0,55.0
396,3.574834994353907,80.0,55.0
397,3.636029158400865,80.0,55.0
398,3.8108209972689444,80.0,55.0
399,3.872237781197834,80.0,55.0
400,3.9614595118680445,80.0,55.0
401,4.0665491906002105,80.0,55.0
402,4.18275077399578,80.0,55.0
403,4.1980913545849035,80.0,55.0
404,4.145277927922359,80.0,55.0
405,3.9905151141831285,80.0,55.0
406,3.705962579480254,80.0,55.0
407,3.3892824445907928,80.0,55.0
408,2.82381675219551,80.0,55.0
409,2.290340702550229,80.0,55.0
410,2.4069232660759226,80.0,55.0
411,2.2896272416853654,80.0,55.0
412,2.4231987999176368,80.0,55.0
413,2.6044581287529143,80.0,55.0
414,2.9528365057035133,80.0,55.0
415,3.199051466321003,80.0,55.0
416,3.3006407140336638,80.0,55.0
417,3.5959047405448046,80.0,55.0
418,3.689831275534432,80.0,55.0
419,3.8113889275396566,80.0,55.0
420,3.905851935199159,80.0,55.0
421,3.952247046053674,80.0,55.0
422,4.020823311785435,80.0,55.0
423,4.1086094066753915,80.0,55.0
424,4.198084193607702,80.0,55.0
425,4.327553867173828,80.0,55.0
426,4.419670765901817,80.0,55.0
427,4.388969851035893,80.0,55.0
428,4.3332122630106795,80.0,55.0
429,4.222689185228544,80.0,55.0
430,3.9693950486306155,80.0,55.0
431,3.6974261216797,80.0,55.0
432,3.236715695513555,80.0,55.0
433,2.728498213205876,80.0,55.0
434,2.8012419957270605,80.0,55.0
435,2.7475143270513303,80.0,55.0
436,2.959378038724992,80.0,55.0
437,3.1399995093069215,80.0,55.0
438,3.3734373434697176,80.0,55.0
439,3.652495988033017,80.0,55.0
440,3.8062328007030684,80.0,55.0
441,4.063965945777798,80.0,55.0
442,4.482560811086071,80.0,55.0
443,4.968117103767742,80.0,55.0
444,5.145945068033513,80.0,55.0
445,5.200382230073169,80.0,55.0
446,5.029302243831889,80.0,55.0
447,4.970313170122205,80.0,55.0
448,5.059861166006192,80.0,55.0
449,5.325360599282197,80.0,55.0
450,5.605443843870708,80.0,55.0
451,5.721888525399027,80.0,55.0
452,5.869923030120192,80.0,55.0
453,5.580115158890602,80.0,55.0
454,4.622305609987032,80.0,55.0
455,4.042397295635401,80.0,55.0
456,3.29551047121558,80.0,55.0
457,2.657988330629955,80.0,55.0
458,2.6774737092033494,80.0,55.0
459,2.5123716633458746,80.0,55.0
460,2.6076341919500337,80.0,55.0
461,2.7285645924048154,80.0,55.0
462,3.0365212226823615,80.0,55.0
463,3.3187556204482322,80.0,55.0
464,3.332743451233864,80.0,55.0
465,3.5134216339627096,80.0,55.0
466,3.551094132670607,80.0,55.0
467,3.5766533390568624,80.0,55.0
468,3.574834994353907,80.0,55.0
469,3.440430173170529,80.0,55.0
470,3.281175624756979,80.0,55.0
471,3.126614491397259,80.0,55.0
472,3.3396304898757467,80.0,55.0
473,3.7029512834193143,80.0,55.0
474,3.8413373692890627,80.0,55.0
475,3.898444417606204,80.0,55.0
476,3.828134322447878,80.0,55.0
477,3.899773844626537,80.0,55.0
478,3.9693950486306155,80.0,55.0
479,3.8462826053279913,80.0,55.0
480,3.4148930921447698,80.0,55.0
481,2.8488979671438064,80.0,55.0
482,3.0329682401910207,80.0,55.0
483,2.809484906195648,80.0,55.0
484,3.0432123774027695,80.0,55.0
485,3.1491917112430845,80.0,55.0
486,3.279606373490589,80.0,55.0
487,3.7064218005400793,80.0,55.0
488,3.9810823890681726,80.0,55.0
489,4.37844138467144,80.0,55.0
490,3.778660299852933,80.0,55.0
491,3.510951301739776,80.0,55.0
492,3.3071444695803347,80.0,55.0
493,3.087598470195006,80.0,55.0
494,2.961857716218126,80.0,55.0
495,3.0120979526064624,80.0,55.0
496,3.090986479652175,80.0,55.0
497,3.6185658740908186,80.0,55.0
498,3.8183934808348665,80.0,55.0
499,3.958296360236948,80.0,55.0
500,4.052842401155511,80.0,55.0
501,4.084187107558619,80.0,55.0
502,4.049743342688089,80.0,55.0
503,3.863036742502055,80.0,55.0
504,3.177054888563436,80.0,55.0
505,2.776414698797046,80.0,55.0
506,3.0329682401910207,80.0,55.0
507,3.082743396566437,80.0,55.0
508,3.3616205255490397,80.0,55.0
509,3.4603867070810055,80.0,55.0
510,3.393460015795326,80.0,55.0
511,3.800174267031415,80.0,55.0
512,3.9131751809774693,80.0,55.0
513,4.173206882615107,80.0,55.0
514,4.378938825942898,80.0,55.0
515,4.446268297244061,80.0,55.0
516,4.487567755575637,80.0,55.0
517,4.435968427835141,80.0,55.0
518,4.433562890392035,80.0,55.0
519,4.52560416121183,80.0,55.0
520,4.466696066752339,80.0,55.0
521,4.62927429743152,80.0,55.0
522,4.915078380402715,80.0,55.0
523,5.377670569800573,80.0,55.0
524,4.6715583019894895,80.0,55.0
525,4.636544566144152,80.0,55.0
526,4.350661405103245,80.0,55.0
527,3.993188896528711,80.0,55.0
528,3.4118355314770596,80.0,55.0
529,2.836377378967085,80.0,55.0
530,2.965204670589141,80.0,55.0
531,2.9175682774417924,80.0,55.0
532,3.1238636161651776,80.0,55.0
533,3.3983719353889517,80.0,55.0
534,3.543201755586574,80.0,55.0
535,3.744675273961387,80.0,55.0
536,3.8394389392917243,80.0,55.0
537,4.013316871160849,80.0,55.0
538,4.288767150950872,80.0,55.0
539,4.371361985207179,80.0,55.0
540,4.46735630133202,80.0,55.0
541,4.503337403063227,80.0,55.0
542,4.4344381298533895,80.0,55.0
543,4.377580290092508,80.0,55.0
544,4.417590706850335,80.0,55.0
545,4.400296916496074,80.0,55.0
546,4.347812639673475,80.0,55.0
547,4.316811809385774,80.0,55.0
548,4.215181478210507,80.0,55.0
549,4.12890740301256,80.0,55.0
550,3.836449838340969,80.0,55.0
551,3.510766996891503,80.0,55.0
552,2.9148349968788936,80.0,55.0
553,2.3709016639713787,80.0,55.0
554,2.4729502032710586,80.0,55.0
555,2.3908917494165833,80.0,55.0
556,2.5329190760362823,80.0,55.0
557,2.7106339750475046,80.0,55.0
558,3.0365212226823615,80.0,55.0
559,3.2887467829394277,80.0,55.0
560,3.3971624871933193,80.0,55.0
561,3.662131062500349,80.0,55.0
562,3.770128205465105,80.0,55.0
563,3.8985128622744476,80.0,55.0
564,3.951145461998329,80.0,55.0
565,3.9753908454597786,80.0,55.0
566,3.9971830465408553,80.0,55.0
567,3.942334532896391,80.0,55.0
568,3.9382180220358687,80.0,55.0
569,3.973866907277834,80.0,55.0
570,3.998577948401448,80.0,55.0
571,3.9210312976043835,80.0,55.0
572,3.850291855137318,80.0,55.0
573,3.6782415678889917,80.0,55.0
574,3.4110510088066457,80.0,55.0
575,3.115011400143923,80.0,55.0
576,2.543715246254005,80.0,55.0
577,2.000278047569541,80.0,55.0
578,2.0629689717444477,80.0,55.0
579,1.9259129821002536,80.0,55.0
580,2.012546468466838,80.0,55.0
581,2.1880370985537527,80.0,55.0
582,2.5789496297277523,80.0,55.0
583,2.8015703655802096,80.0,55.0
584,2.8897831643890948,80.0,55.0
585,3.1060026987577993,80.0,55.0
586,3.148494404010731,80.0,55.0
587,3.2479316360537944,80.0,55.0
588,3.2591436596531063,80.0,55.0
589,3.3133716942690614,80.0,55.0
590,3.302362492059578,80.0,55.0
591,3.2306394174779904,80.0,55.0
592,3.2975103766626925,80.0,55.0
593,3.379349183669006,80.0,55.0
594,3.4746630339144375,80.0,55.0
595,3.4629077711105527,80.0,55.0
596,3.40099477901828,80.0,55.0
597,3.257980859359338,80.0,55.0
598,3.0515426008005875,80.0,55.0
599,2.7812883311792302,80.0,55.0
600,2.2806146958101294,80.0,55.0
601,1.8028281028247628,80.0,55.0
602,1.889048263959868,80.0,55.0
603,1.7656814489041106,80.0,55.0
604,1.9326788606485445,80.0,55.0
605,2.156533519086888,80.0,55.0
606,2.565186638599597,80.0,55.0
607,2.918293756535505,80.0,55.0
608,3.1095192217458565,80.0,55.0
609,3.349454740339632,80.0,55.0
610,3.261439474454634,80.0,55.0
611,3.089220509105432,80.0,55.0
612,3.0373769549998824,80.0,55.0
613,2.987615498243688,80.0,55.0
614,2.912922358562654,80.0,55.0
615,2.904587917175311,80.0,55.0
616,3.0112422340405227,80.0,55.0
617,3.31663442106199,80.0,55.0
618,3.537806012255722,80.0,55.0
619,3.676818724485061,80.0,55.0
620,3.6751664083363598,80.0,55.0
621,3.7000527378885653,80.0,55.0
622,3.5779332720484684,80.0,55.0
623,3.3294266277078637,80.0,55.0
624,2.9148349968788936,80.0,55.0
625,2.4866470886172443,80.0,55.0
626,2.506366340265306,80.0,55.0
627,2.655607593431487,80.0,55.0
628,3.144777173007998,80.0,55.0
629,3.0819840836871637,80.0,55.0
630,3.4723607451899414,80.0,55.0
631,3.930524227404094,80.0,55.0
632,4.175415620427641,80.0,55.0
633,3.9627877148888344,80.0,55.0
634,3.5707748296110338,80.0,55.0
635,3.430983778124012,80.0,55.0
636,3.3210558781017108,80.0,55.0
637,3.0472470856780953,80.0,55.0
638,2.9327291895228886,80.0,55.0
639,2.904587917175311,80.0,55.0
640,2.9518508692970653,80.0,55.0
641,3.5498570292541607,80.0,55.0
642,4.021338842048563,80.0,55.0
643,4.316811809385774,80.0,55.0
644,4.574992086310736,80.0,55.0
645,4.634830047389011,80.0,55.0
646,4.454059652147197,80.0,55.0
647,4.198608108020857,80.0,55.0
648,3.6817570703193065,80.0,55.0
649,2.8488979671438064,80.0,55.0
650,3.32234610082837,80.0,55.0
651,2.7153773012068796,80.0,55.0
652,3.0432123774027695,80.0,55.0
653,2.8916908162106068,80.0,55.0
654,2.99666568662916,80.0,55.0
655,3.6441961528025155,80.0,55.0
656,4.083477105101869,80.0,55.0
657,4.173206882615107,80.0,55.0
658,3.798711383186058,80.0,55.0
659,3.8035263008514835,80.0,55.0
660,3.536403692793068,80.0,55.0
661,3.2486947844288023,80.0,55.0
662,3.041545052173187,80.0,55.0
663,2.952476377339886,80.0,55.0
664,3.090986479652175,80.0,55.0
665,3.3610212991859374,80.0,55.0
666,3.5582237462348596,80.0,55.0
667,3.6264364260362334,80.0,55.0
668,3.676164345435031,80.0,55.0
669,3.529406255508696,80.0,55.0
670,3.2564399384058107,80.0,55.0
671,3.0181606229499534,80.0,55.0
672,2.4142873889925416,80.0,55.0
673,1.8521268654821228,80.0,55.0
674,1.967946985939681,80.0,55.0
675,1.8158814370181189,80.0,55.0
676,1.9460096162163212,80.0,55.0
677,2.0229455706473045,80.0,55.0
678,2.3136850204299275,80.0,55.0
679,2.6786142179928496,80.0,55.0
680,2.849592365852123,80.0,55.0
681,3.094863958498445,80.0,55.0
682,2.8351364645327157,80.0,55.0
683,2.6308482379674243,80.0,55.0
684,2.403189734472639,80.0,55.0
685,2.25350197390834,80.0,55.0
686,2.1826925615878254,80.0,55.0
687,2.125727214651189,80.0,55.0
688,2.3263775275888885,80.0,55.0
689,2.490497867087303,80.0,55.0
690,2.732099570040173,80.0,55.0
691,2.75311794095876,80.0,55.0
692,2.876780494093097,80.0,55.0
693,3.06096694632237,80.0,55.0
694,3.1962146264761846,80.0,55.0
695,2.9808176273561204,80.0,55.0
696,2.365653340599647,80.0,55.0
697,1.8439759172265429,80.0,55.0
698,1.889048263959868,80.0,55.0
699,1.6957834289735223,80.0,55.0
700,1.9012807103300224,80.0,55.0
701,1.9435170380149691,80.0,55.0
702,2.25030706985386,80.0,55.0
703,2.499373512405219,80.0,55.0
704,2.5667194011000434,80.0,55.0
705,2.691120990888132,80.0,55.0
706,2.574270060821517,80.0,55.0
707,2.421630665401462,80.0,55.0
708,2.4744486597101667,80.0,55.0
709,2.607147009895349,80.0,55.0
710,2.700107351255404,80.0,55.0
711,2.5984004551436444,80.0,55.0
712,2.5553997782985864,80.0,55.0
713,2.6162043606969925,80.0,55.0
714,2.661052916224246,80.0,55.0
715,2.648726724970843,80.0,55.0
716,2.67344985419652,80.0,55.0
717,2.6310238983013585,80.0,55.0
718,2.3988904733695766,80.0,55.0
719,2.2089692003499746,80.0,55.0
720,1.7643531510174142,80.0,55.0
721,1.3256280493986297,80.0,55.0
722,1.390548250409764,80.0,55.0
723,1.2578509547343308,80.0,55.0
724,1.3267399160793865,80.0,55.0
725,1.493396940350825,80.0,55.0
726,1.9656024743586569,80.0,55.0
727,2.231201247123446,80.0,55.0
728,2.3109399580211147,80.0,55.0
729,2.706911426395498,80.0,55.0
730,2.7309787833879717,80.0,55.0
731,2.877142670132751,80.0,55.0
732,2.9392984596336937,80.0,55.0
733,2.9286520797263638,80.0,55.0
734,2.9327291895228886,80.0,55.0
735,2.88486924655211,80.0,55.0
736,2.9715714493615284,80.0,55.0
737,3.032805277926378,80.0,55.0
738,3.149222726169753,80.0,55.0
739,3.1366969043843334,80.0,55.0
740,3.1397082813702264,80.0,55.0
741,3.1180728225317718,80.0,55.0
742,2.993775240299891,80.0,55.0
743,2.7455212631719332,80.0,55.0
744,2.2647353962578944,80.0,55.0
745,1.7757486168731305,80.0,55.0
746,1.8610010389213596,80.0,55.0
747,1.7375021537949829,80.0,55.0
748,1.824157566555707,80.0,55.0
749,2.018085933559288,80.0,55.0
750,2.4553004348615493,80.0,55.0
751,2.714607415202725,80.0,55.0
752,2.781223200259933,80.0,55.0
753,3.073768938976207,80.0,55.0
754,3.1298322696502185,80.0,55.0
