t,value,temp_fwd,temp_ret
257,2.365019965410389,80.0,55.0
258,2.3031422323216564,80.0,55.0
259,2.0557192043462713,80.0,55.0
260,2.0466591847170954,80.0,55.0
261,1.9102751091694203,80.0,55.0
262,1.7654443081228905,80.0,55.0
263,1.5797937349141702,80.0,55.0
264,1.2588522409740606,80.0,55.0
265,0.9440263681291827,80.0,55.0
266,1.006574188790829,80.0,55.0
267,0.9676979364807081,80.0,55.0
268,1.0133848765518452,80.0,55.0
269,1.1552866813039648,80.0,55.0
270,1.4465694615537965,80.0,55.0
271,1.539634077585274,80.0,55.0
272,1.5809332262689997,80.0,55.0
273,1.7045505101077174,80.0,55.0
274,1.6962995838406218,80.0,55.0
275,1.7310549491317786,80.0,55.0
276,1.718194823059617,80.0,55.0
277,1.6978900651833375,80.0,55.0
278,1.7198510759564059,80.0,55.0
279,1.752863497258147,80.0,55.0
280,1.8018273885299316,80.0,55.0
281,1.872473102408414,80.0,55.0
282,1.9193116842011784,80.0,55.0
283,1.9755711234400626,80.0,55.0
284,1.9675040943047148,80.0,55.0
285,1.9102751091694203,80.0,55.0
286,1.753031827658832,80.0,55.0
287,1.5911911297847616,80.0,55.0
288,1.359341923918771,80.0,55.0
289,1.1278707984762593,80.0,55.0
290,1.1647846973338123,80.0,55.0
291,0.9762584198771561,80.0,55.0
292,0.9052111861013135,80.0,55.0
293,0.9919158573345366,80.0,55.0
294,1.2095145868195343,80.0,55.0
295,1.387937280855244,80.0,55.0
296,1.4948125555333251,80.0,55.0
297,1.8073730565938955,80.0,55.0
298,1.8191611058480563,80.0,55.0
299,1.9263462006214764,80.0,55.0
300,2.078191369042864,80.0,55.0
301,2.272127297785726,80.0,55.0
302,2.217189606955427,80.0,55.0
303,2.1668032185204575,80.0,55.0
304,2.2014738378824052,80.0,55.0
305,2.231968851849828,80.0,55.0
306,2.2314489604064898,80.0,55.0
307,2.2221471754295097,80.0,55.0
308,2.1830731921470763,80.0,55.0
309,2.0970157446071664,80.0,55.0
310,2.0377135687462706,80.0,55.0
311,1.891831509228141,80.0,55.0
312,1.5525395752152584,80.0,55.0
313,1.2061161918701837,80.0,55.0
314,1.2545501662578742,80.0,55.0
315,1.1507103396075549,80.0,55.0
316,1.2955844183287901,80.0,55.0
317,1.240250407362851,80.0,55.0
318,1.390264129506391,80.0,55.0
319,1.5794582690593508,80.0,55.0
320,1.6429560781312318,80.0,55.0
321,1.9950923729425014,80.0,55.0
322,2.0995488570591383,80.0,55.0
323,2.2344895078170457,80.0,55.0
324,2.1992811129752257,80.0,55.0
325,2.185670060791073,80.0,55.0
326,2.0792986688338067,80.0,55.0
