t,heat
450,101.0895
451,113.2595
452,108.2205
453,107.78649999999999
454,99.2945
455,100.73
456,101.455
457,98.5115
458,97.446
459,99.6055
460,99.7175
461,102.3485
462,106.658
463,117.657
464,111.431
465,112.997
466,111.3315
467,101.58800000000001
468,99.725
469,100.40299999999999
470,102.2505
471,102.56349999999999
472,105.649
473,108.4585
474,108.4715
475,121.21
476,116.17099999999999
477,116.3045
478,109.5165
479,109.81599999999999
480,112.8125
481,111.573
482,111.64349999999999
483,112.099
484,112.211
485,113.1385
486,117.44800000000001
487,126.743
488,122.22050000000002
489,124.63099999999999
490,122.04299999999999
491,110.8135
492,105.88
493,96.85900000000001
494,99.81599999999999
495,102.1905
496,107.14949999999999
497,111.964
498,114.149
499,126.88850000000001
500,121.8495
501,122.55149999999999
502,115.19550000000001
503,116.631
504,116.788
505,113.2765
506,111.07549999999999
507,109.8275
508,108.804
509,108.595
510,112.337
511,120.4965
512,114.838
513,117.908
514,117.355
515,106.60549999999999
516,104.273
517,97.2505
518,99.6315
519,103.0205
520,105.06200000000001
521,106.887
522,106.765
523,119.506
524,115.035
525,115.169
526,108.9485
527,110.952
528,112.24499999999999
529,109.30149999999999
530,109.372
531,110.3955
532,109.9395
533,111.4345
534,115.1765
535,124.4715
536,120.517
537,124.513
538,126.46399999999998
539,117.72500000000001
540,117.2975
541,109.1155
542,111.1545
543,113.215
544,115.303
545,116.0585
546,115.8485
547,127.4565
548,122.4175
549,122.55149999999999
550,115.76299999999999
551,117.76650000000001
552,118.4915
553,115.421
554,115.74499999999999
555,116.4855
556,116.187
557,117.50150000000001
558,119.7745
559,123.7365
560,122.3285
561,128.226
562,132.16049999999998
563,121.1085
564,120.1015
565,111.49799999999999
566,112.601
567,114.25200000000001
568,115.43849999999999
569,117.2745
570,119.521
571,116.066
572,117.409
573,116.9625
574,120.3765
575,111.73649999999999
576,111.5215
577,110.18350000000001
578,111.896
579,110.6505
580,108.80499999999999
581,107.668
582,108.472
583,107.668
584,109.94250000000001
585,118.231
586,126.754
587,111.1495
588,105.401
589,99.429
590,100.60000000000001
591,103.175
592,106.6765
593,110.2115
594,117.4875
595,108.083
596,110.12849999999999
597,105.695
598,121.583
599,105.70599999999999
600,105.119
601,105.894
602,106.5325
603,107.556
604,107.1
605,107.45949999999999
606,112.337
607,121.0645
608,115.404
609,116.24149999999999
610,116.161
611,103.153
612,95.7945
613,82.1935
614,83.3865
615,85.2645
616,88.8245
617,90.8835
618,93.13550000000001
619,106.44500000000001
620,101.97399999999999
621,106.0825
622,104.40549999999999
623,109.2485
624,107.134
625,104.1905
626,100.8535
627,99.03750000000001
628,97.446
629,97.2375
630,100.4115
631,109.7065
632,106.88799999999999
633,111.705
634,112.216
635,98.20200000000001
636,93.38850000000001
637,81.7165
638,85.77499999999999
639,90.05799999999999
640,93.916
641,98.3705
642,99.3625
643,116.099
644,108.7885
645,105.515
646,99.2945
647,100.73
648,102.023
649,98.5115
650,98.582
651,99.6055
652,99.7175
653,100.077
654,105.52250000000001
655,113.114
656,107.4545
657,108.8545
658,105.8725
659,89.708
660,85.93900000000001
661,75.90100000000001
662,73.067
663,80.122
664,84.27449999999999
665,91.5375
666,92.54899999999999
667,103.03750000000001
668,97.9985
669,96.9965
670,93.04799999999999
671,97.89049999999999
672,93.5045
673,85.45049999999999
674,87.22449999999999
675,93.92699999999999
676,98.582
677,100.077
678,107.79400000000001
679,117.089
680,113.131
681,110.901
682,100.9755
683,84.17450000000001
684,79.392
685,69.518
686,76.1645
687,81.662
688,94.8285
689,98.1785
690,97.08999999999999
691,111.556
692,103.6775
693,105.515
694,102.134
695,100.16199999999999
696,98.6155
697,99.0795
698,100.8535
699,104.7165
700,104.8285
701,105.188
702,107.22600000000001
703,115.9535
704,111.4285
705,112.282
706,108.6835
707,94.8405
708,86.31099999999999
709,93.0895
710,95.71799999999999
711,95.3825
712,99.6255
713,102.429
714,103.906
715,121.21
716,120.146
717,120.27999999999999
718,113.4915
719,112.6555
720,111.67699999999999
721,108.60650000000001
722,111.76950000000001
723,112.5105
724,112.77950000000001
725,115.23
726,118.071
727,121.4645
728,117.781
729,119.1595
730,120.7405
731,104.8125
732,99.35600000000001
733,91.9435
734,93.4885
735,97.5305
736,102.15350000000001
737,102.73700000000001
738,105.267
739,107.54799999999999
740,107.755
741,107.30850000000001
742,114.69800000000001
743,111.1685
744,110.9535
745,109.6155
746,111.896
747,112.922
748,110.509
749,112.211
750,111.8795
751,112.211
752,119.021
753,122.593
754,114.25399999999999
755,88.53750000000001
756,86.1755
757,78.896
758,81.4465
759,86.75850000000001
760,95.757
761,102.4605
762,111.7825
763,103.54
764,107.857
765,104.5595
766,124.42249999999999
767,104.57050000000001
768,105.119
769,105.894
770,104.8285
771,105.85249999999999
772,108.804
773,109.163
774,111.76899999999999
775,120.4965
776,118.2375
777,118.649
778,111.81
779,94.74449999999999
780,90.95450000000001
781,80.0065
782,77.036
783,83.8035
784,93.265
785,97.01599999999999
786,98.76650000000001
787,112.6905
788,115.603
789,115.73649999999999
790,109.5165
791,112.08749999999999
792,115.084
793,109.30149999999999
794,110.5075
795,108.124
796,106.5325
797,106.8915
798,110.6335
799,121.0645
800,114.8265
801,116.212
802,113.3465
803,98.75999999999999
804,93.75399999999999
805,81.35300000000001
806,79.139
807,81.1925
808,87.037
809,97.8745
810,106.57199999999999
811,122.345
812,122.4175
813,125.9585
814,111.788
815,116.063
816,117.35600000000001
817,114.98049999999999
818,119.026
819,121.185
820,124.137
821,125.06400000000001
822,129.37349999999998
823,137.53300000000002
824,132.42000000000002
825,133.433
826,130.646
827,116.2315
828,109.5005
829,98.407
830,100.29
831,105.3535
832,112.86200000000001
833,118.753
834,122.5505
835,138.2465
836,135.479
837,132.77300000000002
838,127.12100000000001
839,130.82799999999997
840,132.12099999999998
841,127.4735
842,127.544
843,128.56750000000002
844,126.976
845,128.471
846,132.213
847,139.2365
848,133.55349999999999
849,133.3235
850,129.82649999999998
851,113.96
852,107.84
853,96.10950000000001
854,94.4525
855,99.6735
856,108.1875
857,114.46050000000001
858,119.70949999999999
859,133.1355
860,128.6645
861,129.366
862,121.442
863,122.8775
864,122.46650000000001
865,118.9555
866,120.1615
867,122.321
868,121.865
869,121.0885
870,125.39849999999998
871,133.5575
872,129.5705
873,133.075
874,128.73250000000002
875,112.492
876,102.3305
877,90.9465
878,93.953
879,101.035
880,111.797
881,122.8235
882,128.674
883,139.95
884,135.479
885,136.1805
886,132.232
887,137.6425
888,135.528
889,132.458
890,132.78150000000002
891,135.226
892,135.49499999999998
893,137.3775
894,140.2185
895,144.17999999999998
896,143.8225
897,144.559
898,137.292
899,112.06750000000001
900,97.01599999999999
901,81.316
902,80.4365
903,88.114
904,98.2835
905,108.90700000000001
906,111.856
907,113.7945
908,114.5695
909,111.284
910,111.8585
911,102.0825
912,100.1635
913,96.554
914,98.8345
915,107.24300000000001
916,103.694
917,103.693
918,115.2865
919,108.804
920,112.1665
921,116.65799999999999
922,119.8325
923,94.9475
924,83.885
925,75.5245
926,74.033
927,80.324
928,93.8275
929,107.9215
930,123.337
931,114.89750000000001
932,116.9435
933,112.5095
934,131.237
935,118.7675
936,117.61250000000001
937,114.98049999999999
938,111.64349999999999
939,109.2595
940,110.5075
941,109.163
942,110.0655
943,117.089
944,109.70400000000001
945,109.05
946,107.97200000000001
947,96.0895
948,91.337
949,82.87650000000001
950,82.5185
951,84.58699999999999
952,86.736
953,87.65700000000001
954,89.584
955,101.334
956,96.295
957,96.4285
958,89.6405
959,91.644
960,92.369
961,89.4255
962,89.496
963,90.5195
964,90.0635
965,89.855
966,93.59700000000001
967,102.89200000000001
968,97.751
969,98.90299999999999
970,96.325
971,83.667
972,79.60900000000001
973,71.2355
974,73.3155
975,77.90849999999999
976,81.029
977,86.0115
978,88.3215
979,99.63000000000001
980,94.5915
981,94.725
982,88.505
983,89.94
984,91.233
985,88.2895
986,88.36
987,89.9515
988,90.0635
989,91.5585
990,95.86850000000001
991,105.1635
992,99.996
993,100.35
994,98.5525
995,86.181
996,82.595
997,73.596
998,72.821
999,75.4015
1000,80.0615
1001,86.443
1002,92.64949999999999
1003,108.1485
1004,104.813
1005,107.78649999999999
1006,108.9485
1007,112.6555
1008,113.9485
1009,120.091
1010,123.56899999999999
1011,133.111
1012,129.2475
1013,122.79249999999999
1014,118.5835
1015,125.0395
1016,122.6725
1017,120.0395
1018,102.6065
1019,81.9455
1020,72.46
1021,60.365500000000004
1022,62.3305
1023,66.14200000000001
1024,78.7085
1025,95.62849999999999
1026,108.04
1027,122.3455
1028,119.578
1029,120.27999999999999
1030,114.0595
1031,115.495
1032,115.652
1033,112.14099999999999
1034,116.1865
1035,114.37049999999999
1036,107.668
1037,105.756
1038,111.76899999999999
1039,119.3605
1040,112.375
1041,106.69
1042,91.66
1043,68.47999999999999
1044,57.191
1045,44.26505
1046,43.094750000000005
1047,49.86125
1048,67.91699999999999
1049,90.2685
1050,104.323
1051,119.506
1052,115.603
1053,117.4405
1054,111.788
1055,113.7915
1056,115.084
1057,112.582
1058,112.3375
1059,111.9425
1060,111.07600000000001
1061,111.82300000000001
1062,114.096
1063,119.193
1064,114.68
1065,108.854
1066,99.7115
1067,72.6205
1068,63.9225
1069,52.0305
1070,54.959
1071,63.051
1072,80.10300000000001
1073,99.988
1074,115.3145
1075,120.0415
1076,119.1125
1077,112.4195
1078,115.2655
1079,108.89699999999999
1080,109.24950000000001
1081,110.18350000000001
1082,108.4885
1083,103.83550000000001
1084,110.509
1085,115.6185
1086,114.151
1087,112.779
1088,105.113
1089,102.3915
1090,90.037
1091,62.24399999999999
1092,47.76035
1093,35.56515
1094,37.1623
1095,44.0865
1096,56.440999999999995
1097,71.9165
1098,88.54199999999999
1099,76.28150000000001
1100,80.031
1101,79.57249999999999
1102,100.571
1103,89.80550000000001
1104,92.05749999999999
1105,99.0795
1106,101.4215
1107,103.01299999999999
1108,109.9395
1109,110.8665
1110,118.016
1111,127.87900000000002
1112,121.89200000000001
1113,115.645
1114,100.868
1115,76.1965
1116,65.5235
1117,46.5384
1118,46.5884
1119,50.955499999999994
1120,65.87899999999999
1121,86.249
1122,102.5345
1123,121.21
1124,120.714
1125,116.8725
1126,103.27000000000001
1127,104.705
1128,103.7265
1129,97.9435
1130,97.446
1131,100.7415
1132,100.8535
1133,104.05199999999999
1134,107.79400000000001
1135,117.657
1136,111.545
1137,101.759
1138,88.9185
1139,67.846
1140,58.137499999999996
1141,45.5739
1142,50.355000000000004
1143,58.687000000000005
1144,76.8205
1145,105.154
1146,108.19500000000001
1147,117.2345
1148,111.628
1149,109.49
1150,100.998
1151,101.298
1152,101.455
1153,97.9435
1154,97.446
1155,98.47
1156,98.582
1157,99.509
1158,103.8185
1159,112.546
1160,106.6995
1161,105.077
1162,99.905
1163,85.67
1164,79.515
1165,68.601
1166,65.24799999999999
1167,67.5435
1168,73.45
1169,83.56349999999999
1170,92.902
1171,111.55499999999999
1172,110.492
1173,110.05799999999999
1174,107.24499999999999
1175,109.81599999999999
1176,119.62750000000001
1177,121.795
1178,123.56899999999999
1179,124.59250000000002
1180,124.137
1181,118.249
1182,129.9415
1183,137.53300000000002
1184,129.2085
1185,122.27350000000001
1186,102.631
1187,73.5325
1188,56.3735
1189,38.616099999999996
1190,30.35285
1191,29.50255
1192,46.451
1193,72.2075
1194,94.09
1195,114.95049999999999
1196,114.467
1197,119.14399999999999
1198,110.6525
1199,116.063
1200,121.33099999999999
1201,120.8105
1202,125.27600000000001
1203,125.098
1204,128.73299999999998
1205,127.551
1206,135.34349999999998
1207,135.5585
1208,133.78
1209,115.11800000000001
1210,83.9325
1211,63.105
1212,43.0443
1213,25.65165
1214,24.5622
1215,24.0567
1216,35.835550000000005
1217,45.9943
1218,73.751
1219,76.93050000000001
1220,88.1775
1221,79.20100000000001
1222,77.142
1223,75.56299999999999
1224,88.14349999999999
1225,81.8945
1226,82.27499999999999
1227,89.6925
1228,92.9295
1229,94.6105
1230,101.43849999999999
1231,104.735
1232,105.502
1233,102.46700000000001
1234,77.105
1235,59.873
1236,46.517
1237,28.6
1238,32.9249
1239,30.157700000000002
1240,59.887499999999996
1241,62.608
1242,78.7055
1243,88.352
1244,89.0165
1245,87.4805
1246,92.514
1247,93.624
1248,93.658
1249,92.011
1250,91.452
1251,92.47800000000001
1252,91.7685
1253,91.1995
1254,96.5465
1255,99.14999999999999
1256,101.546
1257,102.9805
1258,101.568
1259,75.2465
1260,65.014
1261,59.1415
1262,63.012499999999996
1263,68.697
1264,77.2295
1265,86.6805
1266,99.298
1267,93.8695
1268,99.339
1269,100.584
1270,121.015
1271,107.41
1272,113.0695
1273,112.7085
1274,112.211
1275,108.124
1276,104.261
1277,104.62
1278,105.52250000000001
1279,114.81750000000001
1280,104.503
1281,99.216
1282,89.223
1283,73.63550000000001
1284,63.341
1285,56.6395
1286,61.579499999999996
1287,78.4185
1288,88.15899999999999
1289,90.864
1290,93.0155
1291,106.99600000000001
1292,98.5665
1293,100.404
1294,92.47999999999999
1295,92.212
1296,89.5295
1297,88.441
1298,87.228
1299,85.914
1300,89.549
1301,92.3425
1302,96.15950000000001
1303,99.7815
1304,96.1215
1305,84.2285
1306,62.478500000000004
1307,58.8005
1308,50.393499999999996
1309,41.6258
1310,41.1052
1311,46.1734
1312,68.8815
1313,66.6735
1314,83.5925
1315,88.845
1316,96.128
1317,89.423
1318,91.907
1319,90.328
1320,94.39
1321,95.2555
1322,96.314
1323,98.4075
1324,99.771
1325,97.453
1326,110.35650000000001
1327,107.164
1328,98.262
1329,92.86999999999999
1330,70.17200000000001
1331,59.052
1332,51.309
1333,40.5012
1334,38.2737
1335,43.6119
1336,61.467499999999994
1337,66.6615
1338,87.8645
1339,90.5495
1340,98.9675
1341,92.83
1342,103.833
1343,107.9325
1344,113.6985
1345,111.72449999999999
1346,113.9185
1347,117.7155
1348,120.2145
1349,121.8725
1350,129.6645
1351,129.87949999999998
1352,123.4235
1353,104.5365
1354,65.48649999999999
1355,45.14765
1356,33.5509
1357,25.65165
1358,24.5622
1359,24.0567
1360,39.7658
1361,50.550999999999995
1362,79.1605
1363,89.40950000000001
1364,96.696
1365,99.077
1366,102.12899999999999
1367,101.68549999999999
1368,109.72300000000001
1369,104.90950000000001
1370,103.1285
1371,104.0865
1372,106.01750000000001
1373,117.32900000000001
1374,116.6035
1375,115.1145
1376,108.522
1377,89.3205
1378,64.4235
1379,55.5325
1380,41.425
1381,28.710549999999998
1382,27.846
1383,31.378850000000003
1384,52.891
1385,57.347
1386,74.8215
1387,83.16
1388,92.15299999999999
1389,93.398
1390,99.2895
1391,102.2535
1392,105.18
1393,99.5205
1394,97.5725
1395,95.474
1396,95.1755
1397,95.354
1398,98.763
1399,103.29249999999999
1400,101.36500000000001
1401,99.8635
1402,92.2295
1403,64.732
1404,53.2715
1405,45.1101
1406,47.003099999999996
1407,49.397999999999996
1408,55.501999999999995
1409,74.711
1410,89.3205
1411,99.00250000000001
1412,107.187
1413,109.012
1414,115.8335
1415,105.4895
1416,109.81750000000001
1417,103.9365
1418,102.242
1419,104.40350000000001
1420,104.83
1421,103.125
1422,103.929
1423,101.42049999999999
1424,97.9305
1425,98.04
1426,99.382
1427,85.6105
1428,79.52550000000001
1429,71.4235
1430,64.495
1431,63.407
1432,57.483
1433,67.724
1434,82.95
1435,74.51899999999999
1436,77.759
1437,69.9185
1438,85.806
1439,71.065
1440,76.7245
1441,78.21900000000001
1442,78.7095
1443,79.6675
1444,76.4875
1445,74.738
1446,81.96249999999999
1447,83.8785
1448,85.55699999999999
1449,77.527
1450,58.360499999999995
1451,56.8135
1452,47.9035
1453,36.031800000000004
1454,39.100100000000005
1455,38.299749999999996
1456,58.846
1457,62.11749999999999
1458,83.631
1459,87.6745
1460,92.7205
1461,89.423
1462,93.04299999999999
1463,89.192
1464,110.29100000000001
1465,103.774
1466,97.4495
1467,96.136
1468,97.4995
1469,95.7495
1470,104.11
1471,105.45450000000001
1472,98.797
1473,83.5445
1474,55.509
1475,48.263200000000005
1476,37.1665
1477,25.65165
1478,27.32
1479,31.972199999999997
1480,54.3295
1481,61.7675
1482,80.123
1483,83.13499999999999
1484,86.474
1485,75.79350000000001
1486,73.167
1487,73.2915
1488,89.847
1489,95.2555
1490,94.6105
1491,96.136
1492,96.3635
1493,98.021
1494,106.949
1495,105.45200000000001
1496,100.1005
1497,91.1845
1498,70.732
1499,64.258
1500,51.779
1501,42.254749999999994
1502,42.578250000000004
1503,52.4715
1504,71.0215
1505,70.7925
1506,88.86049999999999
1507,93.9025
1508,101.239
1509,95.1015
1510,95.3145
1511,93.735
1512,94.958
1513,89.4255
1514,93.471
1515,100.1735
1516,99.14999999999999
1517,100.077
1518,104.3865
1519,111.9705
1520,104.72149999999999
1521,99.14399999999999
1522,88.5695
1523,73.4215
1524,60.607
1525,49.9735
1526,44.67865
1527,53.8335
1528,59.261500000000005
1529,71.2375
1530,84.0565
1531,106.9355
1532,104.24549999999999
1533,102.1075
1534,94.1835
1535,95.051
1536,96.91199999999999
1537,97.527
1538,96.314
1539,96.70400000000001
1540,99.203
1541,99.725
1542,105.8135
1543,105.44449999999999
1544,99.8265
1545,90.6245
1546,71.71199999999999
1547,68.86
1548,58.646
1549,44.1991
1550,45.944
1551,50.105500000000006
1552,69.706
1553,67.713
1554,83.7645
1555,85.378
1556,89.8815
1557,81.4725
1558,85.6605
1559,84.649
1560,85.872
1561,82.4625
1562,83.411
1563,84.5815
1564,83.84349999999999
1565,84.3885
1566,87.8095
1567,93.911
1568,80.881
1569,65.86449999999999
1570,36.72695
1571,32.573049999999995
1572,34.49165
1573,28.6
1574,28.90695
1575,26.30815
1576,34.952600000000004
1577,32.337849999999996
1578,57.970499999999994
1579,71.2385
1580,75.3875
1581,72.14750000000001
1582,73.7735
1583,77.1555
1584,80.029
1585,79.89099999999999
1586,77.89
1587,79.842
1588,80.9775
1589,79.842
1590,83.4345
1591,81.239
1592,72.4375
1593,57.881
1594,36.35405
1595,29.516
1596,35.4324
1597,31.54835
1598,33.25175
1599,28.55955
1600,34.0697
1601,24.345399999999998
1602,40.37244999999999
1603,58.788
1604,52.3755
1605,54.8725
1606,59.0475
1607,64.551
1608,66.803
1609,77.0835
1610,81.549
1611,80.235
1612,86.1415
1613,79.281
1614,89.9125
1615,86.66
1616,83.514
1617,66.9155
1618,28.960749999999997
1619,35.63015
1620,33.5509
1621,25.65165
1622,24.5622
1623,24.0567
1624,35.835550000000005
1625,23.95825
1626,52.55
1627,62.0275
1628,69.4375
1629,66.70750000000001
1630,70.3275
1631,80.67399999999999
1632,85.304
1633,91.2805
1634,94.0425
1635,100.679
1636,105.4495
1637,104.8355
1638,112.05999999999999
1639,110.429
1640,96.8815
1641,67.0505
1642,36.025
1643,35.63015
1644,33.5509
1645,25.65165
1646,24.5622
1647,24.0567
1648,35.835550000000005
1649,34.15415
1650,59.2115
1651,64.3195
1652,71.709
1653,67.27550000000001
1654,72.599
1655,71.58749999999999
1656,73.3785
1657,75.37950000000001
1658,82.6845
1659,87.6175
1660,91.2525
1661,92.91
1662,102.97399999999999
1663,105.378
1664,100.535
1665,90.20949999999999
1666,69.04899999999999
1667,60.507999999999996
1668,45.7596
1669,28.21515
1670,29.198649999999997
1671,34.2093
1672,57.160999999999994
1673,63.77949999999999
1674,86.73649999999999
1675,93.76650000000001
1676,98.9675
1677,92.2625
1678,94.7465
1679,92.0315
1680,93.25450000000001
1681,91.697
1682,93.471
1683,93.92699999999999
1684,94.607
1685,95.53399999999999
1686,103.8185
1687,111.84700000000001
1688,101.697
1689,89.59
1690,76.54249999999999
1691,59.4295
1692,52.048
1693,46.1608
1694,50.4905
1695,55.9795
1696,65.663
1697,76.4925
1698,90.6495
1699,109.0395
1700,106.517
1701,107.78649999999999
1702,100.4305
1703,101.866
1704,102.591
1705,99.0795
1706,99.14999999999999
1707,99.6055
1708,100.2855
1709,102.3485
1710,109.4975
1711,119.197
1712,110.02
1713,100.1645
1714,83.9445
1715,63.685500000000005
1716,54.346
1717,52.525499999999994
1718,56.149
1719,58.366499999999995
1720,67.8905
1721,77.827
1722,87.8515
1723,105.116
1724,101.40599999999999
1725,103.81099999999999
1726,97.591
1727,99.0265
1728,99.1835
1729,94.9775
1730,95.301
1731,96.042
1732,95.743
1733,95.922
1734,99.89850000000001
1735,103.7575
1736,100.114
1737,99.31150000000001
1738,99.082
1739,83.6265
1740,77.3315
1741,72.1025
1742,74.14750000000001
1743,78.38799999999999
1744,84.367
1745,90.5055
1746,97.355
1747,100.0685
1748,98.66850000000001
1749,95.95100000000001
1750,99.93299999999999
1751,92.4285
1752,93.349
1753,92.3845
1754,93.223
1755,91.7675
1756,91.1995
1757,91.7675
1758,91.38499999999999
1759,93.05749999999999
1760,89.7575
1761,88.39999999999999
1762,77.11
1763,63.9495
1764,61.394000000000005
1765,55.051
1766,54.8245
1767,48.629
1768,55.135
1769,53.161
1770,67.0715
1771,83.1705
1772,77.92999999999999
1773,75.3165
1774,73.8125
1775,72.501
1776,70.2105
1777,73.676
1778,73.5985
1779,78.53150000000001
1780,82.1665
1781,80.9845
