t,heat
1782,90.48049999999999
1783,83.53150000000001
1784,63.313500000000005
1785,45.0113
1786,28.0785
1787,35.63015
1788,33.5509
1789,25.65165
1790,24.5622
1791,24.0567
1792,35.835550000000005
1793,23.95825
1794,47.2664
1795,56.1725
1796,61.487
1797,53.646
1798,58.402
1799,56.8225
1800,58.613499999999995
1801,58.343
1802,58.2655
1803,59.7915
1804,62.85849999999999
1805,63.38000000000001
1806,71.7405
1807,67.52250000000001
1808,50.8605
1809,31.878149999999998
1810,28.0785
1811,35.63015
1812,33.5509
1813,25.65165
1814,24.5622
1815,24.0567
1816,35.835550000000005
1817,23.95825
1818,30.8333
1819,43.257999999999996
1820,54.104499999999994
1821,61.0285
1822,70.3275
1823,68.748
1824,77.3535
1825,70.2685
1826,72.463
1827,80.80300000000001
1828,86.70949999999999
1829,86.0955
1830,98.43100000000001
1831,99.5495
1832,71.69999999999999
1833,46.558550000000004
1834,28.0785
1835,35.63015
1836,33.5509
1837,25.65165
1838,24.5622
1839,24.0567
1840,35.835550000000005
1841,23.95825
1842,53.0865
1843,68.551
1844,76.252
1845,72.3865
1846,77.71
1847,83.513
1848,89.847
1849,92.41600000000001
1850,96.882
1851,96.70400000000001
1852,96.9315
1853,100.2925
1854,110.35650000000001
1855,107.436
1856,81.48049999999999
1857,54.4755
1858,28.0785
1859,35.63015
1860,33.5509
1861,25.65165
1862,24.5622
1863,24.0567
1864,35.835550000000005
1865,23.95825
1866,55.7675
1867,69.614
1868,84.2025
1869,80.9045
1870,84.5245
1871,89.192
1872,93.25450000000001
1873,98.663
1874,107.1035
1875,113.1725
1876,116.8075
1877,118.465
1878,127.961
1879,124.862
1880,103.1485
1881,78.22250000000001
1882,39.83575
1883,61.14
1884,33.5509
1885,25.65165
1886,24.5622
1887,24.0567
1888,35.835550000000005
1889,27.3932
1890,58.300000000000004
1891,70.188
1892,77.9555
1893,71.8185
1894,87.932
1895,94.871
1896,100.06899999999999
1897,100.06700000000001
1898,103.8545
1899,110.1365
1900,107.69449999999999
1901,110.511
1902,116.2035
1903,117.532
1904,95.308
1905,75.2755
1906,53.489000000000004
1907,42.5942
1908,34.49165
1909,28.6
1910,34.99995
1911,44.011399999999995
1912,62.189
1913,65.01350000000001
1914,79.01700000000001
1915,88.68849999999999
1916,89.58449999999999
1917,87.4805
1918,90.81
1919,91.35249999999999
1920,93.09
1921,92.011
1922,94.8595
1923,96.453
1924,101.9905
1925,105.3965
1926,107.904
1927,107.01650000000001
1928,103.3235
1929,103.851
1930,106.23
1931,83.30449999999999
1932,73.47049999999999
1933,63.89900000000001
1934,60.843
1935,56.073499999999996
1936,59.2705
1937,72.9615
1938,94.1225
1939,98.304
1940,103.314
1941,102.85549999999999
1942,129.53300000000002
1943,115.92800000000001
1944,121.0195
1945,124.21799999999999
1946,123.57249999999999
1947,128.5055
1948,121.91850000000001
1949,123.576
1950,132.504
1951,131.6775
1952,105.68
1953,82.187
1954,55.274
1955,41.3374
1956,33.5509
1957,25.65165
1958,24.5622
1959,24.0567
1960,35.835550000000005
1961,25.993799999999997
1962,51.159499999999994
1963,67.087
1964,73.9805
1965,76.3615
1966,87.932
1967,89.192
1968,90.983
1969,86.7375
1970,87.228
1971,98.9755
1972,101.4745
1973,99.725
1974,112.05999999999999
1975,105.94449999999999
1976,79.8405
1977,60.153
1978,28.0785
1979,35.63015
1980,33.5509
1981,25.65165
1982,24.5622
1983,24.0567
1984,35.835550000000005
1985,32.54285
1986,57.725
1987,66.574
1988,75.1165
1989,67.27550000000001
1990,72.599
1991,73.859
1992,77.9215
1993,86.7375
1994,87.228
1995,89.3215
1996,96.3635
1997,98.589
1998,108.08500000000001
1999,104.337
2000,81.182
2001,38.2431
2002,28.0785
2003,35.63015
2004,33.5509
2005,25.65165
2006,24.5622
2007,24.0567
2008,35.835550000000005
2009,23.95825
2010,30.8333
2011,29.2363
2012,37.068
2013,32.06655
2014,39.6618
2015,36.3788
2016,38.16965
2017,38.46715
2018,36.686049999999994
2019,41.05115
2020,46.389649999999996
2021,49.7509
2022,56.4075
2023,60.777
2024,67.3125
2025,74.67
2026,67.3245
2027,70.96300000000001
2028,64.46199999999999
2029,53.61
2030,50.553999999999995
2031,52.249500000000005
2032,67.2405
2033,59.887
2034,71.76899999999999
2035,73.82
2036,79.0915
2037,71.2505
2038,76.0065
2039,75.56299999999999
2040,75.082
2041,73.108
2042,74.1665
2043,75.69200000000001
2044,77.6235
2045,76.4415
2046,85.93650000000001
2047,86.60600000000001
2048,77.3815
2049,69.75550000000001
2050,51.527499999999996
2051,43.0542
2052,34.2307
2053,25.65165
2054,24.5622
2055,35.40225
2056,50.571
2057,52.4995
2058,71.8535
2059,74.06099999999999
2060,79.0915
2061,74.658
2062,78.27799999999999
2063,77.2665
2064,79.625
2065,79.05499999999999
2066,79.43549999999999
2067,80.0385
2068,81.004
2069,81.549
2070,86.104
2071,86.223
2072,75.5745
2073,64.08
2074,45.307900000000004
2075,32.573049999999995
2076,34.49165
2077,28.6
2078,28.90695
2079,26.30815
2080,38.380700000000004
2081,43.2332
2082,64.732
2083,82.0375
2084,84.4735
2085,79.53
2086,79.4525
2087,75.4515
2088,77.18950000000001
2089,69.101
2090,70.50750000000001
2091,73.595
2092,71.3235
2093,72.459
2094,68.10000000000001
2095,58.004999999999995
2096,53.2295
2097,50.2855
2098,43.5382
2099,29.765649999999997
2100,35.4324
2101,31.54835
2102,40.685700000000004
2103,42.014649999999996
2104,50.590999999999994
2105,47.8125
2106,56.678999999999995
2107,67.74499999999999
2108,56.350500000000004
2109,58.847500000000004
2110,52.233
2111,51.4895
2112,56.0135
2113,64.59
2114,63.37650000000001
2115,64.3345
2116,70.8085
2117,72.4665
2118,76.844
2119,73.843
2120,72.9975
2121,68.6175
2122,47.685700000000004
2123,62.304
2124,41.0757
2125,30.0155
2126,27.019
2127,43.4204
2128,52.0625
2129,50.008
2130,72.863
2131,83.69250000000001
2132,93.8565
2133,87.1515
2134,98.722
2135,90.328
2136,91.551
2137,90.14450000000001
2138,87.7955
2139,87.05
2140,86.1415
2141,98.021
2142,112.6265
2143,106.74900000000001
2144,94.039
2145,64.239
2146,40.77135
2147,57.29
2148,38.242399999999996
2149,25.65165
2150,24.5622
2151,29.195999999999998
2152,37.2938
2153,46.142649999999996
2154,69.8725
2155,72.537
2156,85.88749999999999
2157,78.63300000000001
2158,80.5495
2159,88.624
2160,90.41499999999999
2161,86.1695
2162,83.2525
2163,87.6175
2164,95.22749999999999
2165,95.7495
2166,104.101
2167,98.6425
2168,89.7925
2169,78.7915
2170,67.4615
2171,61.336
2172,53.854499999999994
2173,36.38675
2174,52.4565
2175,50.9955
2176,68.2025
2177,64.2945
2178,85.1395
2179,100.1845
2180,109.171
2181,99.645
2182,103.265
2183,103.389
2184,106.8835
2185,102.487
2186,100.2855
2187,102.445
2188,105.3965
2189,100.077
2190,98.13050000000001
2191,104.25649999999999
2192,110.7945
2193,109.40799999999999
2194,102.84400000000001
2195,83.0845
2196,67.2225
2197,46.980700000000006
2198,42.11325
2199,43.29
2200,70.051
2201,81.728
2202,92.9405
2203,113.85600000000001
2204,108.1935
2205,107.78649999999999
2206,105.5415
2207,103.5695
2208,102.591
2209,99.767
2210,98.902
2211,96.8785
2212,96.8785
2213,96.3105
2214,97.04299999999999
2215,95.4045
2216,82.194
2217,70.1845
2218,54.694
2219,33.98855
2220,35.4324
2221,31.54835
2222,33.25175
2223,28.55955
2224,44.89555
2225,51.1855
2226,69.45949999999999
2227,97.652
2228,88.12700000000001
2229,90.0815
2230,91.985
2231,95.2165
2232,98.03699999999999
2233,99.49900000000001
2234,101.58300000000001
2235,102.186
2236,104.855
2237,108.23949999999999
2238,112.1855
2239,107.762
2240,94.3245
2241,80.10849999999999
2242,58.361
2243,47.0969
2244,47.394400000000005
2245,33.73715
2246,35.012299999999996
2247,53.9735
2248,62.524
2249,55.293
2250,88.6345
2251,100.249
2252,104.3205
2253,103.3815
2254,108.4145
2255,108.957
2256,107.855
2257,111.1245
2258,113.09899999999999
2259,115.6185
2260,118.458
2261,119.5935
2262,120.286
2263,113.3145
2264,86.863
2265,61.547
2266,38.22495
2267,29.516
2268,35.4324
2269,31.54835
2270,33.25175
2271,28.55955
2272,41.4906
2273,48.1486
2274,64.4755
2275,90.3215
2276,88.122
2277,91.785
2278,97.09599999999999
2279,99.7595
2280,101.444
2281,108.285
2282,104.01299999999999
2283,104.8285
2284,106.5325
2285,105.3965
2286,100.4065
2287,100.63250000000001
2288,89.374
2289,89.48100000000001
2290,72.116
2291,54.193
2292,58.1555
2293,46.0424
2294,39.098099999999995
2295,41.01205
2296,48.69235
2297,45.79105
2298,73.979
2299,91.6065
2300,91.51849999999999
2301,98.03150000000001
2302,102.7745
2303,98.056
2304,102.012
2305,106.0455
2306,107.6715
2307,112.6045
2308,113.968
2309,115.6255
2310,122.726
2311,109.2475
2312,74.6595
2313,44.711749999999995
2314,28.0785
2315,35.63015
2316,33.5509
2317,25.65165
2318,24.5622
2319,24.0567
2320,35.835550000000005
2321,23.95825
2322,45.07515
2323,58.791
2324,69.4035
2325,63.3
2326,66.9205
2327,66.4765
2328,69.971
2329,70.2685
2330,66.784
2331,72.85249999999999
2332,70.8085
2333,70.19500000000001
2334,78.4795
2335,76.3545
2336,66.3085
2337,56.1525
2338,37.8438
2339,37.5193
2340,33.5509
2341,25.65165
2342,24.5622
2343,24.0567
2344,41.1736
2345,40.363150000000005
2346,62.4915
2347,72.642
2348,79.60650000000001
2349,71.8185
2350,74.8705
2351,72.1555
2352,73.3785
2353,71.9725
2354,71.895
2355,71.149
2356,75.9195
2357,75.30550000000001
2358,80.0855
2359,71.981
2360,50.5195
2361,31.59385
2362,28.0785
2363,35.63015
2364,33.5509
2365,25.65165
2366,24.5622
2367,24.0567
2368,35.835550000000005
2369,23.95825
2370,30.8333
2371,44.3285
2372,57.453
2373,57.6215
2374,63.513
2375,63.637499999999996
2376,73.3785
2377,75.88650000000001
2378,77.127
2379,78.712
2380,83.81700000000001
2381,85.5205
2382,86.11
2383,89.083
2384,43.5225
2385,37.7873
2386,38.6108
2387,24.33045
2388,35.2926
2389,23.0533
2390,23.412
2391,23.653299999999998
2392,28.12235
2393,27.6854
2394,23.639499999999998
2395,24.0854
2396,38.2877
2397,51.744
2398,42.8125
2399,55.564
2400,46.904450000000004
2401,48.6628
2402,60.044000000000004
2403,64.512
2404,65.64450000000001
2405,65.64450000000001
2406,64.3745
2407,64.8755
2408,25.4414
2409,32.0006
2410,36.743199999999995
2411,31.479400000000002
2412,42.14605
2413,25.08635
2414,24.5592
2415,26.0839
2416,27.84255
2417,28.81635
2418,26.09435
2419,25.60135
2420,32.4336
2421,37.11615
2422,33.8095
2423,41.3218
2424,41.7149
2425,35.59595
2426,47.22435
2427,60.5335
2428,67.91600000000001
2429,74.731
2430,79.155
2431,73.403
2432,58.162000000000006
2433,41.8494
2434,36.35405
2435,29.516
2436,35.4324
2437,31.54835
2438,33.25175
2439,28.55955
2440,34.0697
2441,24.345399999999998
2442,27.2486
2443,51.795500000000004
2444,48.291599999999995
2445,54.8725
2446,59.6155
2447,56.032500000000006
2448,49.19875
2449,45.2818
2450,41.2291
2451,39.91535
2452,40.710800000000006
2453,41.800549999999994
2454,49.25465
2455,54.7665
2456,57.559999999999995
2457,40.97505
2458,28.0785
2459,35.63015
2460,33.5509
2461,25.65165
2462,24.5622
2463,24.0567
2464,35.835550000000005
2465,24.320349999999998
2466,48.260999999999996
2467,64.51549999999999
2468,80.1005
2469,78.06500000000001
2470,83.389
2471,83.513
2472,87.0075
2473,87.873
2474,86.66
2475,89.88900000000001
2476,94.09200000000001
2477,95.1815
2478,104.829
2479,90.04599999999999
2480,58.114
2481,32.81695
2482,28.0785
2483,35.63015
2484,33.5509
2485,25.65165
2486,24.5622
2487,24.0567
2488,35.835550000000005
2489,23.95825
2490,30.8333
2491,36.4055
2492,51.13
2493,43.42425
2494,38.525999999999996
2495,30.699949999999998
2496,30.21925
2497,32.159200000000006
2498,37.94315
2499,40.09585
2500,44.6329
2501,54.855000000000004
2502,57.4075
2503,61.181
2504,27.48555
2505,37.7873
2506,38.6108
2507,24.33045
2508,35.2926
2509,23.0533
2510,23.412
2511,23.653299999999998
2512,28.12235
2513,27.6854
2514,23.639499999999998
2515,24.0854
2516,32.097500000000004
2517,40.38615
2518,25.2081
2519,31.145049999999998
2520,29.3
2521,27.109499999999997
2522,25.32835
2523,31.965000000000003
2524,42.98235
2525,45.20785
2526,62.580499999999994
2527,53.181
2528,30.4578
2529,31.59385
2530,28.0785
2531,35.63015
2532,33.5509
2533,25.65165
2534,24.5622
2535,24.0567
2536,35.835550000000005
2537,23.95825
2538,36.80005
2539,48.49735
2540,58.512499999999996
2541,52.5105
2542,60.673500000000004
2543,61.3655
2544,64.86
2545,65.158
2546,67.352
2547,71.717
2548,74.216
2549,79.281
2550,87.172
2551,78.953
2552,65.39699999999999
2553,49.6802
2554,31.8421
2555,35.63015
2556,33.5509
2557,25.65165
2558,24.5622
2559,24.0567
2560,43.14805
2561,40.5175
2562,58.967
2563,68.749
2564,83.449
2565,82.6085
2566,84.5245
2567,84.081
2568,91.551
2569,87.57350000000001
2570,85.6825
2571,89.1245
2572,90.09
2573,91.203
2574,93.16
2575,87.761
2576,66.0365
2577,43.88625
2578,32.21625
2579,32.573049999999995
2580,34.49165
2581,28.6
2582,28.90695
2583,26.30815
2584,34.952600000000004
2585,24.1518
2586,48.33085
2587,73.5935
2588,76.8545
2589,81.23400000000001
2590,78.31700000000001
2591,87.945
2592,93.658
2593,94.65599999999999
2594,94.9265
2595,103.125
2596,104.8285
2597,105.9645
2598,102.23700000000001
2599,82.4455
2600,54.5795
2601,34.5685
2602,36.35405
2603,29.516
2604,35.4324
2605,31.54835
2606,33.25175
2607,28.55955
2608,34.0697
2609,24.345399999999998
2610,27.2486
2611,52.3705
2612,51.54
2613,57.711999999999996
2614,65.294
2615,64.551
2616,67.93900000000001
2617,75.3185
2618,74.28800000000001
2619,78.144
2620,81.5455
2621,84.385
2622,86.84049999999999
2623,85.912
2624,37.2768
2625,37.7873
2626,38.6108
2627,24.33045
2628,35.2926
2629,23.0533
2630,23.412
2631,23.653299999999998
2632,28.12235
2633,27.6854
2634,23.639499999999998
2635,24.0854
2636,44.304500000000004
2637,61.9655
2638,59.281
2639,70.329
2640,69.62
2641,70.2075
2642,72.01599999999999
2643,67.92200000000001
2644,82.1135
2645,84.9525
2646,78.7295
2647,73.9925
2648,28.6695
2649,37.7873
2650,38.6108
2651,24.33045
2652,35.2926
2653,23.0533
2654,23.412
2655,23.653299999999998
2656,28.12235
2657,27.6854
2658,23.639499999999998
2659,24.0854
2660,34.0317
2661,51.744
2662,45.65195
2663,60.107
2664,56.558499999999995
2665,60.6145
2666,69.6235
2667,76.828
2668,82.1665
2669,82.1205
2670,88.271
2671,78.94300000000001
2672,59.903
2673,46.660199999999996
2674,28.0785
2675,35.63015
2676,33.5509
2677,25.65165
2678,24.5622
2679,24.0567
2680,35.835550000000005
2681,23.95825
2682,45.451100000000004
2683,65.1195
2684,77.568
2685,74.658
2686,84.5245
2687,81.8095
2688,83.6005
2689,86.7375
2690,93.4745
2691,93.29650000000001
2692,99.203
2693,99.155
2694,102.204
2695,81.7925
2696,48.7034
2697,31.59385
2698,28.0785
2699,35.63015
2700,33.5509
2701,25.65165
2702,24.5622
2703,24.0567
2704,35.835550000000005
2705,23.95825
2706,30.8333
2707,30.933750000000003
2708,43.48635
2709,42.288450000000005
2710,48.18005
2711,55.119
2712,62.588499999999996
2713,66.8
2714,69.7445
2715,73.601
2716,75.2985
2717,80.406
2718,75.175
2719,76.207
2720,27.48555
2721,37.7873
2722,38.6108
2723,24.33045
2724,35.2926
2725,23.0533
2726,23.412
2727,23.653299999999998
2728,28.12235
2729,27.6854
2730,23.639499999999998
2731,24.0854
2732,32.097500000000004
2733,40.38615
2734,33.72635
2735,48.74945
2736,46.33655
2737,47.527
2738,52.0935
2739,50.8825
2740,52.5835
2741,53.714
2742,49.44285
2743,43.3852
2744,25.4414
2745,32.0006
2746,36.743199999999995
2747,31.479400000000002
2748,42.14605
2749,25.08635
2750,24.5592
2751,26.0839
2752,27.84255
2753,28.81635
2754,26.09435
2755,25.60135
2756,31.3508
2757,32.573100000000004
2758,25.2912
2759,27.69255
2760,31.49295
2761,29.38965
2762,38.417500000000004
2763,33.275200000000005
2764,33.8431
2765,36.1096
2766,34.54105
2767,24.863950000000003
2768,23.3972
2769,26.2139
2770,34.87565
2771,38.62835
2772,48.9995
2773,27.11935
2774,25.7064
2775,28.514499999999998
2776,27.56275
2777,29.947300000000002
2778,28.549200000000003
2779,27.11725
2780,30.604149999999997
2781,29.3031
2782,37.2999
2783,35.5978
2784,45.6115
2785,36.1344
2786,38.510999999999996
2787,38.9601
2788,39.521950000000004
2789,36.1096
2790,34.06315
2791,42.98265
2792,27.48555
2793,37.7873
2794,38.6108
2795,24.33045
2796,35.2926
2797,23.0533
2798,23.412
2799,23.653299999999998
2800,28.12235
2801,27.6854
2802,38.2454
2803,50.4215
2804,63.0155
2805,71.61999999999999
2806,57.009499999999996
2807,66.354
2808,65.07650000000001
2809,69.70100000000001
2810,75.302
2811,76.26
2812,77.0555
2813,75.29950000000001
2814,81.61550000000001
2815,77.8415
2816,68.638
2817,67.1885
2818,57.6905
2819,62.0365
2820,62.483000000000004
2821,54.3065
2822,47.50015
2823,43.89445
2824,57.8915
2825,50.5655
2826,64.9305
2827,73.9325
2828,88.6795
2829,85.4475
2830,86.2285
2831,87.48849999999999
2832,88.14349999999999
2833,89.577
2834,90.635
2835,88.7535
2836,95.79549999999999
2837,95.1635
2838,99.882
2839,72.944
2840,44.2679
2841,31.59385
2842,28.0785
2843,35.63015
2844,33.5509
2845,25.65165
2846,24.5622
2847,24.0567
2848,35.835550000000005
2849,23.95825
2850,30.8333
2851,45.867549999999994
2852,60.42
2853,59.324999999999996
2854,65.2165
2855,69.316
2856,76.786
2857,66.29350000000001
2858,63.944500000000005
2859,66.038
2860,69.673
2861,72.449
2862,75.1975
2863,56.902499999999996
2864,36.33935
2865,31.59385
2866,28.0785
2867,35.63015
2868,33.5509
2869,25.65165
2870,24.5622
2871,24.0567
2872,35.835550000000005
2873,23.95825
2874,30.8333
2875,38.067
2876,50.3165
2877,51.3745
2878,64.6485
2879,65.90899999999999
2880,69.4035
2881,67.3975
2882,67.1005
2883,67.3485
2884,66.7805
2885,67.8925
2886,67.6935
2887,63.5965
2888,49.4296
2889,42.7519
2890,36.35405
2891,29.516
2892,35.4324
2893,31.54835
2894,33.25175
2895,28.55955
2896,34.0697
2897,24.345399999999998
2898,34.8016
2899,56.162
2900,54.0465
2901,56.576
2902,65.862
2903,70.7975
2904,74.1855
2905,81.3265
2906,89.0895
2907,84.01350000000001
2908,84.9795
2909,88.8965
2910,86.18350000000001
2911,70.2285
2912,41.51965
2913,33.081199999999995
2914,32.21625
2915,32.573049999999995
2916,34.49165
2917,28.6
2918,28.90695
2919,26.30815
2920,34.952600000000004
2921,24.1518
2922,29.04095
2923,45.246649999999995
2924,53.0995
2925,63.06150000000001
2926,60.7125
2927,68.069
2928,69.807
2929,71.413
2930,83.8485
2931,73.027
2932,73.595
2933,69.5755
2934,64.92150000000001
2935,43.639849999999996
2936,23.3972
2937,26.2139
2938,34.87565
2939,38.62835
2940,48.9995
2941,27.11935
2942,25.7064
2943,28.514499999999998
2944,27.56275
2945,29.947300000000002
2946,28.549200000000003
2947,27.11725
2948,30.604149999999997
2949,35.54985
2950,40.13935
2951,41.276650000000004
2952,46.74725
2953,38.973800000000004
2954,38.510999999999996
2955,35.552749999999996
2956,35.54675
2957,35.51005
2958,26.927249999999997
2959,42.98265
2960,27.48555
2961,37.7873
2962,38.6108
2963,24.33045
2964,35.2926
2965,23.0533
2966,23.412
2967,23.653299999999998
2968,28.12235
2969,27.6854
2970,23.639499999999998
2971,24.0854
2972,32.097500000000004
2973,40.38615
2974,25.2081
2975,35.6881
2976,24.189049999999998
2977,27.0482
2978,25.449650000000002
2979,23.0593
2980,23.0533
2981,23.0533
2982,23.31735
2983,42.98265
2984,27.48555
2985,37.7873
2986,38.6108
2987,24.33045
2988,35.2926
2989,23.0533
2990,23.412
2991,23.653299999999998
2992,28.12235
2993,27.6854
2994,23.639499999999998
2995,24.0854
2996,32.097500000000004
2997,40.38615
2998,25.2081
2999,31.145049999999998
3000,23.0533
3001,23.073050000000002
3002,26.01755
3003,28.738149999999997
3004,31.00365
3005,33.7781
3006,30.049750000000003
3007,42.98265
3008,27.48555
3009,37.7873
3010,38.6108
3011,24.33045
3012,35.2926
3013,23.0533
3014,23.412
3015,23.653299999999998
3016,28.12235
3017,27.6854
3018,23.639499999999998
3019,24.0854
3020,32.097500000000004
3021,47.76865
3022,28.6154
3023,37.39175
3024,34.41095
3025,42.381099999999996
3026,49.30085
3027,53.157
3028,58.262
3029,55.3315
3030,46.8251
3031,46.4911
3032,27.48555
3033,37.7873
3034,38.6108
3035,24.33045
3036,35.2926
3037,23.0533
3038,23.412
3039,23.653299999999998
3040,28.12235
3041,27.6854
3042,23.639499999999998
3043,24.0854
3044,42.97175
3045,61.397999999999996
3046,48.49135
3047,55.564
3048,49.175999999999995
3049,62.257
3050,69.177
3051,64.515
3052,61.669500000000006
3053,64.417
3054,58.026
3055,52.771
3056,27.48555
3057,37.7873
3058,38.6108
3059,24.33045
3060,35.2926
3061,23.0533
3062,23.412
3063,23.653299999999998
3064,28.12235
3065,27.6854
3066,23.639499999999998
3067,24.0854
3068,32.097500000000004
3069,40.38615
3070,28.6154
3071,44.77425
3072,37.818299999999994
3073,35.60145
3074,33.921200000000006
3075,38.3892
3076,40.0898
3077,38.8855
3078,39.2602
3079,38.968650000000004
3080,25.4414
3081,32.0006
3082,36.743199999999995
3083,31.479400000000002
3084,42.14605
3085,25.08635
3086,24.5592
3087,26.0839
3088,27.84255
3089,28.81635
3090,26.09435
3091,25.60135
3092,38.78295
3093,42.2263
3094,32.1058
3095,41.3218
3096,46.825849999999996
3097,43.01885
3098,48.6394
3099,43.49715
3100,42.36135
3101,43.38805
3102,40.85015
3103,27.4778
3104,23.3972
3105,26.2139
3106,34.87565
3107,38.62835
3108,48.9995
3109,27.11935
3110,25.7064
3111,28.514499999999998
3112,27.56275
3113,29.947300000000002
3114,28.549200000000003
3115,30.8509
3116,51.9245
3117,49.74445
3118,58.3115
3119,58.881
3120,76.27749999999999
3121,69.0715
3122,73.72
3123,77.0085
3124,81.5455
3125,81.92800000000001
3126,72.1255
3127,65.539
3128,27.48555
3129,37.7873
3130,38.6108
3131,24.33045
3132,35.2926
3133,23.0533
3134,23.412
3135,23.653299999999998
3136,28.12235
3137,27.6854
3138,23.639499999999998
3139,24.0854
3140,32.097500000000004
3141,40.38615
3142,26.34385
3143,34.552350000000004
3144,25.8927
3145,26.48035
3146,31.1285
3147,33.8491
3148,37.2504
3149,43.88205
3150,34.4809
3151,42.98265
3152,27.48555
3153,37.7873
3154,38.6108
3155,24.33045
3156,35.2926
3157,23.0533
3158,23.412
3159,23.653299999999998
3160,28.12235
3161,27.6854
3162,23.639499999999998
3163,24.0854
3164,32.097500000000004
3165,40.38615
3166,28.0475
3167,39.09545
3168,37.818299999999994
3169,41.8132
3170,48.73295
3171,53.157
3172,54.287
3173,59.733
3174,48.8487
3175,49.0978
3176,27.48555
3177,37.7873
3178,38.6108
3179,24.33045
3180,35.2926
3181,23.0533
3182,23.412
3183,23.653299999999998
3184,28.12235
3185,27.6854
3186,23.639499999999998
3187,24.0854
3188,34.8933
3189,43.7752
3190,29.75115
3191,49.31735
3192,45.2008
3193,52.0645
3194,52.903
3195,56.558499999999995
3196,56.558499999999995
3197,63.169000000000004
3198,59.3595
3199,51.1085
3200,41.2965
3201,34.5685
3202,36.35405
3203,29.516
3204,35.4324
3205,31.54835
3206,33.25175
3207,28.55955
3208,34.0697
3209,24.345399999999998
3210,29.67105
3211,52.0075
3212,55.191500000000005
3213,61.6675
3214,68.7015
3215,66.25450000000001
3216,73.618
3217,75.6475
3218,83.411
3219,87.421
3220,88.3865
3221,92.649
3222,83.31700000000001
3223,62.45049999999999
3224,31.6246
3225,33.081199999999995
3226,32.21625
3227,32.573049999999995
3228,34.49165
3229,28.6
3230,28.90695
3231,26.30815
3232,34.952600000000004
3233,24.1518
3234,29.04095
3235,32.7142
3236,31.005749999999995
3237,38.61995
3238,48.2189
3239,55.008
3240,55.61
3241,54.3415
3242,74.241
3243,70.7585
3244,74.163
3245,74.35549999999999
3246,63.56850000000001
3247,49.84545
3248,25.4414
3249,32.0006
3250,36.743199999999995
3251,31.479400000000002
3252,42.14605
3253,25.08635
3254,24.5592
3255,26.0839
3256,27.84255
3257,28.81635
3258,26.09435
3259,36.70305
3260,49.26395
3261,54.134
3262,45.73505
3263,52.679500000000004
3264,49.0974
3265,44.1142
3266,44.9528
3267,49.74385
3268,56.558499999999995
3269,63.0895
3270,59.3085
3271,49.5944
3272,40.12425
3273,34.5685
3274,36.35405
3275,29.516
3276,35.4324
3277,31.54835
3278,33.25175
3279,28.55955
3280,34.0697
3281,24.345399999999998
3282,27.2486
3283,41.64275
3284,43.203050000000005
3285,53.137
3286,58.4795
3287,62.847
3288,63.396
3289,65.66449999999999
3290,66.3375
3291,72.4655
3292,65.64450000000001
3293,61.303999999999995
3294,55.288000000000004
3295,49.541450000000005
3296,27.48555
3297,37.7873
3298,38.6108
3299,24.33045
3300,35.2926
3301,23.0533
3302,23.412
3303,23.653299999999998
3304,28.12235
3305,27.6854
3306,23.639499999999998
3307,24.0854
3308,32.097500000000004
3309,40.38615
3310,25.2081
3311,31.145049999999998
3312,23.62115
3313,30.45555
3314,32.8322
3315,33.28125
3316,31.00365
3317,27.897949999999998
3318,23.31735
3319,42.98265
3320,27.48555
3321,37.7873
3322,38.6108
3323,24.33045
3324,35.2926
3325,23.0533
3326,23.412
3327,23.653299999999998
3328,28.12235
3329,27.6854
3330,23.639499999999998
3331,24.0854
3332,32.097500000000004
3333,44.889399999999995
3334,34.8621
3335,44.206399999999995
3336,32.7073
3337,36.70225
3338,36.2395
3339,41.7995
3340,44.6329
3341,48.346149999999994
3342,44.1976
3343,51.494
3344,27.48555
3345,37.7873
3346,38.6108
3347,24.33045
3348,35.2926
3349,23.0533
3350,23.412
3351,23.653299999999998
3352,28.12235
3353,27.6854
3354,23.639499999999998
3355,27.88995
3356,45.182300000000005
3357,57.9395
3358,44.51615
3359,55.564
3360,50.8795
3361,53.17100000000001
3362,53.276
3363,55.4285
3364,56.558499999999995
3365,58.383
3366,54.508500000000005
3367,59.8095
3368,28.728
3369,37.7873
3370,38.6108
3371,24.33045
3372,35.2926
3373,23.0533
3374,23.412
3375,23.653299999999998
3376,28.12235
3377,27.6854
3378,23.639499999999998
3379,24.0854
3380,44.94165
3381,66.46400000000001
3382,53.0345
3383,65.218
3384,61.669500000000006
3385,66.2325
3386,69.177
3387,71.3295
3388,75.2985
3389,68.46199999999999
3390,60.848
3391,57.838
3392,27.48555
3393,37.7873
3394,38.6108
3395,24.33045
3396,35.2926
3397,23.0533
3398,23.412
3399,23.653299999999998
3400,28.12235
3401,27.6854
3402,23.639499999999998
3403,24.0854
3404,32.097500000000004
3405,50.0025
3406,37.701550000000005
3407,53.860499999999995
3408,41.79345
3409,48.6628
3410,65.7225
3411,65.6475
3412,68.48400000000001
3413,67.497
3414,57.157500000000006
3415,49.03655
3416,25.4414
3417,32.0006
3418,36.743199999999995
3419,31.479400000000002
3420,42.14605
3421,25.08635
3422,24.5592
3423,26.0839
3424,27.84255
3425,28.81635
3426,26.09435
3427,25.60135
3428,31.3508
3429,32.573100000000004
3430,25.2912
3431,31.099899999999998
3432,33.1966
