,90_0,90_15,90_30,90_45,90_60,90_75,90_90,180_0,180_15,180_30,180_45,180_60,180_75,180_90,270_0,270_15,270_30,270_45,270_60,270_75,270_90
2016-01-01 00:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-01 01:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-01 02:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-01 03:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-01 04:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-01 05:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-01 06:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-01 07:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-01 08:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-01 09:00:00+01:00,-0.0,-0.0,-0.0,-0.0,0.019,0.07,0.112,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.123,0.083,0.034,-0.0,-0.0,-0.0,-0.0
2016-01-01 10:00:00+01:00,0.007,0.007,0.007,0.007,0.007,0.11,0.257,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.454,0.372,0.257,0.11,0.007,0.007,0.007
2016-01-01 11:00:00+01:00,0.016,0.016,0.016,0.016,0.016,0.019,0.161,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.61,0.551,0.45,0.307,0.126,0.016,0.016
2016-01-01 12:00:00+01:00,0.019,0.019,0.019,0.019,0.019,0.019,0.026,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.662,0.64,0.575,0.467,0.315,0.124,0.019
2016-01-01 13:00:00+01:00,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.637,0.646,0.622,0.557,0.449,0.297,0.11
2016-01-01 14:00:00+01:00,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.519,0.558,0.564,0.541,0.479,0.379,0.242
2016-01-01 15:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.258,0.303,0.324,0.325,0.308,0.267,0.203
2016-01-01 16:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-01 17:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-01 18:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-01 19:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-01 20:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-01 21:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-01 22:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-01 23:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-02 00:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-02 01:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-02 02:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-02 03:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-02 04:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-02 05:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-02 06:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-02 07:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-02 08:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-02 09:00:00+01:00,-0.0,-0.0,-0.0,-0.0,0.02,0.071,0.114,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.124,0.084,0.034,-0.0,-0.0,-0.0,-0.0
2016-01-02 10:00:00+01:00,0.008,0.008,0.008,0.008,0.008,0.112,0.259,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.454,0.372,0.256,0.109,0.008,0.008,0.008
2016-01-02 11:00:00+01:00,0.016,0.016,0.016,0.016,0.016,0.02,0.163,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.611,0.551,0.45,0.306,0.125,0.016,0.016
2016-01-02 12:00:00+01:00,0.02,0.02,0.02,0.02,0.02,0.02,0.027,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.664,0.641,0.576,0.467,0.314,0.123,0.02
2016-01-02 13:00:00+01:00,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.639,0.648,0.624,0.558,0.449,0.297,0.11
2016-01-02 14:00:00+01:00,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.523,0.562,0.567,0.544,0.481,0.381,0.243
2016-01-02 15:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.264,0.311,0.332,0.333,0.316,0.273,0.208
2016-01-02 16:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-02 17:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-02 18:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-02 19:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-02 20:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-02 21:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-02 22:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-02 23:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-03 00:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-03 01:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-03 02:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-03 03:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-03 04:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-03 05:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-03 06:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-03 07:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-03 08:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-03 09:00:00+01:00,-0.0,-0.0,-0.0,-0.0,0.021,0.073,0.116,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.126,0.085,0.034,-0.0,-0.0,-0.0,-0.0
2016-01-03 10:00:00+01:00,0.008,0.008,0.008,0.008,0.008,0.114,0.261,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.455,0.372,0.256,0.109,0.008,0.008,0.008
2016-01-03 11:00:00+01:00,0.016,0.016,0.016,0.016,0.016,0.02,0.165,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.612,0.552,0.45,0.306,0.124,0.016,0.016
2016-01-03 12:00:00+01:00,0.02,0.02,0.02,0.02,0.02,0.02,0.028,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.665,0.642,0.577,0.468,0.314,0.122,0.02
2016-01-03 13:00:00+01:00,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.641,0.65,0.626,0.559,0.45,0.297,0.109
2016-01-03 14:00:00+01:00,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.526,0.565,0.571,0.547,0.484,0.383,0.244
2016-01-03 15:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.271,0.318,0.34,0.341,0.323,0.28,0.213
2016-01-03 16:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-03 17:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-03 18:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-03 19:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-03 20:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-03 21:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-03 22:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-03 23:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-04 00:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-04 01:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-04 02:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-04 03:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-04 04:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-04 05:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-04 06:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-04 07:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-04 08:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-04 09:00:00+01:00,-0.0,-0.0,-0.0,-0.0,0.022,0.075,0.119,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.128,0.087,0.035,-0.0,-0.0,-0.0,-0.0
2016-01-04 10:00:00+01:00,0.008,0.008,0.008,0.008,0.008,0.116,0.263,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.456,0.373,0.256,0.108,0.008,0.008,0.008
2016-01-04 11:00:00+01:00,0.016,0.016,0.016,0.016,0.016,0.021,0.167,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.614,0.553,0.45,0.305,0.123,0.016,0.016
2016-01-04 12:00:00+01:00,0.02,0.02,0.02,0.02,0.02,0.02,0.029,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.667,0.644,0.577,0.468,0.313,0.121,0.02
2016-01-04 13:00:00+01:00,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.643,0.652,0.627,0.56,0.451,0.297,0.108
2016-01-04 14:00:00+01:00,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.53,0.569,0.574,0.551,0.487,0.385,0.245
2016-01-04 15:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.278,0.326,0.348,0.349,0.331,0.286,0.218
2016-01-04 16:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-04 17:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-04 18:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-04 19:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-04 20:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-04 21:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-04 22:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-04 23:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-05 00:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-05 01:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-05 02:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-05 03:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-05 04:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-05 05:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-05 06:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-05 07:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-05 08:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-05 09:00:00+01:00,-0.0,-0.0,-0.0,-0.0,0.024,0.077,0.122,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.131,0.088,0.035,-0.0,-0.0,-0.0,-0.0
2016-01-05 10:00:00+01:00,0.008,0.008,0.008,0.008,0.009,0.118,0.265,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.458,0.374,0.256,0.107,0.008,0.008,0.008
2016-01-05 11:00:00+01:00,0.017,0.017,0.017,0.017,0.017,0.022,0.169,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.615,0.554,0.45,0.305,0.122,0.017,0.017
2016-01-05 12:00:00+01:00,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.668,0.645,0.578,0.468,0.313,0.12,0.02
2016-01-05 13:00:00+01:00,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.646,0.654,0.629,0.562,0.452,0.297,0.108
2016-01-05 14:00:00+01:00,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.534,0.573,0.578,0.554,0.49,0.387,0.246
2016-01-05 15:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285,0.335,0.357,0.358,0.339,0.293,0.224
2016-01-05 16:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-05 17:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-05 18:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-05 19:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-05 20:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-05 21:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-01-05 22:00:00+01:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
