t,value
1,1.3225777158149064
2,1.3748408683440645
3,1.3690296776543576
4,1.4204523757312997
5,1.4651911424090494
6,1.794257431193237
7,2.0578563910896768
8,2.085524903864958
9,2.5295032837296487
10,2.549405857771298
11,2.50901451296318
12,2.3149697623022414
13,2.214325980473928
14,2.107718519129761
15,2.030303162242924
16,2.143154068716813
17,2.427362385273303
18,2.525871697460832
19,2.6688469599540747
20,2.6582071685366797
21,2.5507935179307775
22,2.3965509963142386
23,2.2627770892196093
24,1.8620004249954798
25,1.4085673987001932
26,1.4110686930104834
27,1.2890430186696111
28,1.3312957002956283
29,1.4521191998524636
30,1.7867858097522977
31,1.976541690134265
32,2.058193142070429
33,2.26211573143567
34,2.2760088131916887
35,2.346163725052145
36,2.35342812540392
37,2.3168322448561067
38,2.2469636262350163
39,2.2258782949288634
40,2.2455204197171375
41,2.2611530869870435
42,2.3176453442320604
43,2.3084270656065384
44,2.4727344197920864
45,2.549531731529508
46,2.2032450069980385
47,2.100091833667525
48,1.7857757129989875
49,1.3878085827297888
50,1.3088508373087646
51,1.1300471776285026
52,1.150090300798961
53,1.3036402338531188
54,1.596030652917935
55,1.7454510292793801
56,1.8220872162522679
57,1.9921298714443232
58,1.971092550291168
59,1.993608841595914
60,1.99503408447669
61,2.014224020640031
62,1.987122466620523
63,1.9811192797499637
64,2.072375918784881
65,2.0476014950674957
66,2.1058546790339743
67,2.16576276888016
68,2.2392098949790062
69,2.1384580912196824
70,1.8794177694834744
71,1.6605903164275433
72,1.2884859699409732
73,1.0244799521801353
74,1.0403491568038998
75,0.9423404290369213
76,0.949273673911968
77,1.089854063211652
78,1.4465694615537965
79,1.6317489900628321
80,1.6788209327487624
81,1.8303303760845047
82,1.7696076226783382
83,1.7183820215089254
84,2.078191369042864
85,2.0840881152361153
86,1.8506655859058931
87,2.0513940870495966
88,2.0864948115433712
89,2.0063672242062354
90,2.3909831914209345
91,2.3376412370930164
92,2.281901584550431
93,2.2228531921452017
94,2.0108284606060147
95,1.8416994136787366
96,1.7137521679978671
97,1.3672572378331718
98,1.4110686930104834
99,1.3098893270364234
100,1.3763559845880402
101,1.5187133331487743
102,1.8574690593208514
103,2.00843489826962
104,2.1267128682677874
105,2.3811188586921888
106,2.512966476886067
107,2.5401901167434078
108,2.694730959973195
109,2.7248732929542903
110,2.737321651532346
111,2.764906023347912
112,2.932565246685356
113,3.0444750470914452
114,3.1126953888848106
115,3.2657139882435975
116,3.259494043690776
117,3.2662173695373222
118,3.156572527895546
119,2.8943039963813173
120,2.4836816060641778
121,2.1142885191471783
122,2.195873121580792
123,2.1613365915654597
124,2.1928601653192157
125,2.3108575913547074
126,2.5346333975342814
127,2.8240681185551475
128,3.0105578264051625
129,3.1911326538110556
130,3.266972828894292
131,3.337309988400028
132,3.146762167898189
133,3.098987165487714
134,3.1361747927528687
135,3.185140994101184
136,3.287608954903479
137,3.569903748844632
138,4.044793373013147
139,4.087907471427858
140,4.195991593699581
141,4.0863379645155
142,3.8069241711665107
143,3.378984046073698
144,2.866254411101642
145,2.463584803640704
146,2.459646920159855
147,2.2393436112441814
148,2.362988026802893
149,2.2584249765541604
150,2.2364929006339427
151,2.5116350422442517
152,2.6209353470673253
153,2.9092043527567713
154,3.113387303501378
155,3.2215733603877967
156,3.1797821017358956
157,3.0880073710701716
158,3.030071429025923
159,2.988673868819036
160,2.9666760603246725
161,2.962121978492895
162,3.1121221619099515
163,3.2764595036549435
164,3.223126291927473
165,3.039898253691113
166,2.6719817999005366
167,2.4189795524851623
168,2.0136718429000116
