t,value
1,35.162
2,35.162
3,35.162
4,35.162
5,35.162
6,35.162
7,35.162
8,35.162
9,35.162
10,35.162
11,35.162
12,35.162
13,35.162
14,35.162
15,35.162
16,35.162
17,35.162
18,35.162
19,35.162
20,35.162
21,35.162
22,35.162
23,35.162
24,35.162
25,35.162
26,35.162
27,35.162
28,35.162
29,35.162
30,35.162
31,35.162
32,35.162
33,35.162
34,35.162
35,35.162
36,35.162
37,35.162
38,35.162
39,35.162
40,35.162
41,35.162
42,35.162
43,35.162
44,35.162
45,35.162
46,35.162
47,35.162
48,35.162
49,35.162
50,35.162
51,35.162
52,35.162
53,35.162
54,35.162
55,35.162
56,35.162
57,35.162
58,35.162
59,35.162
60,35.162
61,35.162
62,35.162
63,35.162
64,35.162
65,35.162
66,35.162
67,35.162
68,35.162
69,35.162
70,35.162
71,35.162
72,35.162
73,35.162
74,35.162
75,35.162
76,35.162
77,35.162
78,35.162
79,35.162
80,35.162
81,35.162
82,35.162
83,35.162
84,35.162
85,35.162
86,35.162
87,35.162
88,35.162
89,35.162
90,35.162
91,35.162
92,35.162
93,35.162
94,35.162
95,35.162
96,35.162
97,35.162
98,35.162
99,35.162
100,35.162
101,35.162
102,35.162
103,35.162
104,35.162
105,35.162
106,35.162
107,35.162
108,35.162
109,35.162
110,35.162
111,35.162
112,35.162
113,35.162
114,35.162
115,35.162
116,35.162
117,35.162
118,35.162
119,35.162
120,35.162
121,35.162
122,35.162
123,35.162
124,35.162
125,35.162
126,35.162
127,35.162
128,35.162
129,35.162
130,35.162
131,35.162
132,35.162
133,35.162
134,35.162
135,35.162
136,35.162
137,35.162
138,35.162
139,35.162
140,35.162
141,35.162
142,35.162
143,35.162
144,35.162
145,35.162
146,35.162
147,35.162
148,35.162
149,35.162
150,35.162
151,35.162
152,35.162
153,35.162
154,35.162
155,35.162
156,35.162
157,35.162
158,35.162
159,35.162
160,35.162
161,35.162
162,35.162
163,35.162
164,35.162
165,35.162
166,35.162
167,35.162
168,35.162
169,33.699
170,33.699
171,33.699
172,33.699
173,33.699
174,33.699
175,33.699
176,33.699
177,33.699
178,33.699
179,33.699
180,33.699
181,33.699
182,33.699
183,33.699
184,33.699
185,33.699
186,33.699
187,33.699
188,33.699
189,33.699
190,33.699
191,33.699
192,33.699
193,33.699
194,33.699
195,33.699
196,33.699
197,33.699
198,33.699
199,33.699
200,33.699
201,33.699
202,33.699
203,33.699
204,33.699
205,33.699
206,33.699
207,33.699
208,33.699
209,33.699
210,33.699
211,33.699
212,33.699
213,33.699
214,33.699
215,33.699
216,33.699
217,33.699
218,33.699
219,33.699
220,33.699
221,33.699
222,33.699
223,33.699
224,33.699
225,33.699
226,33.699
227,33.699
228,33.699
229,33.699
230,33.699
231,33.699
232,33.699
233,33.699
234,33.699
235,33.699
236,33.699
237,33.699
238,33.699
239,33.699
240,33.699
241,33.699
242,33.699
243,33.699
244,33.699
245,33.699
246,33.699
247,33.699
248,33.699
249,33.699
250,33.699
251,33.699
252,33.699
253,33.699
254,33.699
255,33.699
256,33.699
257,33.699
258,33.699
259,33.699
260,33.699
261,33.699
262,33.699
263,33.699
264,33.699
265,33.699
266,33.699
267,33.699
268,33.699
269,33.699
270,33.699
271,33.699
272,33.699
273,33.699
274,33.699
275,33.699
276,33.699
277,33.699
278,33.699
279,33.699
280,33.699
281,33.699
282,33.699
283,33.699
284,33.699
285,33.699
286,33.699
287,33.699
288,33.699
289,33.699
290,33.699
291,33.699
292,33.699
293,33.699
294,33.699
295,33.699
296,33.699
297,33.699
298,33.699
299,33.699
300,33.699
301,33.699
302,33.699
303,33.699
304,33.699
305,33.699
306,33.699
307,33.699
308,33.699
309,33.699
310,33.699
311,33.699
312,33.699
313,33.699
314,33.699
315,33.699
316,33.699
317,33.699
318,33.699
319,33.699
320,33.699
321,33.699
322,33.699
323,33.699
324,33.699
325,33.699
326,33.699
327,33.699
328,33.699
329,33.699
330,33.699
331,33.699
332,33.699
333,33.699
334,33.699
335,33.699
336,33.699
337,33.516
338,33.516
339,33.516
340,33.516
341,33.516
342,33.516
343,33.516
344,33.516
345,33.516
346,33.516
347,33.516
348,33.516
349,33.516
350,33.516
351,33.516
352,33.516
353,33.516
354,33.516
355,33.516
356,33.516
357,33.516
358,33.516
359,33.516
360,33.516
361,33.516
362,33.516
363,33.516
364,33.516
365,33.516
